,job_id,build_target,build_tool,build_canceled_open_pr_on_branch,errors,failures,problems,warnings,skipped_words,lines,words,exceptions,error_classes,tests_total,tests_passed,tests_failed,tests_skipped,failed_tasks
559,84064982,,[],False,11,0,1,1,0,192,2322,"['ProjectBuilding', 'PluginResolution', 'ArtifactResolution', 'ArtifactNotFound']",[],0,0,0,0,[]
560,89009864,,[],False,0,0,0,0,0,122,2038,[],[],0,0,0,0,[]
561,89009874,,[],False,0,0,0,0,0,122,2014,[],[],0,0,0,0,[]
562,96814203,IT,[],False,0,0,0,0,0,129,2608,[],[],0,0,0,0,[]
563,98639190,WEB,[],False,0,0,0,0,0,134,7798,[],[],0,0,0,0,[]
564,84060223,,[],False,10,1,1,4,1,298,2875,"['ProjectBuilding', 'ModelParse', 'XmlPullParser']",[],0,0,0,0,[]
565,89009866,,[],False,0,0,0,0,0,123,2031,[],[],0,0,0,0,[]
566,89009873,,[],False,0,0,0,0,0,123,2011,[],[],0,0,0,0,[]
567,96814231,IT,[],False,0,0,0,0,0,122,2035,[],[],0,0,0,0,[]
568,87705508,,[],False,0,0,0,0,0,155,7778,[],[],0,0,0,0,[]
569,117992287,IT,[],False,0,0,0,0,0,176,2516,[],[],0,0,0,0,[]
570,96814199,CI,[],False,0,0,0,0,0,128,2605,[],[],0,0,0,0,[]
571,96814230,IT,[],False,0,0,0,0,0,122,2038,[],[],0,0,0,0,[]
572,89028471,,[],False,0,0,0,0,0,130,3261,[],[],0,0,0,0,[]
573,113722175,IT,[],False,10,0,1,2,0,287,2824,"['ProjectBuilding', 'UnresolvableModel', 'ArtifactResolution', 'ArtifactNotFound']",[],0,0,0,0,[]
574,89009908,,[],False,0,0,0,0,0,131,3289,[],[],0,0,0,0,[]
575,86407086,,[],False,10,2,1,3,0,248,2539,"['ProjectBuilding', 'UnresolvableModel', 'ArtifactResolution', 'ArtifactTransfer', 'TransferFailed', 'UnknownHost']",[],0,0,0,0,[]
576,86407076,,[],False,10,2,1,3,0,248,2527,"['ProjectBuilding', 'UnresolvableModel', 'ArtifactResolution', 'ArtifactTransfer', 'TransferFailed', 'UnknownHost']",[],0,0,0,0,[]
577,89028452,,[],False,0,0,0,0,0,122,2016,[],[],0,0,0,0,[]
578,89028460,,[],False,0,0,0,0,0,122,2011,[],[],0,0,0,0,[]
579,89028451,,[],False,0,0,0,0,0,122,2006,[],[],0,0,0,0,[]
580,108312623,,[],False,0,0,0,0,0,139,2127,[],[],0,0,0,0,[]
581,84060222,,[],False,10,1,1,4,1,299,2881,"['ProjectBuilding', 'ModelParse', 'XmlPullParser']",[],0,0,0,0,[]
582,89009872,,[],False,0,0,0,0,0,123,2017,[],[],0,0,0,0,[]
583,84383723,,[],False,11,0,1,1,0,204,2422,"['ProjectBuilding', 'PluginResolution', 'ArtifactResolution', 'ArtifactNotFound']",[],0,0,0,0,[]
584,96814204,IT,[],False,0,0,0,0,0,129,2613,[],[],0,0,0,0,[]
585,99826589,CI,[],False,0,0,0,0,0,125,2134,[],[],0,0,0,0,[]
586,89009898,,[],False,0,0,0,0,0,130,3276,[],[],0,0,0,0,[]
587,89009904,,[],False,0,0,0,0,0,131,3323,[],[],0,0,0,0,[]
588,96814229,IT,[],False,0,0,0,0,0,122,2020,[],[],0,0,0,0,[]
589,86568533,,[],False,0,0,0,0,0,124,2036,[],[],0,0,0,0,[]
590,90940644,,['mocha'],False,0,7,0,0,0,402,9103,[],[],162,149,1,12,[]
591,89009905,,[],False,0,0,0,0,0,131,3284,[],[],0,0,0,0,[]
592,89028459,,[],False,0,0,0,0,0,123,2032,[],[],0,0,0,0,[]
593,107880100,,[],False,0,0,0,0,0,161,2117,[],[],0,0,0,0,[]
594,87675803,,[],False,10,2,1,3,0,246,2531,"['ProjectBuilding', 'UnresolvableModel', 'ArtifactResolution', 'ArtifactTransfer', 'TransferFailed', 'UnknownHost']",[],0,0,0,0,[]
595,84060221,,[],False,10,1,1,4,1,299,2881,"['ProjectBuilding', 'ModelParse', 'XmlPullParser']",[],0,0,0,0,[]
596,84058935,,[],False,10,3,1,6,1,342,3030,"['ProjectBuilding', 'UnresolvableModel', 'ArtifactResolution', 'ArtifactTransfer', 'TransferFailed', 'UnknownHost']",[],0,0,0,0,[]
597,89009903,,[],False,0,0,0,0,0,131,3261,[],[],0,0,0,0,[]
598,89009892,,[],False,0,0,0,0,0,130,3267,[],[],0,0,0,0,[]
599,96814228,IT,[],False,0,0,0,0,0,122,2009,[],[],0,0,0,0,[]
600,235199286,BUILD,[],False,0,0,0,0,0,231,3151,[],[],0,0,0,0,[]
601,267564812,WEB_TESTS,[],False,0,0,0,0,0,569,2134,[],[],0,0,0,0,[]
602,274507138,BUILD,[],False,0,0,0,0,0,486,1967,[],[],0,0,0,0,[]
603,267572733,WEB_TESTS,[],False,0,3,0,0,0,571,2165,[],[],0,0,0,0,[]
