,job_id,build_target,build_tool,build_canceled_open_pr_on_branch,errors,warnings,skipped_words,lines,words,exceptions,error_classes,tests_total,tests_passed,tests_failed,tests_skipped,failed_tasks
0,183962461,,,False,,,,,,,,,,,,
1,120823840,,[],False,0.0,0.0,0.0,138.0,2294.0,[],[],0.0,0.0,0.0,0.0,[]
2,508993073,BUILD,"['gradle', 'yarn']",False,0.0,12.0,0.0,1660.0,6812.0,"['FileNotFound', 'FileNotFound']",[],6.0,6.0,0.0,0.0,[]
3,196655658,,[],False,0.0,0.0,0.0,104.0,428.0,[],[],0.0,0.0,0.0,0.0,[]
4,93890708,WEB,['mocha'],False,0.0,0.0,0.0,393.0,9157.0,[],[],0.0,0.0,0.0,0.0,[]
5,168355228,CI,['maven'],False,2.0,51.0,1797.0,18640.0,134090.0,"['BufferUnderflow', 'IllegalState', 'InstanceNotFound', 'Expected', 'Timeout', 'IllegalArgument', 'IllegalArgument', 'IllegalArgument', 'IllegalArgument', 'IllegalState', 'IllegalArgument', 'NullPointer', 'IllegalArgument', 'IllegalArgument', 'SQL', 'Expected', 'SQL', 'Expected', 'SQL', 'Expected', 'set', 'Runtime', 'IllegalState', 'InvalidProtocolBuffer', 'Runtime', 'Runtime', 'Interrupted', 'Runtime', 'Expected', 'Runtime', 'Expected', 'IllegalState', 'Runtime', 'Runtime', 'IllegalArgument', 'Email', 'Expected', 'Messaging', 'Connect', 'SSLHandshake', 'NullPointer', 'Sonar', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalArgument', 'Expected', 'UnsupportedOperation', 'Expected', 'IllegalArgument', 'Expected', 'IllegalArgument', 'Expected', 'IllegalArgument', 'Expected', 'Runtime', 'Expected', 'Runtime', 'Runtime', 'InstanceNotFound', 'Unauthorized', 'Expected', 'Unauthorized', 'Expected', 'Unauthorized', 'Expected', 'IllegalArgument', 'FileNotFound', 'RejectedExecution', 'IllegalState', 'Expected']","['Authentication', 'Authentication', 'Authentication', 'Authentication', 'Authentication', 'Authentication']",10969.0,0.0,0.0,1.0,[]
6,91996277,,['maven'],False,37.0,247.0,246.0,20740.0,144057.0,"['BufferUnderflow', 'LifecycleExecution', 'MojoExecution', 'MojoExecution', 'LifecycleExecution', 'MojoExecution', 'MojoExecution', 'Runner', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'handleHttp', 'Runner', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'handleHttp', 'RaiseMessage', 'Runner', 'Runner', 'Runner', 'IllegalState', 'handleHttp', 'Runner', 'IllegalState', 'IllegalState', 'Runner', 'IllegalState', 'IllegalState', 'Runner', 'IllegalState', 'IllegalState', 'Runner', 'IllegalState', 'IllegalArgument', 'Runner', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'handleHttp', 'Runner', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'handleHttp', 'IllegalState', 'IO', 'Runner', 'IllegalState', 'Runner', 'Runner', 'Runner', 'IllegalState', 'Runner', 'IllegalState', 'Runner', 'IllegalState', 'IllegalState', 'Runner', 'IllegalState', 'Runtime', 'IllegalBlockSize', 'IllegalBlockSize']",[],76.0,0.0,0.0,4.0,[]
7,78002849,,['maven'],False,3.0,52.0,85.0,3239.0,18019.0,"['BufferUnderflow', 'MaximumCyclesToFound']",[],7.0,0.0,0.0,0.0,[]
8,224882465,BUILD,['maven'],False,15.0,229.0,1828.0,15903.0,113892.0,"['BufferUnderflow', 'Expected', 'Expected', 'Expected', 'Expected', 'InstanceNotFound', 'Expected', 'Timeout', 'IllegalState', 'IllegalState', 'IllegalState', 'Interrupted', 'IllegalState', 'Expected', 'NullPointer', 'IllegalArgument', 'IllegalArgument', 'SQL', 'Expected', 'SQL', 'Expected', 'SQL', 'Expected', 'set', 'Email', 'Expected', 'Messaging', 'Connect', 'SSLHandshake', 'Runtime', 'Interrupted', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'Expected', 'Runtime', 'Runtime', 'IllegalArgument', 'Expected', 'Runtime', 'Expected', 'Runtime', 'Expected', 'Runtime', 'Runtime', 'IllegalState', 'InvalidProtocolBuffer', 'NullPointer', 'Sonar', 'Runtime', 'InstanceNotFound', 'IllegalArgument', 'Expected', 'Runtime', 'Runtime', 'Runtime', 'Runtime', 'IllegalArgument', 'Runtime', 'Elasticsearch', 'IllegalState', 'Expected', 'RejectedExecution', 'IllegalState', 'Expected', 'Channel', 'Runtime', 'IO', 'throwHttpIO', 'Runtime', 'InternalError', 'Runtime', 'Runtime', 'Runtime', 'IO', 'throwHttpIO']","['Authentication', 'Authentication', 'Authentication', 'Authentication', 'Authentication', 'Authentication']",11902.0,0.0,0.0,1.0,[]
9,78401345,,['maven'],False,3.0,496.0,112.0,5364.0,32749.0,"['BufferUnderflow', 'MaximumCyclesToFound', 'JsonIO', 'Document', 'Analysis', 'DuplicateRealm', 'ClassWorld', 'SettingsBuilding', 'VersionRangeResolution', 'Repository', 'Starting', 'UnresolvableModel', 'ArtifactTransferFailed', 'ArtifactMetadataRetrieval', 'CycleDetectedInPluginGraph', 'CommandLineTimeOut', 'SecDispatcher', 'ArtifactNotFound', 'OverConstrainedVersion', 'InvalidArtifactRT', 'ArtifactResolution', 'MaximumCyclesToFound', 'InvalidParameter', 'DuplicateParameter', 'InvalidPluginDescriptor', 'MojoFailure', 'DuplicateMojoDescriptor', 'BufferUnderflow', 'PlexusCipher']",[],487.0,0.0,0.0,23.0,[]
10,187499109,CI,['maven'],False,0.0,23.0,80.0,1584.0,10372.0,"['BufferUnderflow', 'IllegalState', 'InstanceNotFound', 'Expected', 'IllegalArgument', 'IllegalArgument', 'IllegalArgument', 'IllegalArgument', 'IllegalState', 'IllegalArgument']",[],274.0,0.0,0.0,0.0,[]
11,144522937,IT,['maven'],False,2.0,44.0,785.0,20071.0,154509.0,"['BufferUnderflow', 'Runner', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'Sonar', 'Runner', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'Sonar', 'Runner', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'Sonar', 'Runner', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'Sonar']",[],53.0,0.0,0.0,0.0,[]
12,196586791,CI,['maven'],False,0.0,29.0,1957.0,20503.0,152199.0,"['BufferUnderflow', 'InstanceNotFound', 'Expected', 'IllegalState', 'Timeout', 'IllegalArgument', 'IllegalArgument', 'IllegalArgument', 'IllegalArgument', 'IllegalState', 'IllegalArgument', 'IllegalArgument', 'NullPointer', 'IllegalArgument', 'SQL', 'Expected', 'SQL', 'Expected', 'SQL', 'Expected', 'Expected', 'Runtime', 'Expected', 'Runtime', 'Expected', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'NullPointer', 'Sonar', 'Interrupted', 'Runtime', 'IllegalState', 'InvalidProtocolBuffer', 'IllegalState', 'Runtime', 'Runtime', 'Runtime', 'Runtime', 'IllegalArgument', 'Expected', 'IllegalArgument', 'Expected', 'InstanceNotFound', 'Runtime', 'set', 'Runtime', 'Runtime', 'Runtime', 'Runtime', 'IllegalArgument', 'Runtime', 'Elasticsearch', 'Email', 'Expected', 'Messaging', 'Connect', 'SSLHandshake', 'IllegalArgument', 'ClosedByInterrupt', 'RejectedExecution', 'IllegalState', 'Expected']","['Authentication', 'Authentication', 'Authentication', 'Authentication', 'Authentication', 'Authentication']",11671.0,0.0,0.0,1.0,[]
13,252684564,BUILD,[],True,0.0,0.0,0.0,442.0,1828.0,[],[],0.0,0.0,0.0,0.0,[]
