,reg_dataset1,reg_dataset2,bin_dataset1,bin_dataset2
0,0.2630947338698293,0.3125000000000001,0.6363636363636364,0.7272727272727273
1,0.5229690979154855,0.4374376063003772,0.5454545454545454,0.7272727272727273
2,-0.5504971608519924,0.04064072999578461,0.7,0.7
3,-0.6910573808422025,-1.3762147154095326,0.7,0.9
4,0.4595322949665611,-0.30428326293558605,0.5,0.6
5,-0.3218324416342413,0.29303123648940765,0.7272727272727273,0.8181818181818182
6,0.32709479596515356,0.08553988995873452,0.36363636363636365,0.5454545454545454
7,0.24582433814339277,0.24901999772753103,0.8,0.8
8,-0.28047118992223696,0.03921429918883235,0.7,0.6
9,0.5115071359187029,0.24783307180751712,0.8,0.6
10,0.32666463757257913,-0.0684643659861397,0.45454545454545453,0.5454545454545454
11,-1.1880234505862646,-3.539828773497115,0.7272727272727273,0.8181818181818182
12,0.047770700636942665,0.38694267515923564,0.8,0.7
13,-1.031798245614035,-0.5166910331384016,0.7,0.7
14,0.5362929047131149,0.4416250426912569,0.7,0.8
15,0.16762319206189047,-1.0233034813319875,0.45454545454545453,0.36363636363636365
16,-0.1322937065163745,0.49759994268519836,0.6363636363636364,0.7272727272727273
17,0.6149408800638595,0.2082418678906406,0.5,0.8
18,-0.722441983122363,-0.5549841772151898,0.8,0.7
19,0.22003265954629714,-0.2827698826021714,0.6,0.9
20,-0.43110687022900773,0.5469942748091603,0.8181818181818182,0.8181818181818182
21,0.40583316593009244,0.44281840096424274,0.6363636363636364,0.9090909090909091
22,-0.07472435939589239,-0.2890993182963988,0.7,0.7
23,0.5023411630794703,-0.6913286423841059,0.5,0.6
24,0.22088274781830386,-0.20245021257552032,0.4,0.6
25,-0.5678608425414362,-0.9786515883977898,0.6363636363636364,0.6363636363636364
26,0.487096620072076,0.12988242146263362,0.5454545454545454,0.6363636363636364
27,0.23792097324563566,0.2562187824538845,0.7,0.8
28,0.11049180327868857,0.1912568306010931,0.7,0.7
29,0.66290212183436,-0.2318724332648867,0.7,0.7
30,0.45364238410596025,0.05204884105960261,0.5454545454545454,0.5454545454545454
31,-1.0966870300751879,-2.6773182957393487,0.6363636363636364,0.8181818181818182
32,0.5871548845303608,0.4137936440744401,0.5,0.6
33,-0.13082161687170468,0.19510349541105254,0.7,0.7
34,-0.41883207599888217,0.3754191114836547,0.9,1.0
35,0.44579312114989733,0.21075062742413886,0.5454545454545454,0.8181818181818182
36,-0.6972372372372375,-0.5104354354354352,0.5454545454545454,0.45454545454545453
37,0.0021417445482866393,0.2355432242990655,0.8,0.6
38,0.8104643485915493,0.5151298415492958,0.8,0.8
39,0.4699866232712948,0.04224729042247277,0.7,0.7
40,0.4280240831964969,0.24556769234430387,0.5454545454545454,0.7272727272727273
41,-0.30301685891748,-0.007153948535935983,0.6363636363636364,0.7272727272727273
42,0.2424121299331149,0.6588955951714766,0.8,0.7
43,-0.10061386093425528,-0.1973711234339699,0.6,0.9
44,-1.3487903225806446,-1.8984819734345346,0.5,0.6
45,-0.6406646698045926,0.07792041078305512,0.6363636363636364,0.45454545454545453
46,0.039259909165978435,0.09654211395540868,0.6363636363636364,0.5454545454545454
47,-0.7578027465667914,-1.220505617977528,0.6,0.9
48,-0.1826181010289991,-0.5997719831618336,0.7,0.9
49,0.3260155145401048,0.18216687683900812,0.4,0.6
50,-1.6716707134852444,-3.958115427717594,0.5454545454545454,0.6363636363636364
51,0.4184499299106361,0.08204836166111806,0.7272727272727273,0.7272727272727273
52,0.5447385989068303,0.39625318145783794,0.8,0.8
53,-0.06916202564434681,0.06594029270819834,0.5,0.6
54,0.7065499351491569,0.21573713791612625,0.8,0.8
55,0.42013888888888884,-0.09525966183574885,0.6363636363636364,0.5454545454545454
56,0.5089614162695427,0.3328186397458407,0.6363636363636364,0.6363636363636364
57,0.5673754009858384,0.08438306861747913,0.7,0.5
58,0.0022087774896762946,0.10868625756266193,0.6,0.7
59,-0.0026047288059980467,0.39208004144540853,0.7,0.9
60,-0.9045037952196384,0.26520106589147285,0.5454545454545454,0.6363636363636364
61,-0.3818696120689655,-1.7122844827586206,0.5454545454545454,0.7272727272727273
62,-0.6372418387741503,-0.38699200532977995,0.6,0.6
63,0.7461057397176183,0.39339822168508287,0.8,0.9
64,0.5290705253552339,0.23708202972233083,0.6,0.8
65,0.5928330928330929,0.21898674242424243,0.8181818181818182,0.7272727272727273
66,-0.013787224724724823,-0.7075669419419421,0.5454545454545454,0.7272727272727273
67,0.33307966758758367,0.2841766340761328,0.3,0.6
68,-1.2828728131074705,-1.8856567620105529,0.6,0.8
69,0.17965939074118498,0.1286879347565364,0.8,0.9
70,-0.07333234697328384,-3.5700033818058845,0.5454545454545454,0.6363636363636364
71,-0.3862788963460104,-0.011640100671140852,0.6363636363636364,0.7272727272727273
72,-0.8058243034055725,-2.516834365325077,0.7,0.6
73,0.33282208588957063,-0.22307236475181247,0.6,0.6
74,0.6121911490946015,0.47389575224234226,0.7,0.8
75,-0.9187258051231366,-1.8041347500205909,0.45454545454545453,0.5454545454545454
76,0.6052710781913158,0.39161973555337914,0.8181818181818182,0.6363636363636364
77,0.2376379412012467,0.504122441243366,0.5,0.6
78,-0.2949734070288872,0.24470747731776,0.7,0.9
79,0.5669908047847668,0.43671395376172006,0.7,0.7
80,-1.0500753012048194,-1.834902108433735,0.45454545454545453,0.6363636363636364
81,0.557464794498117,0.31295030293106274,0.8181818181818182,0.9090909090909091
82,0.4074524098825435,0.1178108545970028,0.7,0.7
83,-0.09315210459183687,0.031010841836734637,0.7,0.7
84,0.13603460777445953,0.32577978099767724,0.5,0.6
85,-1.2842776479750784,0.06287967289719609,0.6363636363636364,0.8181818181818182
86,0.0803689883913764,-0.006509121061359924,0.7272727272727273,0.8181818181818182
87,0.7539093825180433,0.1925064599483206,0.8,0.8
88,-1.7121518256602686,-2.9800115456775873,0.5,0.8
89,0.2948645009576909,0.2921947004608295,0.6,0.7
90,-0.3978142497559971,0.17247136179175004,0.7272727272727273,0.6363636363636364
91,0.5284741566078612,0.341097957288765,0.5454545454545454,0.5454545454545454
92,0.7354455375718466,0.44214138368771816,0.8,0.8
93,0.17680884323358648,-0.5238387673068334,0.5,0.6
94,0.015873015873015706,-0.25738021065123884,0.6,0.7
95,-1.143633540372671,0.2011005775307836,0.5454545454545454,0.45454545454545453
96,0.5396163513974096,0.014149838104976054,0.6363636363636364,0.9090909090909091
97,0.29585152838427964,-0.32414483260553095,0.7,0.9
98,0.11553760848601735,0.5533322618664953,0.7,0.6
99,0.459919028340081,0.232085020242915,0.4,0.7
100,0.20358497286651156,0.6595559117480672,0.8181818181818182,0.8181818181818182
101,0.43405633223684204,0.2499314692982456,0.5454545454545454,0.7272727272727273
102,-0.41198873121869806,-2.6821786310517535,0.6,0.7
103,-1.9069553483807655,-1.3168138698070009,0.5,0.4
104,0.5729779679976655,0.198482564077623,0.7,0.9
105,0.32050349243306175,0.07675268399948254,0.7272727272727273,0.8181818181818182
106,0.20806531420089058,0.31393360783204916,0.6363636363636364,0.5454545454545454
107,-0.43337782226671107,-3.606481481481482,0.6,0.7
108,-0.12286992057984425,-0.024787473976405128,0.7,0.7
109,0.17600101368474408,0.18668694036154743,0.7,0.7
110,-0.053590146750524426,-0.7703327682783019,0.5454545454545454,0.6363636363636364
111,0.32997601918465225,0.09819085907744385,0.5454545454545454,0.7272727272727273
112,0.3252352197725039,0.3096124139867996,0.8,0.7
113,-0.17032601463739172,0.1107784431137725,0.5,0.7
114,0.3925293626853218,0.03424042102560809,0.5,0.8
115,-0.6822193750444872,-0.46925048046124274,0.7272727272727273,0.6363636363636364
116,0.21036325191534544,0.14264583175301515,0.2727272727272727,0.8181818181818182
117,0.2716635270250687,0.24847848137951012,0.7,0.7
118,0.21777159328098605,0.4327104661564457,0.7,0.7
119,0.80486337525229,-0.4275733581741963,0.5,0.8
