,reg_dataset1,reg_dataset2,bin_dataset1,bin_dataset2
0,0.23270084438148142,0.6196943972835314,0.5714285714285714,0.5714285714285714
1,0.3213991769008713,-0.5515601217656014,0.8571428571428571,0.8571428571428571
2,0.7002796666771682,-0.26328812316715555,0.3333333333333333,0.3333333333333333
3,0.6428645497439354,-0.3064903846153846,0.5714285714285714,0.5714285714285714
4,0.565083510806868,0.39968881566904624,0.5714285714285714,0.5714285714285714
5,0.5468488805418817,0.7494343891402715,1.0,1.0
6,-2.8382772379193493,0.51123046875,0.7142857142857143,0.7142857142857143
7,0.6896851944143523,0.7885432418808958,0.7142857142857143,0.7142857142857143
8,0.707322051982006,0.7366621067031464,0.8333333333333334,0.8333333333333334
9,0.46244783528038724,0.33896620278330025,0.7142857142857143,0.7142857142857143
10,0.5024076932021881,0.40429292929292937,0.7142857142857143,0.7142857142857143
11,0.8404515435466673,0.7937186978297162,0.8333333333333334,0.8333333333333334
12,0.1730635353411648,-0.8035714285714286,0.5714285714285714,0.5714285714285714
13,0.7665952941084531,0.3789704271631983,0.8571428571428571,0.8571428571428571
14,0.5807212569669651,0.47865853658536595,0.6666666666666666,0.6666666666666666
15,0.7721042285675739,0.8744350282485875,0.8571428571428571,0.8571428571428571
16,0.634859153698387,0.7236121970289289,0.7142857142857143,0.7142857142857143
17,0.6039933132968691,0.18207816968541468,0.3333333333333333,0.3333333333333333
18,0.3289344221338468,-0.42715517241379297,0.7142857142857143,0.7142857142857143
19,0.8149994534194919,0.6448455459770115,0.8571428571428571,0.8571428571428571
20,-4.5398343552795675,-5.128930817610062,0.8333333333333334,0.8333333333333334
21,0.07990000336854064,0.319362950544845,0.7142857142857143,0.7142857142857143
22,0.5333784205208384,0.42099609375000024,0.8571428571428571,0.8571428571428571
23,0.24185786887375982,0.27423469387755106,0.6666666666666666,0.6666666666666666
24,0.1549712450137798,0.08392018779342714,0.7142857142857143,0.7142857142857143
25,0.6556368193887543,0.5337881741390513,0.7142857142857143,0.7142857142857143
26,0.48447217575436097,0.4738106679481019,0.6666666666666666,0.6666666666666666
27,0.5112251678849375,0.22870939420544345,0.42857142857142855,0.42857142857142855
28,0.1825687782215143,0.587252897068848,0.8571428571428571,0.8571428571428571
29,0.7738608556340367,0.5156037991858888,0.8333333333333334,0.8333333333333334
30,0.25526622247657804,0.5437052505966588,0.5714285714285714,0.5714285714285714
31,0.7584524816766554,0.6394245783885072,0.7142857142857143,0.7142857142857143
32,0.9031336563959163,0.5998278829604131,0.8333333333333334,0.8333333333333334
33,-1.173543144799956,0.17212620578778137,0.7142857142857143,0.7142857142857143
34,0.6537767287754471,0.5790155440414508,0.8571428571428571,0.8571428571428571
35,0.7094185477004546,0.6798285198555958,0.6666666666666666,0.6666666666666666
36,-0.9240419354794029,0.36724014336917554,0.8571428571428571,0.8571428571428571
37,0.5689948643736247,0.5564977134146342,0.14285714285714285,0.14285714285714285
38,0.7871498402563207,0.35907970419063273,0.5,0.5
39,0.3718060037157056,0.27060439560439564,0.2857142857142857,0.2857142857142857
40,-7.530096281238309,-7.080265410958903,0.7142857142857143,0.7142857142857143
41,0.66252038866739,0.558604091456077,0.6666666666666666,0.6666666666666666
42,0.7530256327970382,0.6402138157894737,0.8571428571428571,0.8571428571428571
43,0.7808018007849611,0.5563659940027554,0.8571428571428571,0.8571428571428571
44,0.333085795691065,-0.008637873754152814,0.6666666666666666,0.6666666666666666
45,0.06250353674485365,-0.5714285714285714,0.8571428571428571,0.8571428571428571
46,0.3059069903762913,0.6654252017380509,0.7142857142857143,0.7142857142857143
47,0.5765140389755852,0.6601430184418517,0.8333333333333334,0.8333333333333334
48,-0.23183820797118226,-0.15457957957957902,0.5714285714285714,0.5714285714285714
49,0.8510538956253557,0.8412790697674419,0.8571428571428571,0.8571428571428571
50,0.877704602696253,0.7510934937124112,1.0,1.0
51,-0.3421449229634801,0.5416063675832128,0.8571428571428571,0.8571428571428571
52,0.30185204402590093,0.7934549356223176,0.7142857142857143,0.7142857142857143
53,-3.8068287678139807,-3.1869158878504678,0.6666666666666666,0.6666666666666666
54,0.561821481809271,-0.4858870967741935,0.7142857142857143,0.7142857142857143
55,0.7197781471992639,0.6382266492488569,0.7142857142857143,0.7142857142857143
56,0.8073979226829266,0.4455696202531645,0.8333333333333334,0.8333333333333334
57,0.24722610774174847,0.47212521019273057,0.5714285714285714,0.5714285714285714
58,0.6265214306712609,0.5417158018867925,0.7142857142857143,0.7142857142857143
59,0.849446083295371,0.6509627201966408,0.8333333333333334,0.8333333333333334
60,-0.029025155649127887,0.684640522875817,0.8571428571428571,0.8571428571428571
61,0.675021802888311,0.8519900497512438,0.8571428571428571,0.8571428571428571
62,0.5939427796735688,0.08783783783783827,0.6666666666666666,0.6666666666666666
63,0.3985930655982697,0.18002028397565928,0.5714285714285714,0.5714285714285714
64,0.4417327805343221,0.6714261285909713,0.7142857142857143,0.7142857142857143
65,0.705596381884866,0.7663091552410438,0.6666666666666666,0.6666666666666666
66,0.5325311108987101,0.7157258064516129,0.5714285714285714,0.5714285714285714
67,0.026217345410741832,0.714609952925353,0.8571428571428571,0.8571428571428571
68,0.5991730867133362,-0.21064301552106435,0.3333333333333333,0.3333333333333333
69,0.8810991436997453,0.762005649717514,0.2857142857142857,0.2857142857142857
70,0.48310466257646745,-0.03121098626716634,0.2857142857142857,0.2857142857142857
71,0.6500644033925045,0.35858277336591304,0.5,0.5
72,-0.2701234386924767,0.2410535535535535,0.7142857142857143,0.7142857142857143
73,0.09914092698837118,-0.5881057268722469,0.2857142857142857,0.2857142857142857
74,0.7894200210267527,0.09715318572074094,0.8333333333333334,0.8333333333333334
75,0.0338359564077626,0.7324380165289256,0.8571428571428571,0.8571428571428571
76,0.2785482706896676,0.6962166172106825,0.7142857142857143,0.7142857142857143
77,0.7053263927654208,0.6339449541284403,0.8333333333333334,0.8333333333333334
78,0.4161378538063374,0.4960992907801419,0.8571428571428571,0.8571428571428571
79,0.67093432807578,0.6307599029911075,0.7142857142857143,0.7142857142857143
80,0.4998084117844984,0.1722063037249283,0.3333333333333333,0.3333333333333333
81,0.5940578028699481,0.36105986059860595,0.5714285714285714,0.5714285714285714
82,0.2912106607773248,0.7318745632424877,1.0,1.0
83,0.7353465608777718,0.6607387140902872,0.8333333333333334,0.8333333333333334
84,-0.7351633419407753,0.6580534022394487,1.0,1.0
85,0.5560979870930882,0.3306130989746807,0.5714285714285714,0.5714285714285714
86,0.31681172510150546,0.6564299424184261,0.6666666666666666,0.6666666666666666
87,0.544182547112296,0.5864525139664805,0.7142857142857143,0.7142857142857143
88,0.26263558213691485,0.5020671206225681,0.7142857142857143,0.7142857142857143
89,0.7875405876219952,0.7632988218493395,1.0,1.0
90,-1.007848004261494,-0.4335220318237456,0.8571428571428571,0.8571428571428571
91,0.6037912535836385,0.3109846794585749,0.5714285714285714,0.5714285714285714
92,0.3620146313546019,0.5751748251748251,0.8333333333333334,0.8333333333333334
93,0.7564344362452771,0.8373709293089754,0.8571428571428571,0.8571428571428571
94,0.4418465638285728,0.7732843137254902,0.7142857142857143,0.7142857142857143
95,0.007519871312954174,0.5773766546329724,0.6666666666666666,0.6666666666666666
96,-1.7524919663733516,0.5145803698435277,0.7142857142857143,0.7142857142857143
97,0.6138781838141601,0.8012674271229405,0.7142857142857143,0.7142857142857143
98,0.38245658620524214,0.4757174392935982,0.5,0.5
99,0.3330980203531114,0.4439252336448598,0.7142857142857143,0.7142857142857143
100,0.6181272414254546,0.22637195121951226,0.7142857142857143,0.7142857142857143
101,0.525689297472695,0.6185567010309279,0.6666666666666666,0.6666666666666666
102,0.3435664536947215,0.36961628817541103,0.2857142857142857,0.2857142857142857
103,0.46660561692653324,0.3887083671811534,0.5714285714285714,0.5714285714285714
104,0.814519996916294,0.6495238095238096,0.8333333333333334,0.8333333333333334
105,-1.1305341307118835,0.29084967320261457,0.7142857142857143,0.7142857142857143
106,-0.9893578836800083,0.7014223893303064,0.7142857142857143,0.7142857142857143
107,0.9190885214275603,0.6128158844765343,0.8333333333333334,0.8333333333333334
108,-1.3607675283376501,-3.1230788934426226,0.5714285714285714,0.5714285714285714
109,0.49915219519800336,0.6612785101485668,0.8571428571428571,0.8571428571428571
110,0.940118353702911,0.3337884806355511,1.0,1.0
111,0.63192013400002,0.45955165692007793,0.7142857142857143,0.7142857142857143
112,0.1343836774251409,0.21923076923076923,0.7142857142857143,0.7142857142857143
113,-2.864415632029998,-14.317307692307697,0.3333333333333333,0.3333333333333333
114,0.29603358121047973,0.48355263157894723,0.8571428571428571,0.8571428571428571
