,from_tag,to_tag,buildid
584,5.1.2,5.2,83258409
585,5.1.2,5.2,83258421
586,5.1.2,5.2,83259439
587,5.1.2,5.2,83261870
588,5.1.2,5.2,83263015
589,5.1.2,5.2,83263786
590,5.1.2,5.2,83264066
591,5.1.2,5.2,83267982
592,5.1.2,5.2,83268991
593,5.1.2,5.2,83272770
594,5.1.2,5.2,83273548
595,5.1.2,5.2,83274635
596,5.1.2,5.2,83275582
597,5.1.2,5.2,83277214
598,5.1.2,5.2,83289439
599,5.1.2,5.2,83298446
600,5.1.2,5.2,83298850
601,5.1.2,5.2,83298915
602,5.1.2,5.2,83310032
603,5.1.2,5.2,83311435
604,5.1.2,5.2,83316379
605,5.1.2,5.2,83323140
606,5.1.2,5.2,83323206
607,5.1.2,5.2,83363449
608,5.1.2,5.2,83369632
609,5.1.2,5.2,83643537
610,5.1.2,5.2,83646009
611,5.1.2,5.2,83647612
612,5.1.2,5.2,83649480
613,5.1.2,5.2,83650194
614,5.1.2,5.2,83653637
615,5.1.2,5.2,83656565
616,5.1.2,5.2,83658136
617,5.1.2,5.2,83676564
618,5.1.2,5.2,83678012
619,5.1.2,5.2,83678060
620,5.1.2,5.2,83678595
621,5.1.2,5.2,83681598
622,5.1.2,5.2,83681628
623,5.1.2,5.2,64387285
624,5.1.2,5.2,64387312
625,5.1.2,5.2,64387533
626,5.1.2,5.2,64387871
627,5.1.2,5.2,64389104
628,5.1.2,5.2,64391510
629,5.1.2,5.2,64392180
630,5.1.2,5.2,64393287
631,5.1.2,5.2,64406758
632,5.1.2,5.2,64410108
633,5.1.2,5.2,64413581
634,5.1.2,5.2,64417359
635,5.1.2,5.2,64418103
636,5.1.2,5.2,64432251
637,5.1.2,5.2,64441054
638,5.1.2,5.2,64525941
639,5.1.2,5.2,64535125
640,5.1.2,5.2,64543903
641,5.1.2,5.2,64562870
642,5.1.2,5.2,64562953
643,5.1.2,5.2,64565720
644,5.1.2,5.2,64566608
645,5.1.2,5.2,64567377
646,5.1.2,5.2,64572316
647,5.1.2,5.2,64574854
648,5.1.2,5.2,64575936
649,5.1.2,5.2,64577973
650,5.1.2,5.2,64587318
651,5.1.2,5.2,64595605
652,5.1.2,5.2,64602932
653,5.1.2,5.2,64641808
654,5.1.2,5.2,64872799
655,5.1.2,5.2,64881920
656,5.1.2,5.2,64882816
657,5.1.2,5.2,64885918
658,5.1.2,5.2,72279019
659,5.1.2,5.2,72279710
660,5.1.2,5.2,72281565
661,5.1.2,5.2,72289663
662,5.1.2,5.2,72299079
663,5.1.2,5.2,72300363
664,5.1.2,5.2,72306162
665,5.1.2,5.2,72309057
666,5.1.2,5.2,72316916
667,5.1.2,5.2,72319810
668,5.1.2,5.2,72320767
669,5.1.2,5.2,72320882
670,5.1.2,5.2,72321383
671,5.1.2,5.2,72337730
672,5.1.2,5.2,72339230
673,5.1.2,5.2,72419541
674,5.1.2,5.2,72420739
675,5.1.2,5.2,72424459
676,5.1.2,5.2,72426683
677,5.1.2,5.2,72431951
678,5.1.2,5.2,72440521
679,5.1.2,5.2,72441756
680,5.1.2,5.2,72442343
681,5.1.2,5.2,72442592
682,5.1.2,5.2,72444519
683,5.1.2,5.2,72445730
684,5.1.2,5.2,72445907
685,5.1.2,5.2,72459479
686,5.1.2,5.2,72461191
687,5.1.2,5.2,72462312
688,5.1.2,5.2,72470119
689,5.1.2,5.2,72472917
690,5.1.2,5.2,72474876
691,5.1.2,5.2,72476379
692,5.1.2,5.2,72529419
693,5.1.2,5.2,72531245
694,5.1.2,5.2,72740123
695,5.1.2,5.2,72740288
696,5.1.2,5.2,72790741
697,5.1.2,5.2,74296007
698,5.1.2,5.2,74308080
