,pr_number,title,base_sha,head_sha
438,3168,Fix update default visibility,b333667fb4c5f3893bf8aaa94a22310919eda39a,a7a4dec5cbc83079fe9f720d468d30f26c0732a6
439,3167,SONAR-10536 SONAR-10511 update key of disabled components,124aaa43b6f65bee01c167d2bceb8c71f58fc06a,94d76f955d2c6f63e10fc157c09e4948ed75b783
440,3181,SONAR-11150 Display all results when searching in projects page language facet,2a09628fe332e7888917553b5b649526bed3cc14,9e326dd6f6f681592a4f5dd8e7558432b0c11b4b
441,3177,SONAR-10943 tasks failing with char 0 in message finish normally,6c0e093471839efee746e3b6f7e1304e9a5e3789,42d8c59b9e8862eb65bae3413dfd1a42940141c9
442,3199,[TRANSPARENCY] Disable default server info collect by SonarSource,8fea84e4d16e93e20930efa3bbea044625071e31,fe0888e971b1d42fb0c7df8034f21f0169921b75
443,3160,SONAR-10474 Confirming all remaining issues in a PR should make it pass the QG,73e39a73e70b97ab0043cf5abc4eddcf68f2ce00,8d1d946e2b75a37e64520632a7e10f0123145b11
444,3184,Corrected typo,a6e127b39f864078041f71552d51767f9bb374a5,e1f95b2763e52f72fbe855f170518a8621679f7e
445,3172,Hardening 6.7,ba3e1b66446e3ea1a33dda2186aca611be3fe9a5,f6c6d70f3be5c29d88648a438d8a9291b6c0c3c9
446,3190,Prepare release 6.7.6,1b7eebef96586cc1758173205b05574c7b2343d1,3bd4d7e699be731ff88db74d1252643d8240a277
447,3185,SONAR-11374 add property to disable file move,51dbbdc923505399a031c9f569766d50d34d781e,5379d2f21d809a8ac20ce7974e8f21cfbfd37b09
448,3170,Updated jackson version to 2.8.11,824c80f0ab2fd9e8e9359e0816575fb80416ec92,7357f3ab343291ed5b2e550415427b2cdb72e1e8
449,1589,Feature/dm/publish files,58307a744f000d184f4cbc11538d49e6fdef9a60,9b8e191a549e9ee2d269e22888b2e11a91711934
450,1572,Publish files rebased,b48ef5e2fc174a391a050a00ed03298e5cc688da,651e6ee54a2a8fe6354b5a478eb8ca4989fc0092
451,1581,SONAR-8649 add organization parameter to api/projects/provisioned,2072b8cf07b2c18c53a7a436df50920294a1f50a,7a1e3ddaf9765e51e48bd1fc454ffb33b0cbde06
452,1593,Fix issues on api/projects WS,7a7bc3f594998a08af666c076d71c774d37160c5,b175d0ec0966792cdeb401196305daa995b22370
453,1595,SONAR-8631 Only publish input files used by sensors,b175d0ec0966792cdeb401196305daa995b22370,9b1ff379bf0fe1787a03fe743394dccc9a4c9eb9
454,1559,Publish files rebased,18fff8503478490169d6ac160cb9df7c085c4d9b,c450df58ac242224332e28f5bab406bb4fd93634
455,1566,SONAR-7305 Improve performances of WS api/measures/search_history,3e43924e631f72a35353525e74530f8e66f22ef3,35485c876e9929e256a953f1fe20e726e5bbc915
456,1564,Upgrade bundled plugins and Elasticsearch,2e4413d7b28913c5a0ede0c43c386e9b3a13aa0d,abc4be67a55975d05d55c2a679fe911adf5142db
457,1590,SONAR-8631 Only publish input files used by sensors,37868d0d6f9c3360695f4ed908854cb2cc0235cb,32b825da0c496208f2ead23096d3c3efe74039c3
458,1573,SONAR-8647 add organization param to api/components/search_projects,c61cf09e06a03410f1d9fe07cd6184e171e30448,975b9c625513e4fb7b050150e3bc323c5ce2d561
459,1585,Improve quality and javadoc,f78f06335e9c6def32e7a4e7bdba897d80eb839d,96bfde91a0006ef4577acd0d35f83745ac7699e5
460,1565,SONAR-8701 Computation of lines measures should use lines from component report,73362b34e1de25ec520eec85780cb6bd0020e210,a80cb861374bb5385ad9bfe50d1ad5928a0dcc58
461,1579,SONAR-8648 add organization parameter to api/components/search,7a1e3ddaf9765e51e48bd1fc454ffb33b0cbde06,1667ff43142ce1dedcf716f62734bf64264349d1
462,1599,SONAR-8694 boost prefix and case sensitive prefix matches in search,3c9ec8364571e24b3031a756d19993c03fb9a846,fa0148358fab8a70cdd3f0b6d69d6baecfded78d
463,1575,SONAR-8694 search refatorings,976e8639cf83e476f46d03db90d12763620091cb,8053ca38f2889c72f1c0d66eaf0f4cb854ed52ab
464,1594,SONAR-8678 fixing multiple word search,035f652e484038bccb86ab89b297266f7883e64a,ed3ed93fb89c23987d666477b675cc90c433cce0
465,1576,Publish files rebased,976e8639cf83e476f46d03db90d12763620091cb,3c0dd8758d56ce8583a3a74c17a181e4cfe5918c
466,1554,SONAR-8675 Drop table resource_index,2e4413d7b28913c5a0ede0c43c386e9b3a13aa0d,7fa243aa909b256346642f39443fdcbea477424c
467,1600,Hardening - Day 3,b6c0f4d314022d1979a6a02c7989cf46fcbf2d3f,6d29fdc8541bef595d92a89d4191979ec24a6012
468,1557,SONAR-7300 Replace key parameter by id,97c0bd12812627f4af8827a0716fe6e786012d5b,a9c56c11f9889888311e1be3a1a100321c3f1ac0
469,1586,SONAR-8386 Fetch all usernames in a single request in preview mode,9c5a262cb54c49a38e76684778454ae9e32b358d,2072b8cf07b2c18c53a7a436df50920294a1f50a
470,1570,SONAR-8676 add ws api/navigation/organization,c61cf09e06a03410f1d9fe07cd6184e171e30448,976e8639cf83e476f46d03db90d12763620091cb
471,1598,(UI) MMF-669 Organization have a dedicated space,f4e4e1f30da63c41701e237f92d55171c7d5b927,c63cb5512bf839ae84c10d409509a92a9fa0943d
472,1553,Fix Quality flaws,ea4563b2077d57220ea77190d537f7cb3c8adf17,232b20bfd06d5e1e2a394e3fea180f0ff078d94f
473,1568,Feature/jl/clean remaining stuff about rails,b48ef5e2fc174a391a050a00ed03298e5cc688da,c61cf09e06a03410f1d9fe07cd6184e171e30448
474,1591,SONAR-8650 add organization parameter to api/projects/ghosts,6d29fdc8541bef595d92a89d4191979ec24a6012,cf76519f25fe0c34c78ad5acaa52d4500f56c976
475,1571,Hardening day 2,7a1e3ddaf9765e51e48bd1fc454ffb33b0cbde06,bb0d3d8743f55650b58cd435d3db3db6afa0bbe5
476,1580,6.3 hardening 2,96bfde91a0006ef4577acd0d35f83745ac7699e5,82d291e0327d14bac525979b952a8a45e68c1104
477,1560,Update assertJ to 3.6.2,a1181bc6b7522486923b1713b3649f157be22f32,234dfeefa584ab70cb8f50a834760945662b809c
478,1592,SONAR-8631 Only publish input files used by sensors,58307a744f000d184f4cbc11538d49e6fdef9a60,9b8e191a549e9ee2d269e22888b2e11a91711934
479,1569,SONAR-6506 Rewrite internal WS api/updatecenter/installed_plugins in …,73362b34e1de25ec520eec85780cb6bd0020e210,b48ef5e2fc174a391a050a00ed03298e5cc688da
480,1552,Add `hasFilename` predicate with caching,a3bced3c0c1452fdc0a9d7de0549664a0c82df4e,dec22066fbf0ca28ec8f13fdca9678cbc747b9db
481,1588,Add SCM to scanner report viewer,37868d0d6f9c3360695f4ed908854cb2cc0235cb,9c5a262cb54c49a38e76684778454ae9e32b358d
482,1555,SONAR-8630 query by filename and ext,c450df58ac242224332e28f5bab406bb4fd93634,53abebb8493ef49cd0858b396330b892f391a342
483,1562,SONAR-8397 Exploring a failed quality condition on rating is not usable,97c0bd12812627f4af8827a0716fe6e786012d5b,f41d3fadfcced3afee2bb8265aa4dfb288992e27
484,1563,SONAR-8444 allow search for components by using CamelCase terms,c61cf09e06a03410f1d9fe07cd6184e171e30448,cf663bcefdf563a393fd891e5229fd51b643f16f
485,1561,Publish files rebased,73362b34e1de25ec520eec85780cb6bd0020e210,c3c4f2cdc9e4abda7c0088ebc0a60c47c2cdbe51
486,1567,SONAR-8690 store default perm templates per organizations,3c0dd8758d56ce8583a3a74c17a181e4cfe5918c,3c5b0543d2f262e3e5c7e21db830b1fb0ad8d8b2
487,1578,"Refactor Elasticsearch types ""authorization""",7a7bc3f594998a08af666c076d71c774d37160c5,10f64c2c67e950dde1a61109a9c4c58ab23377e0
488,1587,SONAR-8713 Add issue type icons to SQ interface,58307a744f000d184f4cbc11538d49e6fdef9a60,e819d9fea45f0e0e5bec386e8c71d08973f490d8
489,1556,"SONAR-8678 allow search for components by multiple, independent words",18fff8503478490169d6ac160cb9df7c085c4d9b,4d85464103bf1d75e43808964d526827a931c890
490,1597,SONAR-8250 Non Ascii characters are not handled properly,a08474177de41d48905b7184f84888cb2209485e,812db3d7c6ed442a4922109996243a63674b94f5
491,1596,fix OrganizationIt,d72c2fe6dcdd585af8b1cdb26e69d5b4a2162478,3c9ec8364571e24b3031a756d19993c03fb9a846
492,1577,Hardening day one,82d291e0327d14bac525979b952a8a45e68c1104,37868d0d6f9c3360695f4ed908854cb2cc0235cb
493,1558,Publish files rebased,eae20d0b93407af371d8600a9e04a5dffd3e0a50,c3bdd14d3d768013937ac03eab00e7c5abfcf4be
494,1584,SONAR-8716 Clean-up org.sonar.server.user.UserSession,75253f80b38dfc106971011e8aacc6ea117b11c4,30f0ba8abac6061d0632ea3b17d42777f0585157
495,1574,Publish files rebased,c61cf09e06a03410f1d9fe07cd6184e171e30448,9a7070dd5e94e99009ddbf45cfd2ca57bebe336a
496,1583,Improve quality and javadoc,f78f06335e9c6def32e7a4e7bdba897d80eb839d,eb11e38ebdbde5b66d48a4ccda1c0d4d1e08024e
497,1551,Clean-up loading of components on server side,ade9f5dd257775ca22e8be0d10a574fce92c80cb,ea4563b2077d57220ea77190d537f7cb3c8adf17
498,1582,Hardening Day One,1667ff43142ce1dedcf716f62734bf64264349d1,58307a744f000d184f4cbc11538d49e6fdef9a60
499,80,Feature/refactoring on IssueQueryService,faa696264a959b883b189975f062189a60fe4de9,a69dc2969a7b5a87b0de149f1cb97e57a71e31a2
500,88,SONAR-6076 Fix directory path on issues directly set on a directory,dc740d716b371cf8e017df0c37ea4d8f45ae0734,82a84f73980555074f4a6a2de93cfd1428e78e13
501,100,SONAR-5596 Purge permission on modules,8640ce8dee1ff1f515d8c8b8564e0c53e5d6b5ec,b2dd4beb0a9656172aa83bb609cebb3b3f19aefb
502,52,issues - add component and project uuids to issues table,f53f363dd137954706245173c6d35680788107c1,9a689cfcba310d98e6b7abf1a5b420fa31359394
503,73,Timezones - Migration of Issues table,2e0239d5170db953f631fa4a443b2025f8d3fe5b,5879a094d888e93a7ee4cbe4ed9d4c0ce0c23ac0
504,92,SONAR-6187 Enhance SQALE model with new characteristics,738f3ce3c9c13ac383f4c6c95342a20eb88d0dca,980563e24cbb629446c7418683c46cfa4a6db83f
505,75,SONAR-5958 Migrate issue filters,46477b4afa2515d8c6e1bddda3191e367d67b52e,2d34b833738ddc86750d058aa11f1ffef75916c8
506,87,SONAR-6147 Update message when resolution was empty,f7f1203ed3d3183df8802357f7815e248ea6b1a2,0b25cac89ed71c37bea0d76866ddedf12c5dfdf5
507,78,SONAR-5183 timezones - semaphores migration,e50ceb6ff967aed44048295380deff968588479e,398fd6721569580d553d7e296775cdb9fec48a10
508,56,5912 delete component ids from the issues table,31726f323323e836263ded4deaee50ffe320f4d5,341bc8ebd3e02f48206546d18355f3e92f53ddf5
509,51,"SONAR-5960 ES request fails if author is empty ("""")",ffb54680e0aba4ec146302081baade598a512239,065ba41ebea176e896a8f7c8b7e669ae2043b468
510,91,feature/logging,1c79f1bbc2dcaa00ce6a940957e09fc824645215,2d28a73346abf981fe5b7add3ead8212eadcdca1
511,62,SONAR-5953 Fall back to backwards compatible API for issues search WS,e70d25094c45c39b7435ee9ad1acbc5359115b1a,18e425457af88051bccb1a19a1dc8702e43dbcf8
512,72,SONAR-5183 timezones - fix timemachine ruby code,a88cc08c8f43f849912825c46df44fa1ba37364b,ad9cef7173bdde59d2b4adb7eb666dbd9dba9c18
513,69,Stop storing distribution of issue-related measures by rule,6688b71046ea377ce6974af71bdfa97f7a3df8ff,b4029097e8ac3673baccacc59bc9aa3b84c9ad66
514,58,Use protocol buffers for format of batch output report ,74bf7e0361660cc852b4516818964bee870063d9,340a49ac3a0723a4a950b9f329b4cf2b0e67dd37
515,57,"SONAR-6096 When a new issue is at file level, automatically assign it to the latest committer",31726f323323e836263ded4deaee50ffe320f4d5,e05fdc65dde4f84647aef70c982a3a9538cd50e1
516,85,SONAR-6110 Drop support files for Linux PPC 64,bd4b14c25abce830d074b4d302cf5b3bda1b1a08,e876fb13a14f70ee0901fa609a5efd8878ae2949
517,55,Keep compatibility with issue-assign and cockpit plugins,1340ee7da7a1688ebb059812504e117d041e0124,4fd68573a0b899a0c7cb2907396436d2abb8bf34
518,66,feature/server/tomcat_settings,94e710210a75da9354fe7c1e93ed69d1ca96971c,a0a686ff69444550ed667afe0a80c3680cdfaa47
519,82,SONAR-5183 timezones - project_measures and manual_measures migrations,faa696264a959b883b189975f062189a60fe4de9,6136a7a313d5253ee6443eff52d602bac022ad14
520,96,SONAR-5885 Fix mapping of htmlDesc attribute to fetch correct fields in ES,e851b2631ee9c78c0cfb32d8ab12062176a4ea82,737f056055326ba3b6cc4483de65d2804f112d94
521,70,SONAR-6137 Show distribution of issues by creation date,967e8c20f41b91f73d8e684c64e41e2246e30e13,e09c24e9f1ff24841c09ddbfe5e91b625e3dbe8f
522,53,SONAR-6083 Server OutOfMemory error with preview analysis mode,cbe291b6aff0884c2dfe1ce2ac38ef0a8222092c,ea467d04b90d716d2960cc155c71533e05da1bfc
523,86,SONAR-6163 - timezones - events migration,1af0c2e7482eaa4912a1c9aef1f98cfb1c3c10f4,1f5a84ff501e6404a7a2a89c166dde0ba46bceb2
524,59,SONAR-6087 Purge removed Views and Sub-Views Index on each Views analysis,2393ec0e2aeb25b66628644c9f2493ea09732115,704561375da899f6248af4c5076b841cffd76fd4
525,98,Fix issue date filters,6577fa3914afc7274a6258f9c3975f2cf12a88ff,87d444ab3bf860db5d39843d689ff9d330c18384
526,54,SONAR-5906 log warning when multiple users share the same SCM account,cbe291b6aff0884c2dfe1ce2ac38ef0a8222092c,35b757b7bfe3cc021ab2ee7b1248792ae2b43108
527,60,SONAR-6113-notifications,69991e63dbf10256359bf4f4427437ec1aafbb15,87f8c92d11cfa871a80d8b4a0810723cef7c8642
528,71,SONAR-6089 Allow to search Issues by Views / Sub-Views,967e8c20f41b91f73d8e684c64e41e2246e30e13,95792da347fe32bc9c62c1fe394e8bc5d78626fd
529,76,SONAR-5960 remove CSV from db USERS.SCM_ACCOUNTS,605a62f9e0342e63b55b50e76db3260dee1ef748,fe62603ef83b6ba8371a0a4fc17e10017e364c4e
530,81,SONAR-6156 The search of projects on contextualized Issues page should support views,e82eb1c5db9efdc46af6d8f4ebf15d6a1cc2e888,556ba8154b2c6406b15cd4357cc74a06f3094e3a
531,65,SONAR-6034 Add filter on authors and developers,e90613bd85aa0aabdc6d713005f9379485db6525,a0497cb9c060c22fefd1ea044ae6b245f1cb5b5c
532,94,SONAR-5711 Validate custom rule parameters at creation,5c0bed5b1d043e2a085817351a4e22505c14d133,52ece74907af78711eab00a9ba7fdd0099722ed2
533,83,Enable parallel execution of web tests,65b0ec4e41f05e9ebf7796d4688cf778f7a14dd9,a88197f54ddbf9b0e7e3e40db9cfe465b43792ce
534,67,Snapshot migration from timestamp to long,67d215ac9c43b048885d072e12de759855e4b80a,070c3e240aec5697ef7e715fc18bacdb14fce9ef
535,89,Speed-up build,94c01944ba8e03b3206ace25853e84094cbacfda,d36db3ef02f80b6814582c3aec48d15d9a56ff12
536,77,SONAR-5183 - timezones - fix timemachine widget on oracle,27353b982fc020e83140326ddc6c6c99fe89dc7c,eb1c4e9fd43cdf253b9eefa75755a7bebd0347c2
537,63,Enhanced Tomcat,639ab0ae52d143cf8b8b82c009c95e69ed2d40d7,a0a686ff69444550ed667afe0a80c3680cdfaa47
538,61,SONAR-6089 Allow to search Issues by Views / Sub-Views,2393ec0e2aeb25b66628644c9f2493ea09732115,26f27ec9dbe94bce667c43be27ef6bc04def315b
539,74,SONAR-6152 Customize look&feel with new logo,8b0cc9949843d3f50d5ff46493324b890b951063,6c568ed13c714de195de28defd90f891d88cc44e
540,68,SONAR-5946 SONAR-6027 better handling of ajax errors,44097955b6c78035c5190af257ee9f36914ea478,1165e53e494a06ff39eee1d4a716ef170caa2276
541,95,"SONAR-6009 Each time the batch call the project referentials WS, a E/S query is executed for each rule",53370037d059598f10423a1576e6881a20b30f04,5c0bed5b1d043e2a085817351a4e22505c14d133
542,64,SONAR-6074 Add an ability to filter issues by view,e90613bd85aa0aabdc6d713005f9379485db6525,5d4d876737fe0a4055a59516bd534cab12b834e5
543,79,Refactoring on IssueQueryService,e1104eb967ad973c40ac2ae7f50732aaef0cc734,176f35ceeb17a101196377970a7650455f3fca78
544,90,"Enhance profiling of ""delete by query"" and ""bulk"" ES requests",fc5147e96b64256906e27ae61fb97d424b0f915d,2dcf01237ef801741888b06987a28711ff026e5b
545,93,SONAR-6187 Enhance SQALE model with new characteristics,fc5fe8598dd017670933ed3025df7d2a92daa33c,fb767a2195acfe7dc35196dff7d8bd6090adaa13
546,84,SONAR-6130 fix deadlock during purge,07b202887f3bdf2242a37c99d3f5cda85c7e2300,9b6a8ecd0475b2f4035ce29c04387b7fff9970b6
547,99,5.0 custom,53bb31e599534ccf81a757ff30cbf79bd52bb3f8,4dce7d18f95ac532a719871bfeb46ed6d3ff3cd4
548,97,SONAR-5659 Issues link parameters disappear when fail to log,8640ce8dee1ff1f515d8c8b8564e0c53e5d6b5ec,06a72d20b00789c078711a3f13baf7d5d44ad52c
549,252,SONAR-6428 WS to get component navigation information,0715bf8dce861a7b6b95b62014f1bec9972e08a6,924081892b04a04f4dd122373942872cbe8be0fb
550,275,SONAR-6365 consistent properties for plugin in JSON response,8e4c824e40c5e219420fea606f4d316bae1e44cb,85d04f60de0d293d4d2070db0725af2ea52f7b16
551,256,SONAR-6385 add WS to list SonarQube upgrades,034963b2898a47e0be1c70bcfa2c5eb71ce85546,8e79968cc14d6a8da45feaa8cdef277b8f357663
552,251,SONAR-6382 updating plugin is restricted to system admins,90b35f7f5bac21694adfee6333aa7851ec074c7e,a8b269dd8871989fab41659aa1a199bda3743bcb
553,254,SONAR-6429 WS to support settings navigation,30e34a064dad8df08fcb72cfd25310ee7e95fc5e,0d5306a89afda6a6eed06df78c3f732d247a86d6
554,287,SONAR-6469 New Java WS to deactivate a user,dc67dc379f36760141f5e155cfd30fcb5aafd194,dc67dc379f36760141f5e155cfd30fcb5aafd194
555,274,index tests - SONAR-6255,5f8261fcc72252da211a3d728738cbd1a2d8f319,1f8b872cd61e6a7e920f1ca974affb46d474767e
556,292,Refactor management of plugin classloaders,cba928d505985972e13c8e895b490a52702af925,65804fb86993e7db3fa946625cec423c3603595c
557,288,SONAR-6365 add java ws system status,93226c3a8f2b8ad7837e5c9784385cefdbbdf36d,2e42d82b6033763f1d7bd410cd13f6c65b2cb094
558,268,SONAR-6458 Create FileDependencyDao to insert and select file dependencies,32689ef0891d1bc4fafbaa5ea6482e703b29204b,15dde419b65891f606727f521a9aee8c98734709
559,265,SONAR-6466 Refactor create/update methods out of UserService into UserUpdater,1135b8b3af4968b92a85d8d32e48a95db1c1abfd,c75523423eda0aa273bab5c7044da40116b0a8b3
560,270,"SONAR-6383 leave only key,name,version in JSON response",a0014d9bdd2e874bb74a26035b0fa5e473506769,be0d7433490a2e49386bde2f15689598c584b209
561,253,SONAR-6379 fix response to display many updates per plugin,3a1215b87a8e1192aeb62bc9697ba8e8520ab18c,440b18c6d48e315422da0357e8baedfe193c6a69
562,264,SONAR-6453 Add uuid columns in the dependencies table,3249196c0212a4cad44be8e5bdebfc261ce956f6,a0014d9bdd2e874bb74a26035b0fa5e473506769
563,297,SONAR-6470 New Java WS to show a user's groups,9f00b012083366ee512cdeaf4da2e58d148dddde,4a005d3468452fed0a17dfb7968cfb7aebed33f7
564,277,SONAR-6464 Performance issue in project repository WS for project with many files,5f8261fcc72252da211a3d728738cbd1a2d8f319,d7f1c13857b40a0d128492bbf44b6fb4af5b08c9
565,299,make UserSession non static,ed48e4f187504948ada7fc9ec39de85d1a37a6a9,0d46d49aa3494e2fecbd1979bbb1bdb3ef7452f4
566,285,Various XSS fixes (2),c220f3d127b0c245b61682f4f6a661a3a846e396,001dda2ada7944fb1a887c7494d66fa0f650fcfc
567,276,New Java WS to search users,92860747be8cbf03f57c42ca3774f0ff732acf98,c33ac9afe453442a2852ca0af1145b9b9b61baa2
568,272,PO feedback on navigation WS,d11386b5a2b4223ee5038db9bf8fc7effbf29185,9b235dda465394be414f0e7e52094b930ccad175
569,296,Compute DSM measures,079a8179040931d2589b7d9b233ca9ed949437e2,898c2f82594febb97644ce41b5c1c20a993b6d22
570,255,add updatecenter timestamp to plugins ws responses,0493aabeb154afe360f229418f79384016e33ff2,0493aabeb154afe360f229418f79384016e33ff2
571,295,SONAR-6537 Add HTTP security headers,3aac5f8c828f3b91c559369d3927b53a03d2e240,361e389f1bb3d0b163d01d245d553e6d05b3357f
572,280,SONAR-6457 Feed dependencies in batch report,39707810c59036f0ff64ded7ff50044f4906d23a,cc8d5ba68470e7341a3d08809b9f0140e0b36253
573,283,fix deprecated calls,c220f3d127b0c245b61682f4f6a661a3a846e396,ebfeb0cb49b0f47efd3dfb9bd7e1bad04bf99349
574,294,add top 5 rules on 'New Issues' and 'My New Issues' notifications - SONAR-6045,1e3b41784b45f293bbdc62624b120b42e3b7f94b,2727c6cdebe9652c95ddd620c0135da24c8347e9
575,279,User modification Web Services,223cca42ca4f24a6d5790077eb0e638d421276f4,223cca42ca4f24a6d5790077eb0e638d421276f4
576,284,fonts should return a valid mime type,c220f3d127b0c245b61682f4f6a661a3a846e396,ef3412af600c42003a42304cfe2adf3267b24957
577,267,add release description and changeLogUrl in JSON response of /plugins/updates,7ac1df3b6a1ad251bfd6405b4674de15b7fed02e,bad2f30480a29c638ab191356547616b9bfba391
578,281,implement security headers,c220f3d127b0c245b61682f4f6a661a3a846e396,005500e349f2d8ed0cdac3b4236eaf0fb26ebf32
579,261,SONAR-3821 Drop any Maven dependency,0e5412907b35e20b41930d7fec09199ac990548d,5dd7b6e298dde08601a09a5acc11e215961a6c63
580,286,New batch oriented protobuf WS to get a list of users,9b235dda465394be414f0e7e52094b930ccad175,20395938652f7439f9e5c0f1eb2687800658b42d
581,271,SONAR-6385 remove plugin description from JSON response,a0014d9bdd2e874bb74a26035b0fa5e473506769,cde7179ff6faab5077f29d344114a7b83c48eff7
582,257,SONAR-6493 java.lang.NullPointerException in the PopulateProjectsUuidColumns migration,4e14448de2bd354b761c5abc73115efe72e2fa47,7a566d27f8305f73bfeac6fbcbcdc7eb03ce54a8
583,266,SONAR-6377 apply po feedback,d241928142bfb2d83cc748876936af044cda9241,7ac1df3b6a1ad251bfd6405b4674de15b7fed02e
584,291,feature/fix_mssql_role,543e5a352f60add1eeef61ad3c4dba7ce826bdb6,f0d72ab12bda27a060554042db2d09b3e672a823
585,258,SONAR-6430 add plugin source revision to JSON response,8e79968cc14d6a8da45feaa8cdef277b8f357663,65d4574e420483ae06fed9d9a3af82ce2bd0b344
586,293,Restore partial support of RuleQuery in RuleFinder to fix issue with Gro...,dc67dc379f36760141f5e155cfd30fcb5aafd194,04805fcc6888fe290f36095e1f3caa2e588775d3
587,263,SONAR-6428 Use default project dashboards when user has no specific config,bb2e1ad73e60e2fa90d979db04243826703b3257,bb2e1ad73e60e2fa90d979db04243826703b3257
588,269,SONAR-6376 SONAR-6383 remove artifact from JSON response,bad2f30480a29c638ab191356547616b9bfba391,1135b8b3af4968b92a85d8d32e48a95db1c1abfd
589,290,update WS to rely on new tests - SONAR-6255,2727c6cdebe9652c95ddd620c0135da24c8347e9,9f00b012083366ee512cdeaf4da2e58d148dddde
590,289,SONAR-6522 Consume batch/users WS to populate JSON report,c53897cce6c23efeccaf4b1bbef72700fe25cd3b,3e2f029ae23606da92ce0d13c9fd97b49d1556e1
591,282,CSRF implementaiton,c220f3d127b0c245b61682f4f6a661a3a846e396,ba00b7e41c197dc0f6105836d3d9624433b2f9fe
592,278,Cleanup batch side from specific code for devcockpit and views,9ea26061ad812561def023b5c59215513ec8c5dd,397225c8cfecefa3029120e7e8a14bda7b66338c
593,300,Drop task concept and batch cleanup,414eb482af8fdf1ce777bea8befc1ba093632f00,ca6c7c6b40f94d2c336c99b1a7a11d031777dff4
594,259,SONAR-6427 Use default dashboards when user has no specific configuration,5a94ef9310cb7049170563d919b900a95c9059f4,49938f7c972dea120bfc1290747413071342dc25
595,273,index tests - SONAR-6255,32689ef0891d1bc4fafbaa5ea6482e703b29204b,28e8eb89987f2ed25a8ff3861a12126e4e7db36c
596,260,SONAR-6278 Feed tests in compute report,0d5306a89afda6a6eed06df78c3f732d247a86d6,2f2eea3fa99f2148171885fb85561b83a7e4e052
597,298,WS api/projects/provisioned - SONAR-6526,712a36ad76cb5b76252168a06528cf8324b82938,9f3a9dd2768ecf93c074a1d4020752be76a3a583
598,262,SONAR-6427 Add root qualifiers in global nav WS,6eed1c01fbe0fbb178bd4030253b153180058102,58b2d6ae46ba1d7a25507cb4866be855b07e9366
599,1392,SONAR-8298 Ability to configure timeout of web sessions,255c1cfe5b994d84a50054727a6f901093a1e037,d2b8cd406f4aee97f08bcef0ac6431e6d6e4a5b5
600,1387,SONAR-8335 log property per jvm,640a441d745476008b20006140c4d3b0e88d06b0,d8ab0e315ef875f4d3b37755fc55bab7ba4afa76
601,1375,"SONAR-8374 Make the ""Me"" option more visible on the ""Issues"" page",fb5f72ba3bbe0f26004e1ff941dadb82d83247e4,e12022a5cd3d424f447b4828f8a133d3b90015d7
602,1354,SONAR-6912 Prevent locking out administrator,f0774ea5179b30cb9cae1a3ce9e9c72eb7154156,2d51f0c5ef62e78b7910fea1aa20e82f7d8989b2
603,1382,Hardening Teryk - Monday,513c88cf9eabec3ba2359f642350458fe6dd654c,387eec46dbf1ecf3fd0bfc37e156b1475bf5546d
604,1393,Wednesday Hardening,78f4c40772869e8864699e7fa49ce52b50e322e0,ce59355081e759025cd0426ac8e315c603c2272b
605,1369,SONAR-8349 webhooks,bb6cf5986337960db99e1fd7b7da3e691a305dbd,2337c82bd6e68fa676ce141e9d9e5115d326f510
606,1389,SONAR-8332 support sq safe mode + add ID to request to be used in access log,e98b92e57756d806164e41720f7bdea56167723b,4a70f34b373f454367f1a2139b306470dcc012d2
607,1373,"SONAR-8381 Remove page displaying all projects, views, developers",d23cb6ddfee1c0e88f85696b200ae90e4ac5b5db,604599bf43de2978943a7da858e3879f7f0f3cde
608,1394,SONAR-8336 add properties to control sql logs,640a441d745476008b20006140c4d3b0e88d06b0,c7d276b4803f4767fb858b8394205b639294c697
609,1395,SONAR-8337 add propertes for es logs,640a441d745476008b20006140c4d3b0e88d06b0,164318cf95b1113bad8ed7d90558256050626f58
610,1397,SONAR-8383 download all log files from System Info page,5d9f45a6a15023c695ddb3622be5e44b8d31c10e,bb6bc6c16530cafb950938f41a1438fa353845ee
611,1384,SONAR-8339 drop access_log-like log debug line in Web server,255c1cfe5b994d84a50054727a6f901093a1e037,69bec127118635666bcbca237aafe0772a8172d2
612,1391,SONAR-6912 do not deactivate last organization administrator,255c1cfe5b994d84a50054727a6f901093a1e037,9bf1534f6e0aed122d4eda6f1987c9c8225998c2
613,1396,SONAR-8338 add properties to control log level of JMX related loggers,640a441d745476008b20006140c4d3b0e88d06b0,9ceb0655c29812b8d11d764c2eaeccdb0a204306
614,1353,drop global dashboards and measures from ui,8a806eaa8871b70543c6846a1220bd63d7854495,6fa036d61720b35a17dfd766110c2be2720d3331
615,1361,SONAR-8172 make all arguments of api/organizations/update optional,cbce11b666ab221d1c2da35ef5082e18bf8fd573,45263c1f360bab9655af84ede3df0cb1fc775e6c
616,1380,Decrease complexity when using Protobuf builders,129d630f52bd531f070969d806166f8c70593751,0eb4c666297e6ede218d7a901b410c0f398e3856
617,1368,SONAR-8361 WS api/components/search_projects return isFavorite,2586dc9ca82d74cdde72c183298b8ba76fc18d91,aee1bfc4506dbdc39a31c704a359d4edb6365a16
