,pr_number,title,base_sha,head_sha
1799,1409,SONAR-8426 Redirect account/issues/xxx links to the global Issues page,ee2a7584861919027e927bf6a9fee3aea192f601,5904e04d84fca903e0d6bc3a6fb17c074cea9b15
1800,1420,SONAR-8449 Return some common settings in api/navigation/global,26672e01d17719e01198d6c0f5bcb17d0898341d,b2ec2ab9034b1bdfaa770922d5493c18524a9b51
1801,1434,SONAR-8442 do not do a select to keep ce_activity.is_key up to date,1661af9829debccb3ccc3ef449f9b2e7df128cbb,af4e544bb6bc2572ddcc37c8597c34b6dd5a35b0
1802,1427,SONAR-8415 Low max memory of main process can lead to OOM in log Gobbler,6cff54209509a9640dc6d0409a718c2d655c2950,0ea95843a2df0379191efbab1f6d18b835ad5ec1
1803,1441,SONAR-8465 Create WS api/project_analyses/delete_event,e32724b8cb16b512a9564a9d67c5fca0e8ba66b2,637a056d414b8b93ccf82eae0ba3b303fa25675a
1804,1448,Fix version of SonarQube used in QA,977242ca23b3ac74ef6fdb08d6e65a1a54b65159,b102d2932e1de835646b0d88dfa3f826dde4b9b5
1805,1413,MMF-579 Automate the release process of SonarQube,e12f240303a57ca726860ab3ce3d03b1bf8d5b5a,346e614eb4c14c8f963d32a2b693695986143821
1806,1406,stas for 6.3,c79a9deb28cfa8ba141e3b3b342177256520a69c,98b1eea4c01341d35983e9bc2ddbef73573b9c09
1807,1421,SONAR-8421 fix ConcurrentModificationException,5eed3e27357aefe61dd989d058ebcb6127ae7cf7,9eebecd84d86c76ea513afc0e50573516c6731b8
1808,1435,SONAR-8464 Create WS api/project_analyses/create_event,2f2b6fd1d3a3674d2864c1927e902d043f6e44ca,fbb33db724f16444ac882a4ffe88d15e8ff39837
1809,1414,Speed-up drop of table on Oracle,f60d01c24900ec92daf546ebdcc582305475c909,171ad54d52ddb630e49dc6a37d2a5667300d878f
1810,1428,SONAR-8461 SONAR-8462 vulnerabilities in WS api/rules/repositories and api/languages/list,9eebecd84d86c76ea513afc0e50573516c6731b8,1ee088e1c2425f3295369e218ec9a489fef7eae7
1811,1442,SONAR-8464 Allow events name and category to be null,637a056d414b8b93ccf82eae0ba3b303fa25675a,821b2de67a214807397ccd360659fe6e3d56363a
1812,1449,refactor SearchView to remove $ and _ dependencies,15d4611e619fe343810f5ff5f67e58c8e0b3e3d0,2d009ad941f8c8aaa21396ea18e84633c81daa8d
1813,1440,SONAR-8505 Implement smooth transition between pages,fb9dd756d3e18058e13384b4119e220d3ae1a43d,fa04e9d6b1eec081fe06ce3a7c7fa3b8e86de476
1814,1410,SONAR-8416 add log (INFO) on successful/failed log in and log out,b0c8ab6635441913b49d27625515e51463e8967d,b750c6ec81a322fd1c61fff73cfa9f42cbfae84f
1815,1422,SONAR-8449 Return some common settings in api/navigation/global,23523a9122a11a6aa6c12f94bc09a7adc4b30a38,1ccb7418b25b0d1decc0971c8ac6452653957622
1816,1436,SONAR-8465 Create WS api/project_analyses/delete_event,fbb33db724f16444ac882a4ffe88d15e8ff39837,9adc52b9e2d1872cbfe121d1f81707af74f7d255
1817,1415,6.2-RC2 tickets,8578fb03dc34d704b2cb2b361f55b3d472d40d87,3383b0f376ddbfc348ecedc6fefc72adba929286
1818,1401,SONAR-8363 Mark just created projects as favorite when there's a project creator permission,a8fa19a4065443dc3aee7fad766229e207c1d506,75f33409de08a80bd46749b2fa0958bab6bd3bbe
1819,1429,build: generate empty sources and javadoc jars for shaded artifact to comply with maven central deploy,fbb33db724f16444ac882a4ffe88d15e8ff39837,44cb973aa78feffbb7f283b00e8e55b1171c61d9
1820,1433,SONAR-8506 prepare refactoring of Ruby migrations,74c5ca3839bc61535a68d8eb7f89015c6f653b43,3f80d5bd9ba989cfb0076c993f69c8d7aca95a1a
1821,1443,SONAR-8522 Support custom SSLSocketFactory and TrustManager,0c94c4806ef2c3e918a8da52337d0d838b299459,546ca86ea7e9a0760d5e1a266e14aa5c5f92bc5c
1822,1450,fixes after ruby removal,aed4140165da7195ebf82f6149603be31a3ac198,59dbee5525f67c5102d540ed47ea37d762936b86
1823,1407,GOV-165 Stop computing ratings for views in SonarQube,5f5e27f4b3dc77bca19d16a546a3dbad3a152a61,32b2fe0570c8f7adba76850f6d44ab230b8b13f5
1824,1423,SONAR-8422 add migration log in sonar.log,9b55dfb4c834e56c248c4fd4e62e3347553f08f3,669377bdd3398ffb5f415f61ff5ba3c734ab7c3e
1825,1437,SONAR-8387 Backport fix of SSF-51 Item #1,d5845a78320a4be270dca8720bb43c263006c5e2,3df1d09a5e11c1316b13169b00ecf8b5d0f7ed77
1826,1416,SONAR-8436 SONAR-8437 fix vulnerabilities in ES facets,3383b0f376ddbfc348ecedc6fefc72adba929286,16e025890fbcf205ddeaf74c6f88d6e6d08841dc
1827,1430,SONAR-8464 Create WS api/project_analyses/add_event,a7b89319baa0c7fa8b2832fe80839990844cef26,74c5ca3839bc61535a68d8eb7f89015c6f653b43
1828,1444,SONAR-7291 Drop WS api/issues/transitions,94e185cd0e0a5f0da375890aa972a3ae21f52e23,a3e7b997a51db49a83447c224e3c9ddf8251cdc9
1829,1404,SONAR-8332 fix missing SQ HTTP request ID from Web logs (again :(),6e9034843b237d891ff4099aab9437592056a9bf,00493255020be076e3e8b77622d689d60ffcec72
1830,1411,SONAR-8382 apply feedback on about page,ee2a7584861919027e927bf6a9fee3aea192f601,0a645da7c149ca7a2f61f44f215d3eeb35d009db
1831,1424,SONAR-7774 Create /api/authentication/logout WS,d753886eb88d763b78c7431746d8c91e89937070,1b181d06e75aaebc188155ab60888bb6ba98226c
1832,1438,drop unused ruby views and controllers,fbb33db724f16444ac882a4ffe88d15e8ff39837,e18431c6b60456d2cb105a81696fc83d574a0f90
1833,1417,MMF-401 Benefit from fully JavaScript web application,5385678c777ec0d5a5df81188a29418d7799f293,4b37b474e36dd05a219c3d9263127d2a2143d83a
1834,1431,SONAR-8332 fix broken thread-safety of UUID generation,1661af9829debccb3ccc3ef449f9b2e7df128cbb,aea44b9d8f223e201b5a4a2f0d85206880e76de5
1835,1445,SONAR-8445 run DB migrations in Java,787f0f12659ba158028a7a4b5643210852fd4673,29a6bbb83d1ce281018c952b8e51b4517b4ac67f
1836,1447,refactor component navigation,f768ac909e373886bb7e3734ae785d25d8507308,6d6f7bb07fbdae7af938804ac5b2b7e34ccd8438
1837,1408,Drop usage of the Selenese implementation provided by Orchestrator,c79a9deb28cfa8ba141e3b3b342177256520a69c,a12065efe9a98ac0857ceba6aafbe3fc28d8ba28
1838,1425,merge 5.6 into 6.2,6cff54209509a9640dc6d0409a718c2d655c2950,a053adade0af992d7de0022d49e226c1c6dcfd72
1839,1439,SONAR-5471 manage db indices in Java,5a5cd2afb8ee74b5c347319e98456e485e0aaf88,4b3b1cd67e9a6b70ae2daa501f2594c311c7253a
1840,1402,SONAR-7959 Remove ppc64 arch from wrapper,19603682674ec85cb89641831509ef03e0704eda,f3273dc612210518d503b773ce8528b9094e3312
1841,1418,SONAR-8335 fix changing log level through WS,b38069ecab3b9ba05a94469bb8bc515a49bd2405,11564671da764c89a6e2246974c45f3bbbd9a316
1842,1432,SONAR-8450 Add some information in api/navigation/component,74c5ca3839bc61535a68d8eb7f89015c6f653b43,79a8e50ccd27c442e35a757bca181d783e99b1ba
1843,1446,SONAR-8466 Create WS api/project_analyses/update_event,ca3269cbb334dd33916802af217c5a0a88fe67ba,5686fcc7cc310e5603c4620d74e8cf679a38eeb2
1844,1403,Improve start script,6d15151506a99d3849009a9f74717b2ca2790c08,72ad9ae59ff2a91fa1ca92a4f28084006ddc148e
1845,1412,SONAR-8089 Add missing condition on snapshots.islast=true,d1a7a0173da71f1ee40e2b3cc74396fe7747b4c8,8578fb03dc34d704b2cb2b361f55b3d472d40d87
1846,1405,"Revert ""SONAR-6996 Replace the issue key by the file name in the 'issue changed' notification""",e94cf46b100e46be2f6cd50b8176bbad3b377135,7999f7c91097102c8abeb7bdd4506b7b0c770b12
1847,1426,SONAR-8454 Background task failure on project kee unicity violation after SQ 5.6 upgrade,46dc0f0590c60abfe479c95f17f11b552ad070a9,c2acafee36d2dbf51e5ab244a7d6f48a01c62243
1848,1419,restore ROOT WS disabled for 6.2 release,f89255d3255e43f37457c12fcdbd4c851b69f71f,23523a9122a11a6aa6c12f94bc09a7adc4b30a38
1849,303,Replace Rails api/users/search with Java implementation,3cc93206c68a2c8fd37dec04698724bf5f845331,96be0cb38eed9f487042910ee2b1f0bfa73cf5a3
1850,321,SONAR-6567 disable extension point NotificationDispatcher in batch,850d73923682ad77069c8c4251ca3674ff90c86e,6073ad605d5882b51b4a40c8b4ef10e650ac2ba1
1851,310,WS api/projects/ghosts to list the ghost projects,4b1e4e5a1e9192105158a4f309e731247ee040bb,5b0e47e7f845ea348bac95f0697b4efb5845b543
1852,318,SONAR-6259 Move components persistence from batch to Compute Engine,303f3f29a59629ea5644043fae2e01ec57656fab,db30e4ece39c2dfd0c41b4d9eb612d5b494afd18
1853,347,Reuse the same object to write issues across Web Services,42c8a155eccbabdab673d8ae496ed3c615d34147,5e0bd56399bd6a1cd481dfb3d5a3ba4779643e28
1854,350,Isolation of plugin classloaders,b1a02efd650918249cd828bd19f4ebf2118d8a79,60098df151efa8203affe6ba047a6ea32947d4f0
1855,326,SONAR-6472 New WS to create user groups,55e60bba3b96421c1a2071618343e8211a47b0b7,57875ee263b029fff636a0cb9d6587c6a9841376
1856,340,SONAR-6586 Fix user login length check,44e7ca131970744ed1b667048a895bb622804196,44e7ca131970744ed1b667048a895bb622804196
1857,330,SONAR-6578 WS api/metrics/types list all metric types available,4f185c32600ace13c281243d17a591fd90c69081,47a0226e8e3032cf9e9777a12cda89bef63bc854
1858,319,New WS to search for user groups,6d3dfbc0ec43edcb6b8d37ca822641c9865297b8,23014c2c951d96611eb5f7ca9d19f49bbf6351e3
1859,337,Drop L10n english plugin,9e375e7f37ec5342357a421157774aa21a470aa5,6c6439725442fc4ae21d5715f95e3525e1724e01
1860,331,Remove projectKey and projectSettings from ComputationContext,b24b0f142fd8b43e3c5ee7fefbcfae16e354d319,f5704c2461e720c2ef8c6f514d27b7caaed09a65
1861,346,Refactor groups page,5a7d4bba178d6705f652a4dc6e9f757b098c7932,8ab0ef45e6b300334be8b8e6c9c27fed9b0d7224
1862,327,SONAR-6581 Refactor provisioning page,15672574f33437c01932c234ce18a1085343ecf7,7d1c87f025ee1271947ad53f8a7ab581194f5a82
1863,338,SONAR-6259 Validate project,528993fd651a0d046456a1dbec69f408f8676a9b,a8e2ff5ad049dc21a9922dca08ef3c2825605c1b
1864,348,"Cache of component ids do not contains anymore key and uuid, use TreeRootHolder to get them",7be0e5c0c17eba998061c5bae8bda85aeac7fdb6,08f807ca759212e6f6b2c05063bc2d32e5383615
1865,317,SONAR-6565 refactor users page,93afcd63599ffaf431ec7cc9d513cc175db97324,20b9038a1f69734a4f0e2ee89be7297ac3c37da2
1866,302,Fix l10n of dashboard titles,fe9ef10d418a4ae443c3ef2f3a7178faa86c609f,15f9f2dddae4ed633a399ef905e03a337bdff879
1867,325,WS api/metrics/list list metrics - SONAR-6570,958529665bd6e47b0f0cc43e4a73a3d8ca0f72f4,22a324f1513e5a6c476da42f980c0beef247324e
1868,342,refacto ce step 2,dec0e493a6d626f26c470df316630f2a7058ef46,5ebde72ebc8931ce45551540a6baf2658d731cbd
1869,339,New Web Services to manage group/user associations,b4aaf8a775f69dd5f1fe1cbc0499f10057f5bf1e,b4aaf8a775f69dd5f1fe1cbc0499f10057f5bf1e
1870,341,SONAR-6259 Grant project permission on the compute engine,398dd7329e025be2c72cca994ae43f834a4ec407,95d5833985ba0755053fd9408e0a7aeda010b8d9
1871,301,Fix issue bulk change modal permission check,52f34d90b5c307c1cb73cc75b9f6ff18f0568405,52f34d90b5c307c1cb73cc75b9f6ff18f0568405
1872,308,add component module concept,b691c1bfbbc7f0d398e46d7377bae26c5ad1725f,88fa8664055fd03279506f08f786a291ec15e0fb
1873,329,SONAR-6576 WS api/metrics/domains list all the available metric domains available,47a0226e8e3032cf9e9777a12cda89bef63bc854,98c512893e4c70f65bfe954219e8752919e63c31
1874,333,Fixed typo,b24b0f142fd8b43e3c5ee7fefbcfae16e354d319,b57ee37dd982fd4acdf550d8ceda9af45e516a91
1875,307,refactor ServerComponents into multiple ComponentLevel classes,419f034f1317d0a987ff26cd97a9af1fa5046931,b691c1bfbbc7f0d398e46d7377bae26c5ad1725f
1876,323,SONAR-6259 Do not assume that project exists at the begin of the compute engine,0a4d5f75f078abd6c6d8d4a58d0b4efc8c5cd512,abb3b3611c0fb9fb092847b69052a8f7e2635362
1877,332,Remove transitive dependencies from sonar-plugin-api,b4d6096122c9a76d29f221fe50b71848b2d23605,ed06fd0c8d1f2797de9026b0a5d24fe8d1dd5c76
1878,306,adds a medium test for plugins webservices,77e67e76f88a18833a44463a4a3ce4ef2458f332,d356b785defb5bb431422c13a9adc2fbbc57cb95
1879,320,PO feedback on users WS,303f3f29a59629ea5644043fae2e01ec57656fab,2b98bc84e646806b809fa1095b69550cfce1d78e
1880,322,Add project name in compute report queue,e009561a5e3210480c7bef0ee20cebbc83d531bc,0a4d5f75f078abd6c6d8d4a58d0b4efc8c5cd512
1881,328,SONAR-6474 New WS to delete a group,15672574f33437c01932c234ce18a1085343ecf7,905417958c67feb8b7a6e7a61d5abb0178903cc7
1882,345,Refactor WS selection mode for users and groups,0e5412907b35e20b41930d7fec09199ac990548d,cf6e592d4967864c8a7f1ed8a0676ab1add70748
1883,336,refacto ce step 1,0cc7aa3e7a4f3e8a3838bbbfb970aeb4775c4e9d,dec0e493a6d626f26c470df316630f2a7058ef46
1884,349,Active fast grunt build in dev mode,3203cdf1597fe567a56942f5e1dd45170496199a,58b0f0ccefccec124eee8ed30ceaf711b79f917a
1885,315,add module concept,f5704c2461e720c2ef8c6f514d27b7caaed09a65,75812512ce0a0f1b8b946796bacb548c96980663
1886,304,Remove BaseDao usage from ComponentDao,1a4c2501bff751e058f8ab0a8fca9551e13f0c31,275dc59084686bdaab6ad480ab9c9cef1c420ba6
1887,344,SONAR-6577 Offline mode in preview mode,6b8860f23102834df92be32f04d9f29a0fa3cd47,8f1df5c561f9bd1a94aaf95dcda0b474bab472d2
1888,311,Cleanup API dependencies,84130a48317612980a5c92647adf300b99c7545e,804c3fffc3ba2f9fdecca922bfd386c0d77cb975
1889,309,ServerTester don't do startup tasks by default anymore,1abbd252c8513f92dbb9875288c5d000bb8f8c29,695f3107c132f45a34c6dbb6fbee01ce6201a6cc
1890,312,WS api/projects/delete delete project and associated data - SONAR-6528,54b1e1f08ae33110e8963ba43b5251913dea65d4,d1788b594216cb429eec08299c173dc8700dd7e7
1891,313,SONAR-6555 Drop design related features on batch side,8d82c9cf9ba88c1517604b4063ad0fc2a9a1bb9a,7a650024d5600290e46c06f1a19dc123f0d49bce
1892,324,SONAR-6568 add qp events to ce,b83f68c27b1bab902ce54da312ecfe77b89148e5,3ad8f1e60d8d161bb25d6f83e162d8812d58be98
1893,335,SONAR-6573 WS api/metrics/delete delete metrics and associated custom measures,1b771f631c4a73458583718d1fd8b3fcc61d5009,9c105f98071c9ce586addc16292ac1911b1448cc
1894,314,SONAR-6418 drop table GRAPHS,419f034f1317d0a987ff26cd97a9af1fa5046931,fbdc0894c9383245f0e1c1fb1b9c68f7373c245d
1895,334,SONAR-6473 New WS to update a user group,ce08670ea0a72be3420b1366602e6339c4f5e11b,ce596713c93391fc51f365f2fd0a2368715c73e3
1896,343,SONAR-6571 WS api/metrics/create create or reactivate a custom metric,c0f8ed1eca7185bcb63454ba8757a0290721e1dc,1401fcc1796c9adef599cc3d0bc77d87b78834ec
1897,305,SONAR-6548 Remove resource key migration introduced in 4.2,681e6cf8078e0ff48d2953863b297c2379a0a359,29926971d0c6a28fab96438304a7b5fc1945d135
1898,316,SONAR-6278 Stop relying on graph to store tests,512a03aa850f19a09da827cff937589990796648,c8549c2bebd024e17c17ea436b17fd23ec4d7ff8
1899,2935,SONAR-7547 Add email format validation to api/users create/update ws,134d7c42c8f494ef8297762e82c397ab8377b4ee,290b845b8c55d843e3c79ae9ea41636daee98da6
1900,2918,SONAR-10177 Dont rely on router Link in the source code viewer header,7f6004f914450d45aa6d4b3a5e60c21b3e6af53f,5390fb27c23c2ebd35150854c7b1d1b9aeb4f3b7
1901,2933,SONAR-10078 Logs ordering is messed up in case of exception during fi…,05b31a29f72998d141956bbf58c72932daf28f47,7b2d3e69e89facf6e769f70fc28cc06108803c59
1902,2932,SONAR-10217 Fix 500 error when branch is incorrect,6dd99e0c6f2a431a38e9284e9cfc2a9c53c21d7f,573b14dee7f96f9f17d591e82649839014a33c5b
1903,2944,Fix license headers for 2018,902fabcf137d0ad6775fde22b2771e31f3da90fb,554cef8b21f4962defc8cfd43fc3c4c41d78614a
1904,2925,SONAR-10085 upgrade qg change event api with issue details,db035e56b216401f4fb27bc74bc8861cb4874802,19cf6ffd65ec643babba089b7bd259f05abdd2e6
1905,2922,feature/guillaume/sonar 10205/clean homepage when deleting organization or project,bd317565051fa83ef738d7ef8c9d3c7e330ba0b6,16cbc4ebc51e118daa4918174f7f45be5e4ad802
1906,2929,apply feedback,704830c2c96393348b8e61a16e0d417a36d7c8c2,839cbeb53012d6655b5928a26cb396439f8fa2af
1907,2939,SONAR-10245 Limit page size of api/components/search,3acbe2a620ec2a188987047e456e925e7fd9f559,4fdebc438d1c132620344b0c4ba67fc2026d0144
1908,2907,SONAR-10182 Users should be able to choose their homepage,63d47ddfa279dcade704456b8ae8c296c9b84164,7b137d7276fa96e1f77af705da4f616b48cea6f2
1909,2936,SONAR-10193 Align Technical Debt rating calculation with docs,281f765a18ef5d80222a4d2d5c2f083481676f8a,5dfcde337a41484e1fe25135ea1d063986ca7f98
1910,2914,SONAR-10126 add scmPath to ReportAttributes,99c250bebeb529e77e6472750b47caee98c0edd3,ec804c4ee14131a5cf4aa0113546a46737b86409
1911,2905,SONAR-10184 Add stub for homepage fields to api/users/current,96d37bcad704211ff06a4c608b2fd472378e85aa,c44e421dfc8d7bb581b6c5b987793c1d6e6d9395
1912,2926,Silence some info messages from ADAL,22ce45998c5aade093111d42893f8fa071dae96a,bafe467c6fcc00c182e3aee69788f1892987221d
1913,2947,SONAR-10236 Cannot bulk activate/deactivate rules when using a web context,dc3d831194f360a17b235958b0a38c09b24b3072,19039e4a0e5a299b8c084b3f11e8c9e857fa01ac
1914,2928,remove use of old Github plugin,22ce45998c5aade093111d42893f8fa071dae96a,96b3e969ecf73ded912d186c7003a75f48841be8
1915,2916,reduce code complexity,cc0cd12f71756a68e1210875ad49da210e55f9fa,0c4bada4f44cc4ee2e42bce96f960da27dd870c5
1916,2911,"update react to 16.2.0, use react fragments",dd10653acfbec16b0a7c63b55139c5592683227c,9524fb124b8374ae81fde22124bed46ff16e3866
1917,2937,SONAR-10218 Fix permissions document of api/custom_measures/create,6b22d0d487f1abe6bf9ef940183da40b9986cab9,ac75d1fb5b99562af62eb8b092dfece3ca67b701
1918,2923,[6.7] SONAR-10216 Tests with long names can't be indexed,527a13d12e2457845d2631e2615181f6173c13bc,c590ad728532404844b8d007f8e8daef612d52c8
1919,2917,MMF-1074 Read 'sonar.quality' setting and update default organization,ec804c4ee14131a5cf4aa0113546a46737b86409,2fa08cfdc862dffcc5f6688f15ab39685d1f8393
1920,2912,feature/guillaume/sonar 10183/adding persistence,63d47ddfa279dcade704456b8ae8c296c9b84164,ce7189a2e9662e34255d038a9f168ba407ae76cb
1921,2910,SONAR-10134 Search only returns projects from quality gate organization,1606243d43a48d4804d33e0eba5ec07cac325451,97919838c50050fc700912d8f57bc28faba3f52a
1922,2908,Enable ITs with commercial plugins,dd10653acfbec16b0a7c63b55139c5592683227c,6b3739532d1a79c25689a1a5753779a515be03b3
1923,2934,SONAR-10154 No streaming of web services response by default,134d7c42c8f494ef8297762e82c397ab8377b4ee,40c4357ac34302135faf12ac51e4d9da221aaee9
1924,2938,SONAR-10154 Delegate resource management of JsonWriter's Writer to the caller,c0d2705e610d771b8c66ef22e64530c7bca4f538,487154faa6f18560e50ded1d1e039d338a336a94
1925,2924,SONAR-10134 Remove 'organization' parameter from project_status ws,5ab22e4c6a0ef38da5481f7e9aa45c823e68deff,c71964b2f9be24f613069e28158b3c4ad625a0a0
1926,2904,MMF-1128 Users must be able to choose their home page,ef63a6289f92d08200d5b5cee9203279c5ed2d5a,9d300a319c9e7535569c53dcc83c55aa5b4bbbf1
1927,2948,Hardening Jan 9,b2f15b50c6cf123765ca6c56c9bf5bffc451b771,daabb657ed3b057c0f2303cd51df0f014415608a
1928,2950,do not check file headers for src/main/webapp,c89cf7b52ffe25c0e1e173f86d186e1283894920,0a2d83ba6ee36793b8b0db179f2ccb3e1ec4207b
1929,2913,"update typescript and prettier, use shortcut fragment syntax",f26d933e1ecbd9ca104a6e1e0eb251462056aca8,0b1399a76995646dd180c4db9ab3038c83afc7b0
1930,2920,SONAR-10210 Fix performance hotspot in DB migration #1267,2962e43c138995b6c8d61a333cb2448932333d1c,edfa138f6041a0ff77643abdfa487f287bfbe997
1931,2921,"SONAR-10214 Deprecated value of ""qualityProfile"" is ""name"", not ""prof…",2962e43c138995b6c8d61a333cb2448932333d1c,878dec974f0617cc2221b04863d5ccab71e3c560
1932,2927,Seb/pr deco/test,22ce45998c5aade093111d42893f8fa071dae96a,5d77428c32e5db608e7d161b0090e8945defbe4f
1933,2942,SONAR-10246 Fix documentation about default group in sso authentication,652bcc1cd8f6cb2d6281694a74300ef3b24fbc11,862fc685698fffbfcefc24c466e606556130c03c
1934,2945,Relocate organizations enabled flag,dc3d831194f360a17b235958b0a38c09b24b3072,613771a7266c13b28c3c968fdd04334b3a849f2c
1935,2949,API cleanup,adbc65a64befed967f581aaed8f5f6f31b5171db,4f90f60fc9a23fd16851baff4253cfe6dc8a02a8
1936,2915,feature/guillaume/sonar 10183/adding persistence,fb1c0b5a18da1dfaadb36ec36107b71bc930cb2f,3110b10ec30495394dfe8474171dc818ac06c1f0
1937,2930,disable unstable tests in IT NewIssuesMeasureTest,96b3e969ecf73ded912d186c7003a75f48841be8,ef63a6289f92d08200d5b5cee9203279c5ed2d5a
1938,2903,SONAR-10184 added new parameter to contract ; hard-coded values,0c0286ac6f605c019a279f99261de7c908d22722,c73ed6d68c9b5f72b6bd6490bff4cc5174c6227d
1939,2906,SONAR-10183 Create api/users/set_homepage stub ,96d37bcad704211ff06a4c608b2fd472378e85aa,074b377a71bd884dc1c251cdb66f0d60897b77d2
1940,2940,SONAR-10248 Allow synchronization of secondary emails when using an identity provider,db035e56b216401f4fb27bc74bc8861cb4874802,35d0271f948045c1e1cb7b48aeed55475354db8e
1941,2931,SONAR-10223 add optional organization to PostProjectAnalysisTask API,feacb7b1aa118cecc9123ac9784b25fe7ceaa0cd,98e856028048701fefb29b41d060235471b36c45
1942,2941,SONAR-10222 Fail when searching member organizations and unauthenticated,49fd8bb0901062db0ac8a2a4cdf7d550f732bf65,aa4dc5c49f2c0f8f1761887c13b056f479a24e24
1943,2901,SONAR-10117 Live measures,b2f15b50c6cf123765ca6c56c9bf5bffc451b771,678c2c717245f6f3a487e85c9b36b00a0714113e
1944,2909,add api/users/current homepage persistence,cc0cd12f71756a68e1210875ad49da210e55f9fa,ddc5f1c7e0e4a5bb5d3614436fa03ca304f45fda
1945,2919,SONAR-8216 System info page fails when a setting is defined both in sonar.properties and in DB,2962e43c138995b6c8d61a333cb2448932333d1c,3ced5895bdf20f9946c3865ab2fc814e045efb9a
1946,2946,SONAR-10258 Missing information about uncovered conditions on a line,7b5b6416320b7dd3d13fc2b28709dc709abb2795,3c67dff48564bcd75a2e8b84966e0f9a9d0f6dd4
1947,2902,SONAR-10117 Refresh new_maintability_rating and new_sqale_debt_ratio,be6d2c7d7fe26f8a8d74a0fddc94776b16cc4fa4,98ac6dc33e3d0ebd48a345c3dc8e6143ba2c6f0f
1948,2943,SONAR-10224 Revert backward compatible version of QGChangeEventListener,c0d2705e610d771b8c66ef22e64530c7bca4f538,9f364ef7a663ac4ef521302cb6b55d858d38ef0a
1949,1877,re-format js code,71822a322c00108cce240ae00ae5dbf38f7016c6,078d25a46d49c5158ca2e3bb31b5692f9cf5e387
1950,1895,SONAR-9005 disable custom rules for custom orgs,68af82a779fc632759c607d31ed6258a015a35c4,f22ae5694d3595586694b9e37db47241a1506451
1951,1896,SONAR-8952 make api/rules/tags organization aware,eed2cfd2aba74022bf34884908beaf9c5f94e12b,93d74a5b27c38c7492f477644e53f7705df04287
1952,1865,SONAR-8986 Add a method to retrieve the worker UUIDs,965e41166c68a64f1184cc64bd209ec2d0b0778d,be956a7ab832a55b5bcd9cf3f8ff74c46a43c703
1953,1894,"SONAR-9019 Create ""members"" groups on existing organizations",4273a24d2aa1891519cac9838c8ed78b94dcfac5,ba1778170924cc89bac687e9017f686251e5dd85
1954,1863,SONAR-8857 api/qualityprofiles/projects must filter on org,c9846f5d48118eca3273de2cf065bd007f5dff45,e398a50e422a88131bd665b212466a9b68fd2a99
1955,1892,"SONAR-9019 Create ""members"" groups on existing organizations",6a5bb35b7dcf2703e51d82ec984fb4df4a4f45d4,95532b60cd403eb6b7f3dd699dff1cd3ce01f4ed
1956,1854,SONAR-8995 Scanner fails when using issue exclusions,62c010110229b99c4125a961453deadbd45d6814,05d5283f6a13320e9461feef5b03b4aa9d3c73e3
1957,1884,"SONAR-9018 Create a ""members"" group when creating an organization",ba1778170924cc89bac687e9017f686251e5dd85,8c9ef8fdfc9dc1efd5f5dacbbf8457935928e817
1958,1870,"SONAR-9014 Enforce usage of default group ""sonar-users""",c98857962b32056da0858a3286ac634b2b52dc66,51a45601af06fb1f5dc8edc1f09b4c7bde800d0b
1959,1874,SONAR-9022 Prevent updating default user group,1246af8696184c4999bc439d0e2d4361c585ae81,85b2152c129c95582d6a34182fb8d73dd83ee48e
1960,1889,Automatically remove nil values from api calls,d0c877fee5701b7e690a2e721cd9da13fa2ee5f2,6ff94baad8aa24ac0e5c219ad5269fd6cd254a1a
1961,1871,SONAR-8987 worker resets own in progress,278730512c7142c6eed0ef29014c80dfd5d9b5a2,e6756d8a2d80c2ffa86e69565365672394e97f28
1962,1886,Fix issues integration tests,2c890d852dd6c355a64679e1d603c17bfac29bc5,217da1f1fc584c961bf76687c4b90649980c18c9
1963,1859,SONAR-8985 part 1 + SONAR-9040,278730512c7142c6eed0ef29014c80dfd5d9b5a2,d58fa0c42daddc02780e708eb9c304e2e909c022
1964,1899,SONAR-9038 make api/issues/tags organization aware,93d74a5b27c38c7492f477644e53f7705df04287,96a4aec59811bf92316b8be8aafdced404d648af
1965,1876,SONAR-9052 support organizations in api/issues/search,9d2913ece6872036dd43180e4fc3f9233e46932c,0ce83a80e16d68327b269b5f7043b6e5f69bdb2a
1966,1878,SONAR-8922 Limit size of search result in tags and language facet,9d2913ece6872036dd43180e4fc3f9233e46932c,5c357010b44fec76234f5fce1f67e8389d979edd
1967,1883,Prevent url pollution when updating project tags,0abc21b94ebf3ec8cedaecfe3b8eeb957832309d,43db4516cfd0a59bbeec114d57499623318e2cf4
1968,1860,Feature/jl/replace some dbunit,2d9aac19d6f53c55517a22fd714a23406a45c813,2382a363af1124745c96bb88e1f2810f4296864e
1969,1866,fix public paths for js chunks,278730512c7142c6eed0ef29014c80dfd5d9b5a2,9ab9ab9a23ff33de437eba8de7fd6165e5ff8fa8
1970,1893,SONAR-7485 enable back Tomcat logs if trace if globally enabled,d2561d2d55e2f9a967db9ebfd829dec17abbadd1,619a2b2bdf11bb3d4eb61ae3610ca38f23c2370a
1971,1880,SONAR-9041 job cancel worn outs ce tasks + SONAR-9057 fix CE cleaning and purging CE tables,d58fa0c42daddc02780e708eb9c304e2e909c022,ea65fd6387bc16d3e37cb6f25a7e16e67ce18320
