,issue_id,version_name,version_id
505,63753,6.5,13805
506,63658,6.4,13697
507,63264,6.4,13697
508,63256,6.5,13805
509,63169,6.4,13697
510,63153,6.4,13697
511,62775,6.4,13697
512,62773,6.4,13697
513,62746,5.6.6,13718
514,62726,6.4,13697
515,62693,6.4,13697
516,62563,6.2,13327
517,62486,6.4,13697
518,62484,6.5-M1,13942
519,62474,6.4,13697
520,62282,6.4,13697
521,62190,6.3,13470
522,62190,6.4,13697
523,62146,6.4,13697
524,62075,6.4,13697
525,62072,6.4,13697
526,62069,6.4,13697
527,62057,6.4,13697
528,62054,6.4,13697
529,62016,6.3,13470
530,61882,6.4,13697
531,61881,5.6.6,13718
532,61875,5.6.6,13718
533,61828,6.4,13697
534,61828,6.5,13805
535,61825,6.4,13697
536,61798,6.7.3,14264
537,61764,5.6.6,13718
538,61744,6.4,13697
539,61728,6.4,13697
540,61727,6.4,13697
541,61649,5.6.6,13718
542,61422,6.4,13697
543,61417,6.4,13697
544,61409,6.3,13470
545,61045,5.6.6,13718
546,61045,6.4,13697
547,61001,6.6,13961
548,60920,6.2,13327
549,60920,6.3.1,13767
550,60920,6.3.2,13796
551,60880,6.4,13697
552,60752,6.4,13697
553,60525,6.3,13470
554,60517,6.3,13470
555,60472,6.3.2,13796
556,60235,5.6.3,13420
557,60235,6.3.1,13767
558,60210,6.3,13470
559,60210,6.3.1,13767
560,60210,6.4,13697
561,60170,6.3,13470
562,60170,6.3.1,13767
563,60098,6.0,13026
564,60005,6.3,13470
565,59964,6.3,13470
566,59859,6.2,13327
567,59841,5.6.3,13420
568,59841,6.0,13026
569,59591,6.3,13470
570,59576,5.6.6,13718
571,59546,6.2,13327
572,59546,6.3,13470
573,59494,6.3,13470
574,59261,6.0,13026
575,59186,6.3,13470
576,59138,6.3,13470
577,59073,6.3,13470
578,58907,6.2,13327
579,58892,6.3,13470
580,58595,6.3,13470
581,58576,6.3,13470
582,58569,6.3,13470
583,58498,5.6,12869
584,58438,5.6.4,13483
585,58438,5.6.5,13660
586,58438,5.6.6,13718
587,58316,6.1,13287
588,58269,6.3,13470
589,58181,6.3,13470
590,57984,6.2,13327
591,57977,6.3,13470
592,57491,5.6.5,13660
593,57491,6.2,13327
594,57468,6.2,13327
595,57453,5.6,12869
596,57161,5.6.5,13660
597,57161,6.2,13327
598,57020,5.6,12869
599,57020,6.2,13327
600,56734,6.2,13327
601,56588,6.2,13327
602,56542,6.2,13327
603,56533,5.6.4,13483
604,56241,5.5,12940
605,56179,6.2,13327
606,56127,5.6.4,13483
607,56089,6.2,13327
608,55966,6.2,13327
609,55943,6.2,13327
610,55703,6.2,13327
611,55683,6.2,13327
612,55613,6.0,13026
613,55613,6.1,13287
614,55613,6.2,13327
615,55597,6.2,13327
616,55532,6.2,13327
617,55466,6.2,13327
618,55462,5.2,11629
619,55462,5.6.3,13420
620,55462,6.2,13327
621,55421,5.6,12869
622,55387,6.2,13327
623,55261,6.1,13287
624,54985,5.6.3,13420
625,54946,5.6,12869
626,54946,6.0,13026
627,54946,6.1,13287
628,54806,6.1,13287
629,54735,5.5,12940
630,54735,5.6,12869
631,54735,5.6.1,13293
632,54735,5.6.2,13334
633,54735,5.6.3,13420
634,54735,6.0,13026
635,54735,6.1,13287
636,54735,6.1.1,13485
637,54735,6.2,13327
638,54675,6.1,13287
639,54621,6.2,13327
640,54619,6.2,13327
641,54561,6.2,13327
642,54465,6.2,13327
643,54463,5.6,12869
644,54240,6.2,13327
645,53578,6.1,13287
646,53443,6.1,13287
647,53416,5.6.3,13420
648,53416,6.1,13287
649,53415,5.6.3,13420
650,53415,6.1,13287
651,53390,6.1,13287
652,53306,6.1,13287
653,53216,5.6.3,13420
654,53216,6.0,13026
655,53123,5.6,12869
656,53045,6.0,13026
657,52935,6.1,13287
658,52833,6.0,13026
659,52815,5.6,12869
660,52815,6.1,13287
661,51507,6.0,13026
662,52710,6.1,13287
663,52685,6.0,13026
664,52548,5.6,12869
665,52548,6.0,13026
666,52535,5.6,12869
667,52535,5.6.1,13293
668,52535,5.6.2,13334
669,52531,5.6,12869
670,52531,6.0,13026
671,52530,5.6,12869
672,52530,6.0,13026
673,52528,5.6,12869
674,52528,6.0,13026
675,52354,6.0,13026
676,52329,5.6,12869
677,52325,5.6.1,13293
678,52325,6.0,13026
679,52277,5.6.1,13293
680,52277,6.0,13026
681,52276,5.6.1,13293
682,52276,6.0,13026
683,52191,5.6,12869
684,51970,5.6,12869
685,51950,5.6,12869
686,51949,5.6,12869
687,51928,5.6,12869
688,51928,6.0,13026
689,51879,5.6,12869
690,51879,5.6.1,13293
691,51800,5.6,12869
692,51779,5.6,12869
693,51779,6.0,13026
694,51770,6.0,13026
695,51754,5.6,12869
696,51718,6.0,13026
697,51686,6.0,13026
698,51683,6.0,13026
699,51676,6.0,13026
700,51656,5.6,12869
701,51656,6.0,13026
702,51621,6.0,13026
703,51595,5.6.1,13293
704,51574,6.0,13026
705,51521,4.5.7,13000
706,51521,5.6.1,13293
707,51521,6.0,13026
708,51487,6.0,13026
709,51427,6.0,13026
710,51368,5.6,12869
711,51316,6.0,13026
712,51295,5.6.1,13293
713,51245,5.6.1,13293
714,51213,5.6.1,13293
715,51187,5.5,12940
716,51187,5.6,12869
717,51187,5.6.1,13293
718,51138,5.6,12869
719,51101,6.0,13026
720,50948,6.0,13026
721,50844,5.6,12869
722,50784,5.6,12869
723,50781,5.6,12869
724,50496,5.6,12869
725,50474,5.4,12781
726,50472,5.6,12869
727,50368,5.4,12781
728,50340,5.5,12940
729,50325,5.6,12869
730,50193,5.6,12869
731,50166,5.6,12869
732,50141,5.6,12869
733,50129,5.6,12869
734,50073,5.6,12869
735,49849,5.6,12869
736,49753,5.6,12869
737,49631,5.6,12869
738,49541,5.6,12869
739,49508,6.0,13026
740,49477,5.4,12781
741,49448,5.6,12869
742,49319,5.6,12869
743,49191,5.2,11629
744,49081,5.5,12940
745,49077,5.5,12940
746,48974,5.5,12940
747,48923,5.5,12940
748,48918,5.6,12869
749,48909,5.5,12940
750,48890,5.3,11647
751,48812,5.5,12940
752,48740,5.4,12781
753,48732,5.5,12940
754,48661,5.5,12940
755,48507,5.5,12940
756,48313,5.4,12781
757,48260,5.4,12781
758,48097,5.2,11629
759,48080,5.5,12940
760,47989,5.5,12940
761,47908,4.5.6,12480
762,47905,5.4,12781
763,47890,5.4,12781
764,47885,5.4,12781
765,47846,5.4,12781
766,47806,5.2,11629
767,47806,5.3,11647
768,47806,5.4,12781
769,47780,5.5,12940
770,47780,5.6,12869
771,47756,5.4,12781
772,47665,5.4,12781
773,47654,5.5,12940
774,47624,5.4,12781
775,47605,5.4,12781
776,47592,5.4,12781
777,47492,5.2,11629
778,47490,4.5.6,12480
779,47490,5.4,12781
780,47474,5.4,12781
781,47457,5.4,12781
782,47378,5.3,11647
783,47378,5.4,12781
784,47358,4.5.1,11621
785,47339,5.4,12781
786,47261,5.2,11629
787,47249,5.5,12940
788,47243,5.4,12781
789,47160,4.5,11620
790,47094,4.5.6,12480
791,47094,5.4,12781
792,47079,5.4,12781
793,47048,5.2,11629
794,47048,5.3,11647
795,47048,5.4,12781
796,47016,5.2,11629
797,47016,5.3,11647
798,47016,5.4,12781
799,46985,5.4,12781
800,46946,5.4,12781
801,46927,4.4,11618
802,46787,5.2,11629
803,46787,5.3,11647
804,46734,4.5.6,12480
805,46734,5.3,11647
806,46726,5.4,12781
807,46724,4.5.6,12480
808,46724,5.3,11647
809,46696,5.4,12781
810,46694,5.4,12781
811,46665,5.4,12781
812,46646,5.4,12781
813,46609,5.3,11647
814,46607,5.3,11647
815,46520,4.5.6,12480
816,46520,5.4,12781
817,46397,5.4,12781
818,46249,4.5.6,12480
819,46249,5.3,11647
820,46216,5.2,11629
821,46216,5.3,11647
822,46216,5.4,12781
823,46210,5.2,11629
824,46210,5.3,11647
825,46210,5.4,12781
826,46187,5.3,11647
827,46090,5.2,11629
828,45874,5.3,11647
829,45745,5.3,11647
830,45717,5.2,11629
831,45686,5.3,11647
832,45684,4.5,11620
833,45684,5.3,11647
834,45671,5.3,11647
835,45630,5.3,11647
836,45608,5.3,11647
837,45527,5.4,12781
838,45526,5.4,12781
839,45525,5.4,12781
840,45520,5.3,11647
841,45471,5.2,11629
842,45446,5.2,11629
843,45446,5.3,11647
844,44626,5.2,11629
845,44602,4.5.6,12480
846,44602,5.2,11629
847,44555,5.2,11629
848,44538,5.3,11647
849,44495,5.1.2,12450
850,44472,5.2,11629
851,44470,5.1.2,12450
852,44443,5.3,11647
853,44427,4.5.6,12480
854,44427,5.2,11629
855,44313,5.2,11629
856,44279,4.5.6,12480
857,44279,5.2,11629
858,44279,5.3,11647
859,44269,5.2,11629
860,44252,5.2,11629
861,44210,5.3,11647
862,44169,5.2,11629
863,44154,5.2,11629
864,44154,5.3,11647
865,44112,5.2,11629
866,44109,5.2,11629
867,44054,5.2,11629
868,44046,5.2,11629
869,44001,5.0,11625
870,43993,5.2,11629
871,43990,5.2,11629
872,43880,5.2,11629
873,43840,5.2,11629
874,43834,5.2,11629
875,43826,4.5.6,12480
876,43826,5.2,11629
877,43811,5.2,11629
878,43807,5.2,11629
879,43771,5.2,11629
880,43755,5.2,11629
881,43687,5.2,11629
882,43653,5.2,11629
883,43653,5.3,11647
884,43555,5.2,11629
885,43502,5.2,11629
886,43454,5.2,11629
887,43447,5.2,11629
888,43445,5.2,11629
889,43418,4.5.2,11622
890,43418,5.2,11629
891,43383,5.2,11629
892,43378,5.2,11629
893,43361,5.2,11629
894,43360,5.2,11629
895,43346,5.2,11629
896,43318,5.2,11629
897,43315,5.2,11629
898,43273,5.1.2,12450
899,43210,5.2,11629
900,43106,5.1.2,12450
901,43088,5.1.2,12450
902,43025,5.2,11629
903,43021,5.2,11629
904,43007,5.2,11629
905,42895,5.2,11629
906,42889,5.2,11629
907,42858,5.2,11629
908,42857,5.2,11629
909,42838,5.2,11629
910,42834,5.2,11629
911,42777,5.2,11629
912,42749,5.2,11629
913,42630,5.1,11627
914,42558,5.2,11629
915,42471,5.2,11629
916,42444,5.1.2,12450
917,42415,5.1.2,12450
918,42414,5.1.2,12450
919,42368,5.1.2,12450
920,42240,5.2,11629
921,42185,5.2,11629
922,42085,4.5,11620
923,42065,5.2,11629
924,42064,5.2,11629
925,42018,4.5.1,11621
926,42018,5.0,11625
927,42015,5.0,11625
928,41877,5.0,11625
929,41877,5.1,11627
930,41791,4.5,11620
931,41740,5.1.1,11628
932,41585,5.1,11627
933,41582,4.5.5,11624
934,41387,4.5,11620
935,41387,5.0,11625
936,41387,5.1,11627
937,41380,5.1,11627
938,41025,4.5.5,11624
939,41022,4.5.5,11624
940,41022,5.1.2,12450
941,40944,4.5.5,11624
942,40832,5.1.2,12450
943,40824,5.2,11629
944,40624,4.5.2,11622
945,40460,5.0,11625
946,40460,5.1,11627
947,40460,5.1.1,11628
948,40455,5.2,11629
949,40452,5.1,11627
950,40452,5.1.1,11628
951,40418,5.1.1,11628
952,40385,5.1,11627
953,40333,5.1,11627
954,40217,5.1,11627
955,40200,5.1,11627
956,40116,5.1,11627
957,40032,5.1.1,11628
958,40030,5.1.1,11628
959,39858,4.5.4,11623
960,39730,5.1.1,11628
961,39678,5.1,11627
962,39676,5.1,11627
963,39392,5.1,11627
964,39290,5.6,12869
965,39065,5.0,11625
966,39064,5.0,11625
967,39064,5.1,11627
968,33654,5.1,11627
969,32474,5.1,11627
970,30060,4.5,11620
971,30059,5.1,11627
972,30049,5.2,11629
973,30053,5.2,11629
974,30047,5.1,11627
975,30024,5.0,11625
976,30024,5.0.1,11626
977,30024,5.1,11627
978,30009,5.1,11627
979,29981,4.5,11620
980,29989,4.5,11620
981,29947,5.2,11629
982,29953,5.0,11625
983,29965,5.1,11627
984,29882,5.0,11625
985,29808,5.1,11627
986,29820,5.1,11627
987,29829,5.1,11627
988,29901,3.7.4,11608
989,29791,4.5.4,11623
990,29791,5.2,11629
991,29750,5.1,11627
992,29793,5.1,11627
993,29794,5.1,11627
994,29732,4.5.4,11623
995,29732,5.0.1,11626
996,29732,5.1,11627
997,29703,4.5.4,11623
998,29703,5.0,11625
999,29697,4.5.4,11623
1000,29688,5.1,11627
1001,29665,5.1,11627
1002,29731,4.5.1,11621
1003,27612,5.1,11627
1004,27863,5.1,11627
1005,27851,4.5,11620
1006,29701,5.0,11625
1007,29562,5.1,11627
1008,29392,4.5.4,11623
1009,29374,4.5.4,11623
1010,29351,4.5.2,11622
1011,29581,5.0,11625
1012,29323,5.0,11625
1013,29323,5.0.1,11626
1014,29323,5.1,11627
1015,29265,4.5,11620
1016,29118,5.1,11627
1017,28990,4.5.1,11621
1018,28879,5.0,11625
1019,28812,4.5.2,11622
1020,28811,4.5.2,11622
1021,28795,4.5,11620
1022,28795,5.0,11625
1023,28710,5.0,11625
1024,28646,5.1,11627
1025,28617,5.1,11627
1026,29737,4.5,11620
1027,28340,4.5.2,11622
1028,28285,5.1,11627
1029,28435,5.0,11625
1030,28211,4.5.2,11622
1031,28016,4.5.2,11622
1032,28016,5.0,11625
1033,28015,5.0,11625
1034,28744,5.0,11625
1035,28070,4.5.1,11621
1036,27992,5.0,11625
1037,27944,5.0,11625
1038,28120,4.5,11620
1039,27756,5.0,11625
1040,27756,5.1,11627
1041,28711,5.0,11625
1042,27523,5.0,11625
1043,27032,5.0,11625
1044,26984,4.5.1,11621
1045,26984,5.0,11625
1046,27675,5.0,11625
1047,27031,4.5,11620
1048,28322,4.5,11620
1049,26845,4.5.2,11622
1050,28323,5.0,11625
1051,27010,4.5.2,11622
1052,27010,5.0,11625
1053,27010,5.1,11627
1054,26828,4.5.2,11622
1055,28781,4.5.2,11622
1056,28781,5.0,11625
1057,28299,5.0,11625
1058,26756,5.0,11625
1059,26626,5.0,11625
1060,27483,4.5.1,11621
1061,28294,4.5.2,11622
1062,28294,5.0,11625
1063,26513,4.5.2,11622
1064,26513,5.0,11625
1065,30188,5.0,11625
1066,29123,5.0,11625
1067,30152,5.0,11625
1068,30146,4.5.1,11621
1069,30146,5.0,11625
1070,30146,5.1,11627
1071,30137,5.0,11625
1072,27413,5.0,11625
1073,30132,5.0,11625
1074,30128,4.4,11618
1075,28780,4.5.1,11621
1076,29857,4.5.1,11621
1077,30116,4.5,11620
1078,29743,4.5,11620
1079,30115,4.5.1,11621
1080,29739,5.0,11625
1081,29669,5.0,11625
1082,29740,4.5.1,11621
1083,29736,5.0,11625
1084,29734,4.4,11618
1085,29720,5.0,11625
1086,29702,4.5.1,11621
1087,29705,4.5.1,11621
1088,29658,5.0,11625
1089,29647,4.3,11614
1090,28796,4.5.1,11621
1091,29618,5.0,11625
1092,29624,4.5.1,11621
1093,29610,4.5.1,11621
1094,29598,4.5.1,11621
1095,29553,4.3,11614
1096,29600,4.5.1,11621
1097,29571,4.5,11620
1098,29571,4.5.1,11621
1099,29571,5.0,11625
1100,28284,4.5.1,11621
1101,28140,4.4,11618
1102,28104,4.4,11618
1103,28161,4.4,11618
1104,28279,4.5.1,11621
1105,28652,4.4,11618
1106,27475,4.5,11620
1107,27475,4.5.1,11621
1108,27405,4.4,11618
1109,28703,4.5,11620
1110,27299,4.5,11620
1111,27363,4.5,11620
1112,27096,4.5,11620
1113,27072,4.5,11620
