,issue_id,version_name,version_id
1114,26955,4.5,11620
1115,26887,4.5,11620
1116,26887,5.0,11625
1117,26839,4.4,11618
1118,27057,4.5,11620
1119,27050,4.5,11620
1120,26543,4.5,11620
1121,26543,5.0,11625
1122,26500,4.5,11620
1123,26642,4.5,11620
1124,29572,4.5,11620
1125,29568,4.5,11620
1126,29565,4.5,11620
1127,26763,4.4,11618
1128,29511,4.4,11618
1129,29513,4.4,11618
1130,29506,4.4,11618
1131,29432,4.4,11618
1132,29519,3.7,11604
1133,29519,4.0,11609
1134,29519,4.2,11613
1135,29385,5.0,11625
1136,29372,4.5,11620
1137,26648,4.1,11610
1138,28368,4.3.3,11617
1139,28368,4.4,11618
1140,29339,4.4,11618
1141,29272,4.4,11618
1142,27021,4.4,11618
1143,29264,4.2,11613
1144,29264,4.3,11614
1145,29264,4.4,11618
1146,29264,4.5,11620
1147,29408,4.4,11618
1148,28206,4.4,11618
1149,28506,5.0,11625
1150,29216,4.4,11618
1151,29195,4.4,11618
1152,29239,4.4,11618
1153,29191,4.4,11618
1154,29187,4.4,11618
1155,29184,4.4,11618
1156,29197,4.4,11618
1157,26969,4.4,11618
1158,26766,4.4,11618
1159,26766,4.5,11620
1160,29173,4.4,11618
1161,29173,4.5,11620
1162,29170,4.4,11618
1163,29166,4.5,11620
1164,29046,4.4,11618
1165,28855,4.4,11618
1166,28642,4.4,11618
1167,28659,4.4,11618
1168,28447,4.3,11614
1169,28447,4.3.1,11615
1170,28447,4.3.2,11616
1171,28272,4.4,11618
1172,28166,4.4,11618
1173,28170,4.5,11620
1174,28173,3.6,11600
1175,28614,4.0,11609
1176,28614,4.1,11610
1177,28614,4.2,11613
1178,28614,4.3,11614
1179,28614,4.4,11618
1180,28950,4.4,11618
1181,28716,4.1,11610
1182,27707,4.4,11618
1183,27705,4.3,11614
1184,28860,4.3,11614
1185,28048,4.3,11614
1186,27637,4.3,11614
1187,28953,4.3,11614
1188,27329,4.3.1,11615
1189,27156,4.3,11614
1190,29151,4.3,11614
1191,27155,4.3,11614
1192,27154,4.3,11614
1193,27049,4.2,11613
1194,27049,4.3,11614
1195,27596,4.2,11613
1196,26926,4.3,11614
1197,29047,4.3,11614
1198,26576,4.3,11614
1199,26961,4.3,11614
1200,26538,4.3,11614
1201,29885,4.3,11614
1202,29028,4.1,11610
1203,29028,4.2,11613
1204,29028,4.3,11614
1205,26811,4.3,11614
1206,28446,4.3,11614
1207,28841,4.3,11614
1208,28838,4.4,11618
1209,28826,4.4,11618
1210,29032,4.3,11614
1211,28673,4.3,11614
1212,28743,4.3,11614
1213,28065,4.4,11618
1214,27053,4.2,11613
1215,27795,4.3,11614
1216,27414,4.2,11613
1217,28427,4.2,11613
1218,28191,4.2,11613
1219,28256,4.2,11613
1220,27205,3.7,11604
1221,28113,4.3,11614
1222,27891,4.2,11613
1223,27893,4.2,11613
1224,27858,4.1,11610
1225,28259,4.1,11610
1226,26734,4.1,11610
1227,26701,4.0,11609
1228,26701,4.1,11610
1229,32097,4.1,11610
1230,32071,3.7,11604
1231,32047,4.1,11610
1232,32047,4.2,11613
1233,32086,4.1,11610
1234,32009,4.0,11609
1235,32014,4.0,11609
1236,32014,4.1,11610
1237,32066,4.0,11609
1238,31945,4.1,11610
1239,31920,4.0,11609
1240,31992,3.7.1,11605
1241,31992,3.7.2,11606
1242,31992,3.7.3,11607
1243,31992,4.0,11609
1244,31933,4.0,11609
1245,31912,4.0,11609
1246,31922,4.0,11609
1247,31906,4.0,11609
1248,32077,4.0,11609
1249,32054,4.0,11609
1250,32444,3.7,11604
1251,32444,3.7.1,11605
1252,32444,3.7.2,11606
1253,32444,3.7.3,11607
1254,31974,3.7.3,11607
1255,31974,4.0,11609
1256,32073,3.7,11604
1257,31961,3.6,11600
1258,31856,3.6,11600
1259,31856,3.6.1,11601
1260,31856,3.6.2,11602
1261,31856,3.6.3,11603
1262,31856,3.7,11604
1263,31856,3.7.1,11605
1264,31856,3.7.2,11606
1265,30041,3.7.2,11606
1266,32067,4.0,11609
1267,31854,3.6,11600
1268,32440,4.0,11609
1269,31825,3.7,11604
1270,31860,3.7,11604
1271,31804,4.0,11609
1272,31796,3.7,11604
1273,31716,3.7,11604
1274,31780,4.0,11609
1275,31784,3.6,11600
1276,31749,3.7,11604
1277,31680,3.7,11604
1278,31708,3.7,11604
1279,30972,3.7,11604
1280,31728,3.7,11604
1281,31731,3.6,11600
1282,31988,3.6,11600
1283,32437,3.7,11604
1284,31702,3.6,11600
1285,31692,3.7,11604
1286,31538,3.6,11600
1287,31684,3.6,11600
1288,31670,3.6,11600
1289,31699,3.7,11604
1290,31677,3.7,11604
1291,31667,3.6.2,11602
1292,31712,3.6.2,11602
1293,31695,3.6,11600
1294,31645,3.7,11604
1295,31683,3.6.2,11602
1296,31642,3.6,11600
1297,31727,3.7,11604
1298,31613,3.6,11600
1299,31619,3.6.1,11601
1300,31609,3.6,11600
1301,31556,3.6,11600
1302,31556,3.6.1,11601
1303,31612,3.6,11600
1304,31612,3.6.1,11601
1305,31561,3.6,11600
1306,31561,3.6.1,11601
1307,31604,3.6,11600
1308,31604,3.6.1,11601
1309,31706,3.6,11600
1310,31586,3.6,11600
1311,31593,3.6,11600
1312,31557,3.6,11600
1313,31575,3.6,11600
1314,31554,3.6,11600
1315,31546,3.6,11600
1316,31182,3.6,11600
1317,31523,3.6,11600
1318,31330,3.6,11600
1319,31447,3.6,11600
1320,31528,3.6,11600
1321,31541,3.6,11600
1322,31450,3.6,11600
1323,31437,3.6,11600
1324,31515,3.6,11600
1325,31484,3.6,11600
1326,32415,3.5.1,11599
1327,31446,3.6,11600
1328,31764,3.6,11600
1329,27715,3.5.1,11599
1330,32427,3.5.1,11599
1331,27660,3.6,11600
1332,32218,3.5.1,11599
1333,27674,3.5.1,11599
1334,27638,3.4.1,11597
1335,32217,3.5,11598
1336,27514,3.5,11598
1337,27579,3.4.1,11597
1338,27575,2.8,11578
1339,32164,3.1,11589
1340,26619,3.5.1,11599
1341,31456,3.5.1,11599
1342,26556,3.5,11598
1343,27473,3.4,11596
1344,27470,3.5,11598
1345,27456,3.4.1,11597
1346,32027,3.5,11598
1347,31025,3.3,11593
1348,32106,3.5,11598
1349,27463,3.5,11598
1350,27458,3.4,11596
1351,32094,3.5,11598
1352,27426,3.2.1,11592
1353,27426,3.3.2,11595
1354,32199,3.3.2,11595
1355,27383,3.5,11598
1356,32413,3.4.1,11597
1357,27390,3.4.1,11597
1358,27366,3.4.1,11597
1359,27352,3.4.1,11597
1360,31710,3.4.1,11597
1361,26554,3.4,11596
1362,31439,3.4.1,11597
1363,27273,3.4.1,11597
1364,27255,3.4.1,11597
1365,27298,3.4.1,11597
1366,27372,3.4.1,11597
1367,27231,3.4.1,11597
1368,26633,3.4,11596
1369,26633,3.4.1,11597
1370,32191,3.4.1,11597
1371,32181,3.4.1,11597
1372,31663,3.4.1,11597
1373,27185,3.4.1,11597
1374,31417,3.4.1,11597
1375,32179,3.4.1,11597
1376,32172,3.3,11593
1377,32172,3.4.1,11597
1378,27367,3.3,11593
1379,27367,3.4.1,11597
1380,27080,3.4.1,11597
1381,31470,3.4.1,11597
1382,32190,3.4.1,11597
1383,27069,3.4.1,11597
1384,27047,3.4.1,11597
1385,27042,3.3,11593
1386,27244,3.4.1,11597
1387,26913,3.4,11596
1388,32101,3.4,11596
1389,28915,3.4.1,11597
1390,26951,3.4.1,11597
1391,26971,3.4.1,11597
1392,32168,3.4.1,11597
1393,26950,3.3.2,11595
1394,27539,3.4.1,11597
1395,31009,3.4.1,11597
1396,26941,3.3,11593
1397,26941,3.4,11596
1398,26908,3.3,11593
1399,26922,3.4.1,11597
1400,32160,3.3.2,11595
1401,26894,3.3,11593
1402,26966,3.4,11596
1403,26994,3.4,11596
1404,26853,3.3,11593
1405,26856,3.4,11596
1406,32135,3.3.2,11595
1407,26832,3.4,11596
1408,27467,3.3.2,11595
1409,26792,3.3.2,11595
1410,32138,3.4,11596
1411,31759,3.3.2,11595
1412,26794,3.1.1,11590
1413,32185,3.3.1,11594
1414,32126,3.3.2,11595
1415,26755,3.2,11591
1416,26750,3.2.1,11592
1417,32129,3.3.2,11595
1418,31700,3.3.2,11595
1419,31664,3.1.1,11590
1420,26737,3.3,11593
1421,27285,3.3.2,11595
1422,26730,3.2,11591
1423,26652,2.0,11565
1424,26635,3.3.1,11594
1425,27067,3.4,11596
1426,26631,2.2,11570
1427,26593,3.3.2,11595
1428,26583,3.3.1,11594
1429,27591,3.3.1,11594
1430,28901,3.3.1,11594
1431,26553,3.3.1,11594
1432,26591,3.3.1,11594
1433,26537,3.3.1,11594
1434,26541,3.3.1,11594
1435,26536,3.3.1,11594
1436,26521,3.2.1,11592
1437,26948,3.3,11593
1438,32176,3.3,11593
1439,26514,3.3,11593
1440,26509,3.3,11593
1441,26498,3.2,11591
1442,26495,3.2,11591
1443,26487,3.2,11591
1444,26486,2.11,11582
1445,32040,3.3,11593
1446,26474,3.3,11593
1447,26492,3.3,11593
1448,26493,3.3,11593
1449,26477,3.3,11593
1450,27267,3.3,11593
1451,32113,3.3,11593
1452,32115,3.3,11593
1453,31449,3.2.1,11592
1454,26490,3.3,11593
1455,27215,3.2.1,11592
1456,28484,3.3,11593
1457,28482,3.2.1,11592
1458,28417,3.2.1,11592
1459,28429,3.2.1,11592
1460,28481,3.2,11591
1461,32443,3.2.1,11592
1462,31659,3.2,11591
1463,28451,3.3,11593
1464,32051,3.2,11591
1465,32122,3.2,11591
1466,32122,3.2.1,11592
1467,28445,2.12,11583
1468,28445,2.13,11584
1469,28445,2.13.1,11585
1470,27151,3.2,11591
1471,28846,2.13.1,11585
1472,27312,3.0.1,11588
1473,26943,3.2,11591
1474,27293,3.2,11591
1475,28361,3.2,11591
1476,28360,3.2,11591
1477,26707,3.2,11591
1478,28350,3.2,11591
1479,28343,2.5,11575
1480,27283,3.1.1,11590
1481,27283,3.2,11591
1482,28347,3.2,11591
1483,28330,3.2,11591
1484,28401,3.2,11591
1485,27180,3.2,11591
1486,32258,3.2,11591
1487,28329,3.2,11591
1488,28321,3.0,11587
1489,28373,3.2,11591
1490,28316,3.2,11591
1491,28320,3.2,11591
1492,28308,3.2,11591
1493,28317,2.11,11582
1494,31703,3.2,11591
1495,28303,3.2,11591
1496,27181,3.2,11591
1497,28287,3.2,11591
1498,31526,3.2,11591
1499,32253,3.2,11591
1500,32261,3.2,11591
1501,28300,3.2,11591
1502,28342,3.2,11591
1503,32250,3.2,11591
1504,28497,3.2,11591
1505,28228,3.2,11591
1506,28217,3.1.1,11590
1507,29959,3.2,11591
1508,28344,3.0,11587
1509,28344,3.1,11589
1510,28344,3.2,11591
1511,28204,3.0,11587
1512,28204,3.1,11589
1513,28204,3.2,11591
1514,28201,3.2,11591
1515,28232,3.2,11591
1516,28198,3.2,11591
1517,28123,3.2,11591
1518,29992,3.2,11591
1519,32241,3.2,11591
1520,28147,3.2,11591
1521,28197,3.1.1,11590
1522,28171,3.1.1,11590
1523,28352,3.1.1,11590
1524,27088,3.2,11591
1525,28355,3.2,11591
1526,32235,3.0,11587
1527,28095,3.1.1,11590
1528,28101,3.1,11589
1529,28097,3.1,11589
1530,28395,3.2,11591
1531,31898,3.1,11589
1532,31898,3.1.1,11590
1533,28087,3.1.1,11590
1534,32248,2.13,11584
1535,28292,3.2,11591
1536,28063,3.1.1,11590
1537,32207,3.1.1,11590
1538,31600,3.1,11589
1539,28059,3.0.1,11588
1540,28041,3.0,11587
1541,28044,3.1,11589
1542,27964,3.1.1,11590
1543,28010,3.1.1,11590
1544,28020,3.1.1,11590
1545,27994,2.9,11579
1546,28378,3.1,11589
1547,28045,3.1.1,11590
1548,27970,3.1.1,11590
1549,28023,3.1,11589
1550,27960,3.0,11587
1551,32183,3.1,11589
1552,28006,3.0,11587
1553,27954,2.12,11583
1554,32229,3.1,11589
1555,27195,3.1,11589
1556,27993,3.1,11589
1557,27948,3.1,11589
1558,32239,3.1,11589
1559,27932,3.1,11589
1560,27889,3.1,11589
1561,32236,2.13,11584
1562,27913,3.1,11589
1563,27918,3.1,11589
1564,32234,3.0,11587
1565,27892,2.14,11586
1566,27240,3.0.1,11588
1567,27989,3.0,11587
1568,32237,2.6,11576
1569,27879,3.1,11589
1570,27867,3.0.1,11588
1571,27916,3.0.1,11588
1572,28024,3.0,11587
1573,27864,3.0.1,11588
1574,31832,3.0.1,11588
1575,27847,3.0,11587
1576,27150,3.1,11589
1577,27836,2.14,11586
1578,27907,3.0,11587
1579,27834,2.14,11586
1580,27821,3.0.1,11588
1581,27819,3.0,11587
1582,27776,3.1,11589
1583,32111,3.1,11589
1584,32139,2.13.1,11585
1585,26629,3.0.1,11588
1586,27880,2.14,11586
1587,27307,3.0,11587
1588,27796,3.0.1,11588
1589,28012,3.0.1,11588
1590,32223,2.11,11582
1591,27784,3.0,11587
1592,27772,2.14,11586
1593,28212,2.14,11586
1594,28022,3.0,11587
1595,31466,3.0,11587
1596,27777,2.14,11586
1597,27771,2.13.1,11585
1598,27769,2.14,11586
1599,27766,3.0,11587
1600,27790,3.0,11587
1601,27928,3.0,11587
1602,27706,3.0,11587
1603,27764,3.0,11587
1604,27733,3.0,11587
1605,28199,3.0,11587
1606,27728,2.13.1,11585
1607,27826,2.14,11586
1608,27826,3.0,11587
1609,27704,3.0,11587
1610,27709,3.0,11587
1611,27773,3.0,11587
1612,27687,3.0,11587
1613,27666,2.9,11579
1614,27651,2.14,11586
1615,27649,2.14,11586
1616,27672,2.14,11586
1617,27643,2.14,11586
1618,27838,2.14,11586
1619,27658,2.13,11584
1620,27626,2.14,11586
1621,27650,2.11,11582
1622,31487,2.13.1,11585
1623,27200,2.14,11586
1624,32105,2.14,11586
1625,27252,2.4.1,11574
1626,27252,2.5,11575
1627,32227,2.13.1,11585
1628,27586,2.12,11583
1629,27547,2.14,11586
1630,32215,2.14,11586
1631,27569,2.14,11586
1632,32212,2.14,11586
1633,27581,2.14,11586
1634,27593,2.14,11586
1635,27555,2.14,11586
1636,27516,2.14,11586
1637,27518,2.14,11586
1638,27529,2.14,11586
1639,27508,2.14,11586
1640,27509,2.14,11586
1641,27520,2.13.1,11585
1642,27502,2.14,11586
1643,32226,2.14,11586
1644,27517,2.14,11586
1645,27524,2.14,11586
1646,27574,2.13,11584
1647,27443,2.13.1,11585
1648,27442,2.13.1,11585
1649,27472,2.13.1,11585
1650,29015,2.13.1,11585
1651,26647,2.13.1,11585
1652,27416,2.13.1,11585
1653,27576,2.13.1,11585
1654,27398,2.13.1,11585
1655,32420,2.13.1,11585
1656,28702,2.12,11583
1657,31897,2.14,11586
1658,31629,2.13.1,11585
1659,27376,2.14,11586
1660,27371,2.14,11586
1661,27377,2.14,11586
1662,27370,2.13.1,11585
1663,27364,2.13.1,11585
1664,27542,2.13,11584
1665,27354,2.14,11586
1666,28141,2.13,11584
1667,27219,2.13.1,11585
1668,27300,2.13,11584
1669,27286,2.13.1,11585
1670,27476,2.13.1,11585
1671,27439,2.13.1,11585
1672,27378,2.13.1,11585
1673,27224,2.13.1,11585
1674,27221,2.9,11579
1675,27792,2.13.1,11585
1676,31607,2.13,11584
1677,27144,2.12,11583
1678,27162,2.13.1,11585
1679,26993,2.13.1,11585
1680,27142,2.0,11565
1681,27133,2.13,11584
1682,27133,2.13.1,11585
1683,32197,2.13.1,11585
1684,27975,2.13,11584
1685,27186,2.13.1,11585
1686,27139,2.13.1,11585
1687,27104,2.0,11565
1688,27090,2.14,11586
1689,27081,2.13,11584
1690,27062,2.13,11584
1691,27115,2.13.1,11585
1692,27061,2.11,11582
1693,27060,2.13.1,11585
1694,27959,2.11,11582
1695,27126,2.13,11584
1696,32173,2.13,11584
1697,27194,2.13,11584
1698,27039,2.13,11584
1699,27012,2.13,11584
1700,31435,2.13,11584
1701,26988,2.13,11584
1702,32210,2.12,11583
1703,27102,2.13,11584
1704,26775,2.13,11584
1705,26990,2.13,11584
1706,32169,2.13,11584
1707,26986,2.13,11584
1708,26960,2.13,11584
1709,26857,2.12,11583
1710,32174,2.13,11584
1711,26925,2.13,11584
1712,26905,2.13,11584
1713,32155,2.11,11582
1714,27394,2.13,11584
1715,26924,2.13,11584
1716,26893,2.12,11583
1717,32158,2.11,11582
1718,32158,2.12,11583
1719,31402,2.13,11584
1720,32156,2.12,11583
1721,32208,2.14,11586
1722,26805,2.2,11570
1723,26911,2.13,11584
1724,27121,2.10,11580
1725,26820,2.12,11583
1726,26795,2.11,11582
1727,32134,2.12,11583
1728,26777,2.11,11582
1729,26958,2.12,11583
1730,27988,2.13,11584
1731,26723,2.12,11583
1732,26932,2.12,11583
1733,32112,2.11,11582
1734,32195,2.12,11583
1735,32123,2.11,11582
1736,27187,2.12,11583
1737,26673,2.12,11583
1738,28394,2.11,11582
1739,27113,2.12,11583
1740,30952,2.12,11583
1741,26767,2.11,11582
1742,26767,2.12,11583
1743,31583,2.11,11582
1744,30918,2.10,11580
1745,30918,2.11,11582
1746,27446,2.12,11583
1747,30896,2.12,11583
1748,30691,2.12,11583
1749,28422,2.12,11583
1750,30712,2.12,11583
1751,32120,2.12,11583
1752,26665,2.12,11583
1753,30968,2.11,11582
1754,30968,2.12,11583
1755,30977,2.12,11583
1756,26644,2.12,11583
1757,26679,2.12,11583
1758,30947,2.12,11583
1759,27365,2.12,11583
1760,32092,2.11,11582
1761,29714,2.12,11583
1762,30882,2.11,11582
1763,31407,2.9,11579
1764,30257,2.11,11582
1765,28890,2.11,11582
1766,27342,2.11,11582
1767,29389,2.11,11582
1768,30884,2.11,11582
1769,30876,2.11,11582
1770,26916,2.12,11583
1771,30877,2.11,11582
1772,31335,2.11,11582
1773,26609,2.11,11582
1774,32421,2.9,11579
1775,27881,2.11,11582
1776,27627,2.11,11582
1777,27627,2.12,11583
1778,32187,2.11,11582
1779,31139,2.11,11582
1780,30915,2.11,11582
1781,32202,2.11,11582
1782,29092,2.11,11582
1783,26715,2.11,11582
1784,30801,2.11,11582
1785,26765,2.12,11583
1786,30838,2.11,11582
1787,32188,2.11,11582
1788,31977,2.11,11582
1789,28354,2.11,11582
1790,26836,2.11,11582
1791,31653,2.11,11582
1792,30907,2.11,11582
1793,32371,2.11,11582
1794,26714,2.11,11582
1795,26745,2.11,11582
1796,27268,2.8,11578
1797,32366,2.11,11582
1798,30500,2.10.1,11581
1799,32182,2.11,11582
1800,31648,2.10,11580
1801,27213,2.11,11582
1802,32242,2.11,11582
1803,30930,2.11,11582
1804,29537,2.11,11582
1805,31403,2.10,11580
1806,31505,2.11,11582
1807,30948,2.11,11582
1808,26748,2.11,11582
1809,30813,2.11,11582
1810,30898,2.11,11582
1811,32166,2.9,11579
1812,32308,2.11,11582
1813,27275,2.11,11582
1814,30539,2.5,11575
1815,30932,2.8,11578
1816,31404,2.11,11582
1817,28681,2.11,11582
1818,27724,2.8,11578
1819,32361,2.9,11579
1820,30906,2.10,11580
1821,30906,2.11,11582
1822,32165,2.9,11579
1823,31394,2.11,11582
1824,31400,2.9,11579
1825,28099,2.11,11582
1826,30608,2.11,11582
1827,30931,2.11,11582
1828,29347,2.11,11582
1829,32022,2.11,11582
1830,31401,2.11,11582
1831,30964,2.11,11582
1832,30958,2.11,11582
1833,28640,2.11,11582
1834,31630,2.11,11582
1835,31388,2.11,11582
1836,30878,2.10,11580
1837,30878,2.11,11582
1838,27310,2.11,11582
1839,32357,2.10,11580
1840,31397,2.10,11580
1841,29179,2.11,11582
1842,30957,2.8,11578
1843,30966,2.10,11580
1844,28500,2.6,11576
1845,28500,2.7,11577
1846,28500,2.8,11578
1847,28500,2.9,11579
1848,28500,2.10,11580
1849,30881,2.11,11582
1850,30630,2.10,11580
1851,31337,2.10,11580
1852,30350,2.11,11582
1853,30893,2.8,11578
1854,30871,2.10,11580
1855,31364,2.10,11580
1856,31320,2.10,11580
1857,26751,2.5,11575
1858,30904,2.10,11580
1859,30870,2.10,11580
1860,32362,2.10,11580
1861,30917,2.9,11579
1862,30807,2.10,11580
1863,31479,2.9,11579
1864,30808,2.8,11578
1865,31264,2.5,11575
1866,30865,2.10,11580
1867,29604,2.10,11580
1868,32184,2.10,11580
1869,30425,2.9,11579
1870,32404,2.10,11580
1871,31382,2.9,11579
1872,31382,2.10,11580
1873,28600,2.10,11580
1874,27112,2.10,11580
1875,30825,2.9,11579
1876,30825,2.10,11580
1877,31651,2.7,11577
1878,31391,2.10,11580
1879,32376,2.10,11580
1880,30816,2.10,11580
1881,31386,2.10,11580
1882,30830,2.9,11579
1883,27167,2.10,11580
1884,27438,2.10,11580
1885,32175,2.9,11579
1886,32175,2.10,11580
1887,30227,2.10,11580
1888,30345,2.10,11580
1889,30908,2.9,11579
1890,30946,2.9,11579
1891,26578,2.9,11579
1892,30845,2.6,11576
1893,30346,2.6,11576
1894,30346,2.7,11577
1895,30346,2.8,11578
1896,30346,2.9,11579
1897,27837,2.9,11579
1898,31380,2.9,11579
1899,31006,2.9,11579
1900,31389,2.9,11579
1901,31385,2.9,11579
1902,30764,2.9,11579
1903,30301,2.9,11579
1904,30844,2.8,11578
1905,27742,2.9,11579
1906,30219,2.10,11580
1907,32225,2.6,11576
1908,32243,2.8,11578
1909,32243,2.9,11579
1910,27223,2.9,11579
1911,30584,2.9,11579
1912,30652,2.8,11578
1913,30638,2.9,11579
1914,30308,2.9,11579
1915,27235,2.8,11578
1916,31379,2.9,11579
1917,31387,2.9,11579
1918,30848,2.5,11575
1919,26773,2.9,11579
1920,31376,2.9,11579
1921,30112,2.8,11578
1922,30112,2.9,11579
1923,26866,2.9,11579
1924,31371,2.9,11579
1925,29401,2.8,11578
1926,29401,2.9,11579
1927,31462,2.6,11576
1928,31370,2.9,11579
1929,30318,2.9,11579
1930,29353,2.9,11579
1931,26661,2.9,11579
1932,30270,2.9,11579
1933,28398,2.9,11579
1934,28542,2.8,11578
1935,29114,2.9,11579
1936,30840,2.7,11577
1937,31374,2.9,11579
1938,30950,2.9,11579
1939,30756,2.8,11578
1940,30778,2.8,11578
1941,31377,2.8,11578
1942,27389,2.9,11579
1943,32200,2.8,11578
1944,30767,2.8,11578
1945,30834,2.8,11578
1946,28244,2.8,11578
1947,31367,2.7,11577
1948,31367,2.8,11578
1949,30306,2.8,11578
1950,30319,2.8,11578
1951,31636,2.8,11578
1952,29941,2.8,11578
1953,26551,2.8,11578
1954,30833,2.8,11578
1955,30371,2.8,11578
1956,30439,2.8,11578
1957,30623,2.8,11578
1958,27272,2.8,11578
1959,29402,2.8,11578
1960,30430,2.8,11578
1961,31366,2.4,11573
1962,31361,2.8,11578
1963,32341,2.8,11578
1964,32150,2.7,11577
1965,30796,2.8,11578
1966,31357,2.7,11577
1967,32343,2.8,11578
1968,30277,2.8,11578
1969,31650,2.8,11578
1970,31654,2.8,11578
1971,31150,2.8,11578
1972,30228,2.7,11577
1973,27353,2.8,11578
1974,30433,2.8,11578
1975,28021,2.8,11578
1976,30236,2.6,11576
1977,30736,2.8,11578
1978,27280,2.8,11578
1979,29652,2.8,11578
1980,30421,2.8,11578
1981,30779,2.7,11577
1982,30410,2.8,11578
1983,30263,2.8,11578
1984,30812,2.8,11578
1985,30213,2.8,11578
1986,30673,2.4.1,11574
1987,30673,2.8,11578
1988,31354,2.8,11578
1989,30753,2.8,11578
1990,30427,2.8,11578
1991,30784,2.8,11578
1992,30280,2.8,11578
1993,27689,2.8,11578
1994,30675,2.8,11578
1995,31971,2.8,11578
1996,32457,2.7,11577
1997,31351,2.8,11578
1998,32410,2.8,11578
1999,32323,2.7,11577
2000,31358,2.7,11577
2001,30711,2.5,11575
2002,30842,2.8,11578
2003,30788,2.8,11578
2004,27608,2.8,11578
2005,29330,2.7,11577
2006,30781,2.4.1,11574
2007,30775,2.7,11577
2008,27536,2.7,11577
2009,30497,2.6,11576
2010,28996,2.7,11577
2011,31355,2.7,11577
2012,30832,2.7,11577
2013,30233,2.7,11577
2014,30209,2.7,11577
2015,31347,2.7,11577
2016,30491,2.6,11576
2017,31513,2.7,11577
2018,31350,2.6,11576
2019,31350,2.7,11577
2020,32340,2.5,11575
2021,32257,2.7,11577
2022,30725,2.7,11577
2023,30755,2.7,11577
2024,30523,2.7,11577
2025,30680,2.7,11577
2026,30860,2.7,11577
2027,30780,2.7,11577
2028,30251,2.6,11576
2029,30251,2.7,11577
2030,30599,2.7,11577
2031,31349,2.7,11577
2032,30403,2.6,11576
2033,30829,2.7,11577
2034,31344,2.6,11576
2035,30244,2.6,11576
2036,31346,2.6,11576
2037,31340,2.7,11577
2038,29399,2.0.1,11566
2039,31341,2.6,11576
2040,27006,2.7,11577
2041,28436,2.7,11577
2042,31332,2.6,11576
2043,27037,2.6,11576
2044,32348,2.6,11576
2045,30521,2.6,11576
2046,30696,2.6,11576
2047,30671,2.6,11576
2048,30714,2.6,11576
2049,30758,2.6,11576
2050,30646,2.6,11576
2051,30770,2.6,11576
2052,31328,2.6,11576
2053,32029,2.6,11576
2054,30634,2.6,11576
2055,30661,2.6,11576
2056,30706,2.6,11576
2057,30589,2.6,11576
2058,28278,2.6,11576
2059,28408,2.6,11576
2060,31336,2.6,11576
2061,28975,2.6,11576
2062,32133,2.6,11576
2063,30743,2.6,11576
2064,30679,2.6,11576
2065,30632,2.6,11576
2066,30655,2.4,11573
2067,30655,2.4.1,11574
2068,30655,2.5,11575
2069,30742,2.6,11576
2070,30407,2.6,11576
2071,28538,2.5,11575
2072,30744,2.6,11576
2073,30285,2.5,11575
2074,27129,2.5,11575
2075,30819,2.5,11575
2076,31329,2.5,11575
2077,26640,2.5,11575
2078,26831,2.5,11575
2079,30163,2.4.1,11574
2080,30363,2.5,11575
2081,30747,2.5,11575
2082,30610,2.4.1,11574
2083,30610,2.5,11575
2084,28246,2.4.1,11574
2085,28246,2.5,11575
2086,30645,2.5,11575
2087,27934,2.5,11575
2088,32251,2.5,11575
2089,30607,2.5,11575
2090,30628,2.5,11575
2091,28456,2.5,11575
2092,28367,2.5,11575
2093,32305,2.5,11575
2094,29950,2.5,11575
2095,27436,2.5,11575
2096,30611,2.5,11575
2097,28452,2.4.1,11574
2098,28452,2.5,11575
2099,29790,2.5,11575
2100,29855,2.5,11575
2101,28523,2.5,11575
2102,29683,2.4.1,11574
2103,30556,2.5,11575
2104,27086,2.14,11586
2105,28289,2.3.1,11572
2106,28289,2.4.1,11574
2107,28302,2.5,11575
2108,30637,2.5,11575
2109,32405,2.5,11575
2110,27220,2.5,11575
2111,32091,2.5,11575
2112,30299,2.5,11575
2113,28121,2.4.1,11574
2114,30624,2.4.1,11574
2115,32393,2.5,11575
2116,30324,2.4.1,11574
2117,30621,2.4.1,11574
2118,32333,2.5,11575
2119,30165,2.4.1,11574
2120,27634,2.4.1,11574
2121,32196,2.5,11575
2122,27238,2.2,11570
2123,28310,2.4.1,11574
2124,27753,2.4.1,11574
2125,31315,2.4.1,11574
2126,27304,2.5,11575
2127,30616,2.3.1,11572
2128,30617,2.4.1,11574
2129,30416,2.4.1,11574
2130,30709,2.4,11573
2131,30339,2.4,11573
2132,30339,2.4.1,11574
2133,30339,2.5,11575
2134,31468,2.4,11573
2135,31468,2.4.1,11574
2136,31468,2.5,11575
2137,30203,2.5,11575
2138,32342,2.4.1,11574
2139,26659,2.4.1,11574
2140,27541,2.4.1,11574
2141,32216,2.4,11573
2142,29325,2.4.1,11574
2143,31230,2.4,11573
2144,32238,2.4.1,11574
2145,28808,2.4,11573
2146,31314,2.4.1,11574
2147,30699,2.4.1,11574
2148,31319,2.4.1,11574
2149,30272,2.3,11571
2150,30563,2.4.1,11574
2151,31318,2.4.1,11574
2152,31321,2.4,11573
2153,31321,2.4.1,11574
2154,32429,2.3.1,11572
2155,31301,2.4.1,11574
2156,27937,2.4,11573
2157,27937,2.4.1,11574
