,issue_id,fixVersion_name,fixVersion_id
2049,65415,7.5,14693
2050,65413,6.7,13972
2051,65402,6.7,13972
2052,65389,6.6-M3,14040
2053,65389,6.6,13961
2054,65380,6.7,13972
2055,65376,6.7,13972
2056,65372,6.7,13972
2057,65371,6.6-M3,14040
2058,65371,6.6,13961
2059,65370,6.6-M3,14040
2060,65370,6.6,13961
2061,65361,6.6-M3,14040
2062,65361,6.6,13961
2063,65353,6.7,13972
2064,65346,7.4,14549
2065,65337,6.7,13972
2066,65327,6.6-M3,14040
2067,65327,6.6,13961
2068,65296,6.6-M3,14040
2069,65296,6.6,13961
2070,65275,6.6-M3,14040
2071,65275,6.6,13961
2072,65271,7.8,14939
2073,65220,7.4,14549
2074,65205,6.6-M3,14040
2075,65205,6.6,13961
2076,65183,6.7,13972
2077,65171,6.6-M3,14040
2078,65171,6.6,13961
2079,65128,6.6-M3,14040
2080,65128,6.6,13961
2081,65127,6.6-M3,14040
2082,65127,6.6,13961
2083,65124,7.1,14178
2084,65122,6.6-M3,14040
2085,65122,6.6,13961
2086,65119,6.6-M3,14040
2087,65119,6.6,13961
2088,65117,6.7,13972
2089,65116,6.6-M3,14040
2090,65116,6.6,13961
2091,65115,6.7,13972
2092,65102,6.7,13972
2093,65100,6.6-M3,14040
2094,65100,6.6,13961
2095,65099,6.6-M3,14040
2096,65099,6.6,13961
2097,65084,6.7,13972
2098,65083,6.7,13972
2099,65082,6.7,13972
2100,65081,6.7,13972
2101,65063,6.7,13972
2102,65056,7.0,14041
2103,65049,6.6-M3,14040
2104,65049,6.6,13961
2105,65047,6.7,13972
2106,65028,7.0,14041
2107,65012,6.4,13697
2108,65001,6.7,13972
2109,64994,7.2,14213
2110,63911,6.6-M3,14040
