index,failed_gp1_bs1_n_bursts_mean,failed_gp1_bs1_n_bursts_median,failed_gp1_bs1_n_bursts_max,failed_gp1_bs1_n_bursts_min,failed_gp1_bs1_burst_size_mean,failed_gp1_bs1_burst_size_median,failed_gp1_bs1_burst_size_max,failed_gp1_bs1_burst_size_min,failed_gp1_bs2_n_bursts_mean,failed_gp1_bs2_n_bursts_median,failed_gp1_bs2_n_bursts_max,failed_gp1_bs2_n_bursts_min,failed_gp1_bs2_burst_size_mean,failed_gp1_bs2_burst_size_median,failed_gp1_bs2_burst_size_max,failed_gp1_bs2_burst_size_min,failed_gp1_bs3_n_bursts_mean,failed_gp1_bs3_n_bursts_median,failed_gp1_bs3_n_bursts_max,failed_gp1_bs3_n_bursts_min,failed_gp1_bs3_burst_size_mean,failed_gp1_bs3_burst_size_median,failed_gp1_bs3_burst_size_max,failed_gp1_bs3_burst_size_min,failed_gp2_bs1_n_bursts_mean,failed_gp2_bs1_n_bursts_median,failed_gp2_bs1_n_bursts_max,failed_gp2_bs1_n_bursts_min,failed_gp2_bs1_burst_size_mean,failed_gp2_bs1_burst_size_median,failed_gp2_bs1_burst_size_max,failed_gp2_bs1_burst_size_min,failed_gp2_bs2_n_bursts_mean,failed_gp2_bs2_n_bursts_median,failed_gp2_bs2_n_bursts_max,failed_gp2_bs2_n_bursts_min,failed_gp2_bs2_burst_size_mean,failed_gp2_bs2_burst_size_median,failed_gp2_bs2_burst_size_max,failed_gp2_bs2_burst_size_min,failed_gp2_bs3_n_bursts_mean,failed_gp2_bs3_n_bursts_median,failed_gp2_bs3_n_bursts_max,failed_gp2_bs3_n_bursts_min,failed_gp2_bs3_burst_size_mean,failed_gp2_bs3_burst_size_median,failed_gp2_bs3_burst_size_max,failed_gp2_bs3_burst_size_min,failed_gp3_bs1_n_bursts_mean,failed_gp3_bs1_n_bursts_median,failed_gp3_bs1_n_bursts_max,failed_gp3_bs1_n_bursts_min,failed_gp3_bs1_burst_size_mean,failed_gp3_bs1_burst_size_median,failed_gp3_bs1_burst_size_max,failed_gp3_bs1_burst_size_min,failed_gp3_bs2_n_bursts_mean,failed_gp3_bs2_n_bursts_median,failed_gp3_bs2_n_bursts_max,failed_gp3_bs2_n_bursts_min,failed_gp3_bs2_burst_size_mean,failed_gp3_bs2_burst_size_median,failed_gp3_bs2_burst_size_max,failed_gp3_bs2_burst_size_min,failed_gp3_bs3_n_bursts_mean,failed_gp3_bs3_n_bursts_median,failed_gp3_bs3_n_bursts_max,failed_gp3_bs3_n_bursts_min,failed_gp3_bs3_burst_size_mean,failed_gp3_bs3_burst_size_median,failed_gp3_bs3_burst_size_max,failed_gp3_bs3_burst_size_min
2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
3,0.41816143497757846,0.0,106.0,0.0,2.0857908847184987,1.0,88.0,0.0,0.15807174887892378,0.0,35.0,0.0,3.872340425531915,2.0,88.0,0.0,0.07399103139013453,0.0,17.0,0.0,6.0,4.0,88.0,0.0,0.3217488789237668,0.0,94.0,0.0,2.313588850174216,1.0,89.0,0.0,0.13565022421524664,0.0,37.0,0.0,4.115702479338843,2.0,89.0,0.0,0.06726457399103139,0.0,20.0,0.0,6.266666666666667,4.0,89.0,0.0,0.25448430493273544,0.0,90.0,0.0,2.392070484581498,1.0,89.0,0.0,0.10538116591928251,0.0,38.0,0.0,4.361702127659575,3.0,89.0,0.0,0.05605381165919283,0.0,22.0,0.0,6.44,4.0,89.0,0.0
4,0.6166666666666667,0.0,24.0,0.0,1.4954954954954955,1.0,6.0,0.0,0.17222222222222222,0.0,10.0,0.0,2.774193548387097,2.0,6.0,0.0,0.07222222222222222,0.0,3.0,0.0,3.8461538461538463,4.0,6.0,0.0,0.5111111111111111,0.0,23.0,0.0,1.5434782608695652,1.0,6.0,0.0,0.15555555555555556,0.0,10.0,0.0,2.7857142857142856,2.0,6.0,0.0,0.06666666666666667,0.0,3.0,0.0,3.8333333333333335,3.5,6.0,0.0,0.4111111111111111,0.0,21.0,0.0,1.7837837837837838,1.0,6.0,0.0,0.16111111111111112,0.0,11.0,0.0,3.0,2.0,6.0,0.0,0.07777777777777778,0.0,3.0,0.0,4.071428571428571,4.0,6.0,0.0
5,0.7222222222222222,0.0,30.0,0.0,1.5054945054945055,1.0,6.0,0.0,0.19047619047619047,0.0,11.0,0.0,2.9166666666666665,3.0,6.0,0.0,0.10317460317460317,0.0,6.0,0.0,3.6923076923076925,3.0,6.0,0.0,0.5634920634920635,0.0,26.0,0.0,1.732394366197183,1.0,6.0,0.0,0.19047619047619047,0.0,11.0,0.0,3.1666666666666665,3.0,6.0,0.0,0.11904761904761904,0.0,8.0,0.0,3.8666666666666667,4.0,6.0,0.0,0.49206349206349204,0.0,25.0,0.0,1.8548387096774193,1.0,6.0,0.0,0.18253968253968253,0.0,11.0,0.0,3.3043478260869565,3.0,6.0,0.0,0.11904761904761904,0.0,8.0,0.0,4.0,4.0,6.0,0.0
6,0.5263157894736842,0.0,17.0,0.0,1.6333333333333333,1.0,10.0,0.0,0.19298245614035087,0.0,6.0,0.0,2.727272727272727,2.0,10.0,0.0,0.07017543859649122,0.0,2.0,0.0,4.0,3.0,10.0,0.0,0.43859649122807015,0.0,14.0,0.0,1.8133333333333332,1.0,11.0,0.0,0.1695906432748538,0.0,5.0,0.0,3.103448275862069,2.0,11.0,0.0,0.08187134502923976,0.0,3.0,0.0,4.285714285714286,4.0,11.0,0.0,0.3567251461988304,0.0,15.0,0.0,2.0163934426229506,1.0,11.0,0.0,0.16374269005847952,0.0,5.0,0.0,3.2142857142857144,2.5,11.0,0.0,0.08187134502923976,0.0,2.0,0.0,4.428571428571429,4.0,11.0,0.0
7,0.3141025641025641,0.0,5.0,0.0,1.2857142857142858,1.0,5.0,0.0,0.057692307692307696,0.0,1.0,0.0,2.5555555555555554,2.0,5.0,0.0,0.019230769230769232,0.0,1.0,0.0,3.6666666666666665,3.0,5.0,0.0,0.2692307692307692,0.0,5.0,0.0,1.2142857142857142,1.0,3.0,0.0,0.04487179487179487,0.0,1.0,0.0,2.2857142857142856,2.0,3.0,0.0,0.01282051282051282,0.0,1.0,0.0,3.0,3.0,3.0,0.0,0.1858974358974359,0.0,5.0,0.0,1.103448275862069,1.0,2.0,0.0,0.019230769230769232,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
9,0.3888888888888889,0.0,2.0,0.0,1.8571428571428572,1.0,4.0,0.0,0.16666666666666666,0.0,1.0,0.0,3.0,3.0,4.0,0.0,0.1111111111111111,0.0,1.0,0.0,3.5,3.5,4.0,0.0,0.2222222222222222,0.0,2.0,0.0,2.5,2.5,4.0,0.0,0.16666666666666666,0.0,1.0,0.0,3.0,3.0,4.0,0.0,0.1111111111111111,0.0,1.0,0.0,3.5,3.5,4.0,0.0,0.16666666666666666,0.0,1.0,0.0,2.0,1.0,4.0,0.0,0.05555555555555555,0.0,1.0,0.0,4.0,4.0,4.0,0.0,0.05555555555555555,0.0,1.0,0.0,4.0,4.0,4.0,0.0
10,0.4825174825174825,0.0,9.0,0.0,1.7246376811594204,1.0,7.0,0.0,0.16783216783216784,0.0,4.0,0.0,3.0833333333333335,2.0,7.0,0.0,0.07692307692307693,0.0,2.0,0.0,4.363636363636363,4.0,7.0,0.0,0.4195804195804196,0.0,9.0,0.0,1.9333333333333333,1.0,13.0,0.0,0.15384615384615385,0.0,4.0,0.0,3.5454545454545454,2.5,13.0,0.0,0.07692307692307693,0.0,2.0,0.0,5.090909090909091,3.0,13.0,0.0,0.34965034965034963,0.0,8.0,0.0,2.12,1.0,13.0,0.0,0.13986013986013987,0.0,3.0,0.0,3.8,2.5,13.0,0.0,0.06993006993006994,0.0,2.0,0.0,5.6,4.0,13.0,0.0
11,0.125,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.125,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.125,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
12,0.2857142857142857,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.2857142857142857,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
13,0.5,0.0,2.0,0.0,1.4,1.0,2.0,0.0,0.2,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.2,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.2,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
14,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
15,0.3333333333333333,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.3333333333333333,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.16666666666666666,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
16,0.47839318320146074,0.0,200.0,0.0,1.7493638676844783,1.0,88.0,0.0,0.1503347534996957,0.0,63.0,0.0,3.3846153846153846,2.0,88.0,0.0,0.06695069993913573,0.0,27.0,0.0,5.109090909090909,4.0,88.0,0.0,0.3944004869141814,0.0,181.0,0.0,1.9012345679012346,1.0,89.0,0.0,0.14059646987218502,0.0,67.0,0.0,3.5281385281385282,2.0,89.0,0.0,0.06695069993913573,0.0,35.0,0.0,5.209090909090909,3.5,89.0,0.0,0.3256238587948874,0.0,179.0,0.0,2.005607476635514,1.0,89.0,0.0,0.12111990261716372,0.0,69.0,0.0,3.7035175879396984,3.0,89.0,0.0,0.0620815581253804,0.0,35.0,0.0,5.323529411764706,3.5,89.0,0.0
17,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
