,issue_id,label
1301,60525,lambda
1302,60520,lambda
1303,60518,lambda
1304,60517,lambda
1305,60472,Atlas
1306,60466,Atlas
1307,60461,lambda
1308,60460,lambda
1309,60459,lambda
1310,60458,lambda
1311,60413,lambda
1312,60389,Atlas
1313,60377,Atlas
1314,60280,Atlas
1315,60258,Atlas
1316,60246,lambda
1317,60235,Atlas
1318,60232,lambda
1319,60222,lambda
1320,60210,Atlas
1321,60210,sprint-notifications
1322,60182,Lambda
1323,60181,Lambda
1324,60106,Atlas
1325,60104,lambda
1326,60098,lambda
1327,60086,Atlas
1328,60084,Atlas
1329,60083,Atlas
1330,60082,Atlas
1331,60052,Atlas
1332,60041,lambda
1333,60033,lambda
1334,60025,lambda
1335,60024,lambda
1336,60023,lambda
1337,60022,lambda
1338,60021,lambda
1339,60019,lambda
1340,60016,lambda
1341,60009,lambda
1342,60007,lambda
1343,60005,lambda
1344,59975,Atlas
1345,59964,Atlas
1346,59919,lambda
1347,59898,Atlas
1348,59896,Atlas
1349,59895,Atlas
1350,59894,Atlas
1351,59893,Atlas
1352,59892,Atlas
1353,59891,Atlas
1354,59890,Atlas
1355,59885,Atlas
1356,59882,Atlas
1357,59872,Atlas
1358,59867,Atlas
1359,59866,Atlas
1360,59865,Atlas
1361,59860,Atlas
1362,59859,Atlas
1363,59856,lambda
1364,59850,Atlas
1365,59843,lambda
1366,59841,Atlas
1367,59834,lambda
1368,59813,Atlas
1369,59811,Atlas
1370,59810,Atlas
1371,59807,Atlas
1372,59806,Atlas
1373,59805,Atlas
1374,59804,Atlas
1375,59802,Atlas
1376,59801,Atlas
1377,59699,scanner
1378,59679,Atlas
1379,59665,lambda
1380,59655,lambda
1381,59654,lambda
1382,59653,lambda
1383,59652,lambda
1384,59651,lambda
1385,59647,Atlas
1386,59591,lambda
1387,59570,Atlas
1388,59570,lambda
1389,59546,Atlas
1390,59546,cluster
1391,59541,lambda
1392,59534,lambda
1393,59520,Atlas
1394,59499,lambda
1395,59497,lambda
1396,59496,lambda
1397,59495,lambda
1398,59494,lambda
1399,59490,lambda
1400,59478,lambda
1401,59458,Atlas
1402,59457,Atlas
1403,59456,Atlas
1404,59455,Atlas
1405,59429,Atlas
1406,59415,lambda
1407,59379,Atlas
1408,59378,Atlas
1409,59376,Atlas
1410,59363,lambda
1411,59346,scanner
1412,59342,lambda
1413,59341,lambda
1414,59338,lambda
1415,59336,lambda
1416,59335,lambda
1417,59326,lambda
1418,59323,lambda
1419,59318,lambda
1420,59302,lambda
1421,59280,Atlas
1422,59277,lambda
1423,59274,lambda
1424,59261,lambda
1425,59255,lambda
1426,59237,Atlas
1427,59223,Atlas
1428,59223,sprint-performance
1429,59218,SonarCloud
1430,59213,lambda
1431,59212,lambda
1432,59211,lambda
1433,59190,lambda
1434,59186,scanner
1435,59182,lambda
1436,59181,lambda
1437,59180,lambda
1438,59179,lambda
1439,59175,lambda
1440,59170,Atlas
1441,59165,Atlas
1442,59164,Atlas
1443,59163,Atlas
1444,59159,Atlas
1445,59138,lambda
1446,59134,Atlas
1447,59108,lambda
1448,59107,Lambda
1449,59106,lambda
1450,59100,lambda
1451,59084,lambda
1452,59083,lambda
1453,59073,lambda
1454,59067,lambda
1455,59040,lambda
1456,59038,lambda
1457,59037,Atlas
1458,59016,lambda
1459,59011,lambda
1460,58992,lambda
1461,58988,Atlas
1462,58988,Scanners
1463,58987,Lambda
1464,58942,lambda
1465,58049,lambda
1466,58907,lambda
1467,58905,lambda
1468,58895,lambda
1469,58894,lambda
1470,58892,lambda
1471,58850,lambda
1472,58848,Atlas
1473,58847,Atlas
1474,58846,Atlas
1475,58846,lambda
1476,58845,Atlas
1477,58832,Atlas
1478,58829,Atlas
1479,58828,Atlas
1480,58827,Atlas
1481,58826,Atlas
1482,58825,Atlas
1483,58824,Atlas
1484,58821,hardening-issues-page
1485,58821,lambda
1486,58810,Atlas
1487,58797,Atlas
1488,58793,lambda
1489,58792,Atlas
1490,58785,Atlas
1491,58762,Atlas
1492,58748,Atlas
1493,58735,lambda
1494,58715,lambda
1495,58714,Atlas
1496,58705,Atlas
1497,58693,Atlas
1498,58669,lambda
1499,58668,lambda
1500,58653,lambda
1501,58625,lambda
1502,58622,lambda
1503,58620,lambda
1504,58619,lambda
1505,58615,lambda
1506,58595,lambda
1507,58591,lambda
1508,58576,lambda
1509,58572,lambda
1510,58538,lambda
1511,58532,lambda
1512,58531,lambda
1513,58530,lambda
1514,58529,lambda
1515,58528,lambda
1516,58525,lambda
1517,58524,lambda
1518,58523,lambda
1519,58522,lambda
1520,58504,lambda
1521,58501,Atlas
1522,58500,Atlas
1523,58498,lambda
1524,58459,lambda
1525,58438,Atlas
1526,58313,lambda
1527,58312,lambda
1528,58304,lambda
1529,58303,lambda
1530,58302,lambda
1531,58301,lambda
1532,58288,lambda
1533,58279,lambda
1534,58278,unified-ui
1535,58277,lambda
1536,58269,lambda
1537,58247,Atlas
1538,58246,Atlas
1539,58245,Atlas
1540,58220,Atlas
1541,58211,Atlas
1542,58182,Scanners
1543,58181,lambda
1544,58165,lambda
1545,58156,lambda
1546,58087,gravatar
1547,58048,lambda
1548,58038,lambda
1549,58037,lambda
1550,58027,lambda
1551,58026,lambda
1552,58025,lambda
1553,58024,lambda
1554,58023,lambda
1555,58014,lambda
1556,58012,Atlas
1557,58005,lambda
1558,57984,Atlas
1559,57966,Atlas
1560,57908,lambda
1561,57902,lambda
1562,57883,Atlas
1563,57871,lambda
1564,57870,lambda
1565,57869,lambda
1566,57845,lambda
1567,57840,Atlas
1568,57839,Atlas
1569,57836,Atlas
1570,57835,Atlas
1571,57834,Atlas
1572,57833,Atlas
1573,57826,lambda
1574,57821,hardening-jan-20
1575,57821,ost
1576,57819,lambda
1577,57807,Atlas
1578,57805,unified-ui
1579,57805,visual-consistency
1580,57804,lambda
1581,57803,lambda
1582,57803,unified-ui
1583,57802,lambda
1584,57749,lambda
1585,57731,lambda
1586,57696,lambda
1587,57693,Atlas
1588,57685,Atlas
1589,57633,Atlas
1590,57614,lambda
1591,57600,lambda
1592,57587,lambda
1593,57581,lambda
1594,57578,Atlas
1595,57576,lambda
1596,57552,lambda
1597,57551,lambda
1598,57550,lambda
1599,57549,deprecation
1600,57549,hardening-jacek
1601,57548,lambda
1602,57546,lambda
1603,57523,Atlas
1604,57511,lambda
1605,57509,lambda
1606,57501,Scanners
1607,57493,lambda
1608,57483,lambda
1609,57468,lambda
1610,57466,Atlas
1611,57465,lambda
1612,57456,lambda
1613,57454,lambda
1614,57453,Atlas
1615,57425,Atlas
1616,57411,Atlas
1617,57410,Atlas
1618,57405,Atlas
1619,57404,Atlas
1620,57403,Atlas
1621,57389,lambda
1622,57388,lambda
1623,57375,lambda
1624,57315,lambda
1625,57312,lambda
1626,57296,Atlas
1627,57292,lambda
1628,57266,scanner
1629,57250,Atlas
1630,57247,lambda
1631,57242,Atlas
1632,57240,Atlas
1633,57235,Atlas
1634,57234,Atlas
1635,57234,lambda
1636,57216,lambda
1637,57209,Atlas
1638,57192,lambda
1639,57161,Atlas
1640,57157,scanner
1641,57141,lambda
1642,57138,lambda
1643,57136,Atlas
1644,57133,lambda
1645,57128,lambda
1646,57116,lambda
1647,57114,lambda
1648,57112,lambda
1649,57105,lambda
1650,57083,Atlas
1651,57068,administration
1652,57068,lambda
1653,57022,lambda
1654,57020,lambda
1655,57016,lambda
1656,57009,Atlas
1657,56966,Atlas
1658,56965,lambda
1659,56962,Atlas
1660,56958,lambda
1661,56956,lambda
1662,56928,unified-ui
1663,56914,lambda
1664,56911,Atlas
1665,56904,lambda
1666,56903,lambda
1667,56872,Atlas
1668,56846,lambda
1669,56843,scanner
1670,56792,Atlas
1671,56784,lambda
1672,56780,lambda
1673,56770,Atlas
1674,56746,Atlas
1675,56734,lambda
1676,56727,Atlas
1677,56711,lambda
1678,56669,Atlas
1679,56655,Atlas
1680,56643,Atlas
1681,56642,Atlas
1682,56632,lambda
1683,56596,lambda
1684,56595,lambda
1685,56594,lambda
1686,56593,lambda
1687,56592,lambda
1688,56591,Atlas
1689,56588,lambda
1690,56587,lambda
1691,56584,Atlas
1692,56576,lambda
1693,56575,lambda
1694,56573,lambda
1695,56572,lambda
1696,56571,lambda
1697,56570,lambda
1698,56552,Atlas
1699,56551,Atlas
1700,56550,Atlas
1701,56549,Atlas
1702,56547,lambda
1703,56542,lambda
1704,56538,lambda
1705,56534,lambda
1706,56533,Atlas
1707,56530,lambda
1708,56521,Lambda
1709,56516,lambda
1710,56514,hardening-measures
1711,56514,lambda
1712,56448,lambda
1713,56447,lambda
1714,56442,lambda
1715,56440,lambda
1716,56438,lambda
1717,56425,Atlas
1718,56422,scanner
1719,56421,scanner
1720,56418,lambda
1721,56417,lambda
1722,56416,lambda
1723,56415,lambda
1724,56412,lambda
1725,56403,Atlas
1726,56383,scanner
1727,56381,scanner
1728,56371,Atlas
1729,56370,Atlas
1730,56344,Atlas
1731,56339,Atlas
1732,56336,Atlas
1733,56334,Atlas
1734,56320,lambda
1735,56314,Lambda
1736,56288,lambda
1737,56285,lambda
1738,56260,Atlas
1739,56241,lambda
1740,56230,lambda
1741,56224,lambda
1742,56221,lambda
1743,56219,lambda
1744,56218,lambda
1745,56217,lambda
1746,56213,lambda
1747,56210,lambda
1748,56209,lambda
1749,56199,Atlas
1750,56197,Atlas
1751,56196,Atlas
1752,56188,lambda
1753,56177,hardening-issues-page
1754,56176,lambda
1755,56175,lambda
1756,56147,Atlas
1757,56145,Atlas
1758,56134,scanner
1759,56134,web_services
1760,56131,lambda
1761,56130,lambda
1762,56127,Atlas
1763,56089,lambda
1764,56077,Atlas
1765,56077,ToBeDiscussed
1766,56077,lambda
1767,56076,Atlas
1768,56076,lambda
1769,56070,lambda
1770,56067,lambda
1771,56063,scanner
1772,56060,lambda
1773,56059,lambda
1774,56053,Atlas
1775,56051,api
1776,56048,Atlas
1777,56036,scanner
1778,56002,lambda
1779,55975,lambda
1780,55966,lambda
1781,55943,lambda
1782,55922,Atlas
1783,55922,lambda
1784,55883,lambda
1785,55881,lambda
1786,55880,lambda
1787,55870,lambda
1788,55866,lambda
1789,55853,lambda
1790,55851,lambda
1791,55849,lambda
1792,55846,lambda
1793,55825,lambda
1794,55781,Atlas
1795,55757,Atlas
1796,55706,lambda
1797,55703,lambda
1798,55683,scanner
1799,55668,lambda
1800,55666,lambda
1801,55661,lambda
1802,55660,lambda
1803,55639,Atlas
1804,55613,Atlas
1805,55611,Atlas
1806,55604,lambda
1807,55597,lambda
1808,55532,lambda
1809,55531,lambda
1810,55476,scanner
1811,55468,lambda
1812,55466,lambda
1813,55421,lambda
1814,55399,lambda
1815,55398,lambda
1816,55396,lambda
1817,55394,lambda
1818,55356,lambda
1819,55298,deprecation
1820,55286,Atlas
1821,55285,lambda
1822,55275,lambda
1823,55261,Atlas
1824,55232,lambda
1825,55230,lambda
1826,55225,lambda
1827,55223,lambda
1828,55217,Atlas
1829,55204,lambda
1830,55202,Atlas
1831,55201,lambda
1832,55192,Atlas
1833,55190,Atlas
1834,55189,Atlas
1835,55187,Atlas
1836,55186,Atlas
1837,55179,Atlas
1838,55178,Atlas
1839,55173,Atlas
1840,55172,Atlas
1841,55111,Atlas
1842,55110,Atlas
1843,55109,Atlas
1844,55106,Atlas
1845,55104,Atlas
1846,55100,Atlas
1847,55099,Atlas
1848,55092,lambda
1849,55087,lambda
1850,55086,lambda
1851,55085,lambda
1852,55084,lambda
1853,55083,lambda
1854,55061,Atlas
1855,55060,Atlas
1856,55054,Atlas
1857,55051,lambda
1858,55032,Atlas
1859,55032,Build
1860,55031,lambda
1861,54985,Atlas
1862,54971,lambda
1863,54965,lambda
1864,54959,lambda
1865,54956,lambda
1866,54955,lambda
1867,54946,Atlas
1868,54939,Atlas
1869,54909,accessibility
1870,54906,Lambda
1871,54898,Atlas
1872,54862,Atlas
1873,54856,Atlas
1874,54853,Atlas
1875,54853,lambda
1876,54832,Atlas
1877,54831,Atlas
1878,54830,Atlas
1879,54829,Atlas
1880,54828,Atlas
1881,54827,Atlas
1882,54806,lambda
1883,54804,lambda
1884,54761,lambda
1885,54753,lambda
1886,54739,Atlas
1887,54735,Atlas
1888,54730,Build
1889,54719,lambda
1890,54714,Atlas
1891,54713,Atlas
1892,54689,Atlas
1893,54675,lambda
1894,54636,lambda
1895,54634,lambda
1896,54622,Atlas
1897,54621,lambda
1898,54620,Atlas
1899,54619,lambda
1900,54592,Atlas
1901,54563,lambda
1902,54561,lambda
1903,54559,lambda
1904,54558,lambda
1905,54506,lambda
1906,54502,Atlas
1907,54498,Atlas
1908,54487,lambda
1909,54465,lambda
1910,54463,lambda
1911,54445,scanner
1912,54403,lambda
1913,54310,Atlas
1914,54301,lambda
1915,54280,lambda
1916,54259,Atlas
1917,54253,lambda
1918,54251,lambda
1919,54250,lambda
1920,54249,lambda
1921,54248,lambda
1922,54247,lambda
1923,54243,lambda
1924,54240,lambda
1925,54239,lambda
1926,54235,lambda
1927,54233,significant
1928,54226,lambda
1929,54222,lambda
1930,54219,lambda
1931,54212,lambda
1932,54181,lambda
1933,54148,lambda
1934,54147,lambda
1935,54146,lambda
1936,54119,Atlas
1937,54097,lambda
1938,54096,lambda
1939,54090,Atlas
1940,54089,Atlas
1941,54088,Atlas
1942,54082,Atlas
1943,54069,Atlas
1944,54068,lambda
1945,54067,lambda
1946,54066,lambda
1947,54065,lambda
1948,54064,lambda
1949,54063,lambda
1950,54061,Atlas
1951,54060,Atlas
1952,54058,Atlas
1953,54057,Atlas
1954,54043,Atlas
1955,54042,Atlas
1956,54041,Atlas
1957,54039,Atlas
1958,54037,Atlas
1959,53921,lambda
1960,53918,lambda
1961,53859,lambda
1962,53857,lambda
1963,53834,scanner
1964,53781,lambda
1965,53736,lambda
1966,53708,lambda
1967,53664,lambda
1968,53649,lambda
1969,53601,lambda
1970,53599,lambda
1971,53578,Atlas
1972,53578,lambda
1973,53541,lambda
1974,53531,lambda
1975,53492,Atlas
1976,53485,lambda
1977,53443,Atlas
1978,53416,Lambda
1979,53415,lambda
1980,53415,ui
1981,53415,user-experience
1982,53390,lambda
1983,53377,lambda
1984,53376,Atlas
1985,53376,lambda
1986,53367,lambda
1987,53359,Atlas
1988,53358,Atlas
1989,53320,lambda
1990,53306,lambda
1991,53247,lambda
1992,53241,lambda
1993,53239,lambda
1994,53238,lambda
1995,53210,lambda
1996,53206,lambda
1997,53196,Atlas
1998,53195,Atlas
1999,53194,Atlas
2000,53193,Atlas
2001,53192,Atlas
2002,53191,Atlas
2003,53190,Atlas
2004,53189,Atlas
2005,53188,Atlas
2006,53187,Atlas
2007,53186,Atlas
2008,53185,Atlas
2009,53184,Atlas
2010,53181,Atlas
2011,53179,Atlas
2012,53178,Atlas
2013,53177,Atlas
2014,53176,Atlas
2015,53175,Atlas
2016,53174,Atlas
2017,53173,Atlas
2018,53172,Atlas
2019,53171,Atlas
2020,53170,Atlas
2021,53169,Atlas
2022,53167,Atlas
2023,53166,Atlas
2024,53165,Atlas
2025,53149,lambda
2026,53123,scanner
2027,53096,lambda
2028,53095,lambda
2029,53078,lambda
2030,53077,lambda
2031,53076,lambda
2032,53064,Atlas
2033,53045,lambda
2034,53033,lambda
2035,53032,lambda
2036,53024,lambda
2037,53023,lambda
2038,53021,lambda
2039,53017,lambda
2040,53014,lambda
2041,53012,lambda
2042,53011,lambda
2043,53010,lambda
2044,53009,lambda
2045,53007,lambda
2046,52939,lambda
2047,52935,Atlas
2048,52858,lambda
2049,52833,Atlas
2050,52818,Atlas
2051,52817,Atlas
2052,52816,Atlas
2053,52815,lambda
2054,52813,lambda
2055,52812,Lambda
2056,52811,Atlas
2057,52803,Atlas
2058,52802,Atlas
2059,52801,Atlas
2060,52800,Lambda
2061,52799,Lambda
2062,52793,Atlas
2063,52791,Atlas
2064,52790,Atlas
2065,52789,Atlas
2066,52787,Atlas
2067,51507,lambda
2068,52738,lambda
2069,52714,Atlas
2070,52710,lambda
2071,52695,Atlas
2072,52669,lambda
2073,52667,lambda
2074,52637,Atlas
2075,52612,Atlas
2076,52591,Atlas
2077,52590,Atlas
2078,52589,Atlas
2079,52588,Atlas
2080,52586,Atlas
2081,52585,Atlas
2082,52584,lambda
2083,52583,lambda
2084,52582,lambda
2085,52559,lambda
2086,52558,lambda
2087,52553,lambda
2088,52548,lambda
2089,52547,Atlas
2090,52546,Atlas
2091,52545,Atlas
2092,52544,Atlas
2093,52541,Atlas
2094,52541,lambda
2095,52540,Atlas
2096,52538,Atlas
2097,52537,lambda
2098,52536,lambda
2099,52535,Atlas
2100,52532,lambda
2101,52531,lambda
2102,52530,lambda
2103,52528,lambda
2104,52501,lambda
2105,52490,Atlas
2106,52448,Atlas
2107,52439,lambda
2108,52426,lambda
2109,52425,lambda
2110,52424,lambda
2111,52415,lambda
2112,52408,hardening-jacek
2113,52400,Atlas
2114,52398,Atlas
2115,52392,Atlas
2116,52391,Atlas
2117,52390,Atlas
2118,52384,Atlas
2119,52382,Atlas
2120,52381,Atlas
2121,52379,Atlas
2122,52378,Atlas
2123,52377,Atlas
2124,52357,Atlas
2125,52354,Atlas
2126,52352,Atlas
2127,52329,lambda
2128,52325,lambda
2129,52324,lambda
2130,52322,Atlas
2131,52312,lambda
2132,52277,lambda
2133,52276,lambda
2134,52244,lambda
2135,52243,lambda
2136,52240,Atlas
2137,52239,Atlas
2138,52228,lambda
2139,52224,lambda
2140,52191,Atlas
2141,52190,lambda
2142,52140,Atlas
2143,52113,Atlas
2144,52086,lambda
2145,52068,lambda
2146,52027,lambda
2147,51989,Atlas
2148,51975,lambda
2149,51959,Atlas
2150,51950,lambda
2151,51949,lambda
2152,51932,Atlas
2153,51929,lambda
2154,51928,lambda
2155,51923,lambda
2156,51883,lambda
2157,51874,lambda
2158,51873,lambda
2159,51850,lambda
2160,51835,lambda
2161,51800,lambda
2162,51784,lambda
2163,51779,lambda
2164,51770,lambda
2165,51768,lambda
2166,51755,lambda
2167,51754,lambda
2168,51749,lambda
2169,51748,lambda
2170,51727,Atlas
2171,51723,lambda
2172,51718,lambda
2173,51717,lambda
2174,51689,lambda
2175,51686,Atlas
2176,51676,Atlas
2177,51656,lambda
2178,51644,lambda
2179,51643,lambda
2180,51621,lambda
2181,51617,lambda
2182,51616,lambda
2183,51608,lambda
2184,51607,lambda
2185,51606,lambda
2186,51595,Atlas
2187,51574,lambda
2188,51545,lambda
2189,51522,Atlas
2190,51521,Atlas
2191,51516,Atlas
2192,51495,Atlas
2193,51487,Atlas
2194,51450,lambda
2195,51449,lambda
2196,51436,lambda
2197,51435,lambda
2198,51434,lambda
2199,51433,lambda
2200,51432,lambda
2201,51430,lambda
2202,51429,lambda
2203,51428,lambda
2204,51427,lambda
2205,51424,lambda
2206,51422,lambda
2207,51419,lambda
2208,51418,lambda
2209,51417,lambda
2210,51399,Atlas
2211,51397,Atlas
2212,51378,lambda
2213,51377,lambda
2214,51376,lambda
2215,51375,lambda
2216,51368,lambda
2217,51363,Atlas
2218,51351,Atlas
2219,51316,Atlas
2220,51308,lambda
2221,51302,lambda
2222,51295,lambda
2223,51293,lambda
2224,51292,lambda
2225,51291,lambda
2226,51290,lambda
2227,51248,lambda
2228,51245,lambda
2229,51213,Lambda
2230,51187,lambda
2231,51154,Atlas
2232,51153,lambda
2233,51138,lambda
2234,51135,lambda
2235,51134,lambda
2236,51112,Atlas
2237,51101,lambda
2238,51071,lambda
2239,50961,lambda
2240,50949,lambda
2241,50948,lambda
2242,50946,lambda
2243,50945,lambda
2244,50944,lambda
2245,50943,lambda
2246,50942,lambda
2247,50941,lambda
2248,50939,lambda
2249,50928,lambda
2250,50926,lambda
2251,50922,lambda
2252,50921,lambda
2253,50920,lambda
2254,50919,lambda
2255,50918,lambda
2256,50917,lambda
2257,50916,lambda
2258,50915,lambda
2259,50914,lambda
2260,50901,lambda
2261,50900,Atlas
2262,50896,Atlas
2263,50895,Atlas
2264,50894,Atlas
2265,50879,lambda
2266,50861,lambda
2267,50860,lambda
2268,50849,Atlas
2269,50844,lambda
2270,50813,Atlas
2271,50810,Atlas
2272,50126,lambda
2273,50784,Atlas
2274,50784,windows
2275,50782,Atlas
2276,50781,lambda
2277,50775,Atlas
2278,50764,Atlas
2279,50711,lambda
2280,50710,lambda
2281,50689,lambda
2282,50650,Atlas
2283,50640,Atlas
2284,50634,lambda
2285,50633,lambda
2286,50632,lambda
2287,50564,lambda
2288,50515,Atlas
2289,50496,lambda
2290,50492,lambda
2291,50474,lambda
2292,50472,lambda
2293,50450,Atlas
2294,50442,lambda
2295,50440,lambda
2296,50431,lambda
2297,50416,lambda
2298,50412,Atlas
2299,50368,lambda
2300,50340,lambda
2301,50325,lambda
2302,50311,lambda
2303,50305,lambda
2304,50304,Atlas
2305,50257,Lambda
2306,50256,Lambda
2307,50255,Lambda
2308,50254,Atlas
2309,50253,Atlas
2310,50251,Atlas
2311,50250,Atlas
2312,50249,Atlas
2313,50248,lambda
2314,50246,lambda
2315,50245,lambda
2316,50244,lambda
2317,50243,Lambda
2318,50242,lambda
2319,50241,Atlas
2320,50238,lambda
2321,50232,lambda
2322,50231,lambda
2323,50229,Atlas
2324,50227,lambda
2325,50202,lambda
2326,50193,Atlas
2327,50189,lambda
2328,50183,lambda
2329,50167,lambda
2330,50166,lambda
2331,50141,lambda
2332,50139,lambda
2333,50138,lambda
2334,50137,lambda
2335,50136,lambda
2336,50129,lambda
2337,50120,Atlas
2338,50094,Lambda
2339,50093,Lambda
2340,50092,Atlas
2341,50091,Atlas
2342,50090,lambda
2343,50083,Atlas
2344,50077,Atlas
2345,50073,Atlas
2346,50058,lambda
2347,50056,lambda
2348,50054,lambda
2349,50052,lambda
2350,50049,Atlas
2351,50048,Atlas
2352,50009,lambda
2353,50002,lambda
2354,49975,Atlas
2355,49930,lambda
2356,49898,Atlas
2357,49895,Atlas
2358,49894,Atlas
2359,49891,lambda
2360,49877,lambda
2361,49875,lambda
2362,49873,lambda
2363,49872,lambda
2364,49869,lambda
2365,49849,Lambda
2366,49821,Atlas
2367,49815,lambda
2368,49809,lambda
2369,49797,lambda
2370,49791,lambda
2371,49788,lambda
2372,49787,lambda
2373,49781,lambda
2374,49774,Scanners
2375,49753,lambda
2376,49752,lambda
2377,49751,Atlas
2378,49710,lambda
2379,49689,lambda
2380,49688,lambda
2381,49684,lambda
2382,49682,lambda
2383,49649,Atlas
2384,49638,Atlas
2385,49631,lambda
2386,49605,lambda
2387,49604,lambda
2388,49586,lambda
2389,49580,Atlas
2390,49579,lambda
2391,49578,lambda
2392,49566,lambda
2393,49564,lambda
2394,49563,lambda
2395,49545,lambda
2396,49544,lambda
2397,49541,Atlas
2398,49532,lambda
2399,49527,lambda
2400,49524,lambda
2401,49517,lambda
2402,49516,lambda
2403,49515,lambda
2404,49514,lambda
2405,49511,Atlas
2406,49510,Atlas
2407,49507,Atlas
2408,49506,Atlas
2409,49505,Atlas
2410,49501,Atlas
2411,49500,Atlas
2412,49497,Atlas
2413,49496,Atlas
2414,49495,Atlas
2415,49494,Atlas
2416,49493,Atlas
2417,49492,Atlas
2418,49486,lambda
2419,49477,lambda
2420,49460,lambda
2421,49459,lambda
2422,49448,Atlas
2423,49368,Atlas
2424,49367,Atlas
2425,49365,Atlas
2426,49363,Atlas
2427,49324,lambda
2428,49319,lambda
2429,49192,Lambda
2430,49191,Atlas
2431,49188,Atlas
2432,49181,lambda
2433,49177,lambda
2434,49131,Atlas
2435,49128,Atlas
2436,49101,Atlas
2437,49081,lambda
2438,49077,Atlas
2439,49036,permissions
2440,49036,web_api
2441,49015,lambda
2442,49013,Atlas
2443,48974,lambda
2444,48972,Atlas
2445,48970,lambda
2446,48963,lambda
2447,48938,lambda
2448,48927,lambda
2449,48923,lambda
2450,48918,lambda
2451,48909,Atlas
2452,48895,lambda
2453,48892,lambda
2454,48890,Atlas
2455,48884,lambda
2456,48878,lambda
2457,48875,Atlas
2458,48874,deprecation
2459,48874,hardening-LTS-7.x
2460,48867,lambda
2461,48862,Atlas
2462,48858,Atlas
2463,48857,Atlas
2464,48847,lambda
2465,48846,Atlas
2466,48844,Atlas
2467,48840,Atlas
2468,48829,Atlas
2469,48812,lambda
2470,48800,Atlas
2471,48765,Atlas
2472,48744,lambda
2473,48740,lambda
2474,48740,sonarcloud
2475,48732,Atlas
2476,48722,Atlas
2477,48721,Scanners
2478,48706,lambda
2479,48682,lambda
2480,48674,Atlas
2481,48668,Atlas
2482,48665,Atlas
2483,48662,lambda
2484,48661,lambda
2485,48646,lambda
2486,48632,Atlas
2487,48632,lambda
2488,48603,Atlas
2489,48543,lambda
2490,48517,Atlas
2491,48511,lambda
2492,48507,lambda
2493,48309,lambda
2494,48293,lambda
2495,48260,lambda
2496,48207,Atlas
2497,48169,lambda
2498,48129,lambda
2499,48127,lambda
2500,48124,lambda
2501,48094,Atlas
2502,48085,Atlas
2503,48082,Atlas
2504,48081,Atlas
2505,48080,lambda
2506,48033,Atlas
2507,48026,Atlas
2508,47989,lambda
2509,47980,lambda
2510,47953,lambda-5.5-RC2
2511,47941,lambda
2512,47908,Atlas
2513,47905,Scanners
2514,47890,lambda
2515,47885,lambda
2516,47846,lambda
2517,47822,lambda
2518,47810,Scanners
2519,47809,Scanners
2520,47806,Atlas
2521,47802,Scanners
2522,47796,Scanners
2523,47780,deprecation
2524,47780,hardening-LTS-7.x
2525,47756,Atlas
2526,47725,lambda
2527,47724,lambda
2528,47695,Atlas
2529,47694,Atlas
2530,47665,Atlas
2531,47624,lambda
2532,47623,lambda-back-hardening-5.5
2533,47623,lambda-front-hardening-5.5
2534,47605,Atlas
2535,47604,lambda
2536,47591,Atlas
2537,47500,Atlas
2538,47492,lambda
2539,47490,lambda-front-hardening-5.5
2540,47474,lambda
2541,47457,lambda-front-hardening-5.5
2542,47448,Atlas
2543,47444,lambda-back-hardening-5.5
2544,47420,lambda-back-hardening-5.5
2545,47378,lambda
2546,47358,Atlas
2547,47357,Scanners
2548,47349,Atlas
2549,47341,lambda
2550,47336,Atlas
2551,47334,Atlas
2552,47324,background-tasks
2553,47255,lambda
2554,47253,lambda-back-hardening-5.5
2555,47243,lambda-back-hardening-5.5
2556,47228,Atlas
2557,47216,Atlas
2558,47215,Atlas
2559,47174,lambda
2560,47171,lambda
2561,47160,Atlas
2562,47152,lambda-back-hardening-5.5
2563,47101,lambda-5.5-RC2
2564,47096,lambda-back-hardening-5.5
2565,47094,lambda-hardening-5.5
2566,47080,lambda-front-hardening-5.5
2567,47079,Atlas
2568,47058,Atlas
2569,47016,Atlas
2570,47015,Atlas
2571,46990,lambda
2572,46959,lambda-front-hardening-5.5
2573,46946,lambda-back-hardening-5.5
2574,46927,lambda
2575,46876,lambda
2576,46787,Atlas
2577,46739,lambda
2578,46738,Atlas
2579,46734,Atlas
2580,46734,encoding
2581,46734,update_center
2582,46724,lambda
2583,46720,lambda
2584,46719,lambda
2585,46717,Atlas
2586,46716,Atlas
2587,46697,lambda-back-hardening-5.5
2588,46665,lambda
2589,46609,lambda
2590,46607,lambda-front-hardening-5.5
2591,46602,Atlas
2592,46600,Atlas
2593,46598,Atlas
2594,46571,lambda
2595,46520,lambda
2596,46465,Atlas
2597,46461,Atlas
2598,46458,lambda-back-hardening-5.5
2599,46452,Atlas
2600,46429,hardening-sprint
2601,46426,Atlas
2602,46345,lambda
2603,46336,lambda
2604,46319,Atlas
2605,46299,Atlas
2606,46298,lambda
2607,46293,lambda
2608,46290,lambda
2609,46281,lambda
2610,46280,lambda
2611,46268,Atlas
2612,46249,Atlas
2613,46237,lambda
2614,46216,Atlas
2615,46210,Atlas
2616,46208,lambda
2617,46182,Atlas
2618,46172,lambda
2619,46090,hardening-teryk
2620,46035,lambda
2621,46003,hardening-julienL
