,from_tag,from_sha,to_sha,ahead_by,behind_by,to_tag
483,6.5-M3,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,3f72c27bf24dcecfad0e0901797e6d166532de72,1424,0,6.7-RC1
484,6.5-M2,bcc8082815b493171a30ae32dfef9d9c278804a4,3f72c27bf24dcecfad0e0901797e6d166532de72,1491,0,6.7-RC1
485,6.5-M1,25592161f1698d5be10311cab517cd4824445945,3f72c27bf24dcecfad0e0901797e6d166532de72,1630,2,6.7-RC1
486,6.4,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,3f72c27bf24dcecfad0e0901797e6d166532de72,1816,0,6.7-RC1
487,6.7.7,4aa6d928f960303eb990d50c275513a517c85e69,353296630a2d150f48c76183e82188dfcaa42df0,0,518,6.6
488,6.7.6,302f75de1ec5df6e983970f3c76b86ee02b1cd26,353296630a2d150f48c76183e82188dfcaa42df0,0,506,6.6
489,6.7.5,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,353296630a2d150f48c76183e82188dfcaa42df0,0,490,6.6
490,6.7.4,b62b59da1adf991c41ed0730684f813d4116f6cc,353296630a2d150f48c76183e82188dfcaa42df0,0,463,6.6
491,6.7.3,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,353296630a2d150f48c76183e82188dfcaa42df0,0,443,6.6
492,6.7.2,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,353296630a2d150f48c76183e82188dfcaa42df0,0,428,6.6
493,6.7.1,426519346f51f7b980a76f9050f983110550509d,353296630a2d150f48c76183e82188dfcaa42df0,0,398,6.6
494,6.7,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,353296630a2d150f48c76183e82188dfcaa42df0,0,373,6.6
495,6.7-RC1,3f72c27bf24dcecfad0e0901797e6d166532de72,353296630a2d150f48c76183e82188dfcaa42df0,0,348,6.6
496,6.6-RC1,868e9ce285262e5277c158ea3c2082c379e81943,353296630a2d150f48c76183e82188dfcaa42df0,9,0,6.6
497,6.5,ef2ca5b33e5795b841d45e0b20fef3cb90391719,353296630a2d150f48c76183e82188dfcaa42df0,1055,0,6.6
498,6.5-RC2,fa58d92ea7145838c8030fc4611a4bdefe94b5de,353296630a2d150f48c76183e82188dfcaa42df0,1062,0,6.6
499,6.5-RC1,3861f8769afa40e556c63ff7f39a41f9f89f68fa,353296630a2d150f48c76183e82188dfcaa42df0,1077,0,6.6
500,6.5-M4,4815ccb899b0cff352dd979024afd46db878b692,353296630a2d150f48c76183e82188dfcaa42df0,1061,0,6.6
501,6.5-M3,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,353296630a2d150f48c76183e82188dfcaa42df0,1076,0,6.6
502,6.5-M2,bcc8082815b493171a30ae32dfef9d9c278804a4,353296630a2d150f48c76183e82188dfcaa42df0,1143,0,6.6
503,6.5-M1,25592161f1698d5be10311cab517cd4824445945,353296630a2d150f48c76183e82188dfcaa42df0,1282,2,6.6
504,6.4,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,353296630a2d150f48c76183e82188dfcaa42df0,1468,0,6.6
505,6.4-RC3,1f978d91e82d8ddbe49806ee6d32bc93e8f6a42f,353296630a2d150f48c76183e82188dfcaa42df0,1479,0,6.6
506,6.7.6,302f75de1ec5df6e983970f3c76b86ee02b1cd26,868e9ce285262e5277c158ea3c2082c379e81943,0,515,6.6-RC1
507,6.7.5,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,868e9ce285262e5277c158ea3c2082c379e81943,0,499,6.6-RC1
508,6.7.4,b62b59da1adf991c41ed0730684f813d4116f6cc,868e9ce285262e5277c158ea3c2082c379e81943,0,472,6.6-RC1
509,6.7.3,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,868e9ce285262e5277c158ea3c2082c379e81943,0,452,6.6-RC1
510,6.7.2,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,868e9ce285262e5277c158ea3c2082c379e81943,0,437,6.6-RC1
511,6.7.1,426519346f51f7b980a76f9050f983110550509d,868e9ce285262e5277c158ea3c2082c379e81943,0,407,6.6-RC1
512,6.7,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,868e9ce285262e5277c158ea3c2082c379e81943,0,382,6.6-RC1
513,6.7-RC1,3f72c27bf24dcecfad0e0901797e6d166532de72,868e9ce285262e5277c158ea3c2082c379e81943,0,357,6.6-RC1
514,6.6,353296630a2d150f48c76183e82188dfcaa42df0,868e9ce285262e5277c158ea3c2082c379e81943,0,9,6.6-RC1
515,6.5,ef2ca5b33e5795b841d45e0b20fef3cb90391719,868e9ce285262e5277c158ea3c2082c379e81943,1046,0,6.6-RC1
516,6.5-RC2,fa58d92ea7145838c8030fc4611a4bdefe94b5de,868e9ce285262e5277c158ea3c2082c379e81943,1053,0,6.6-RC1
517,6.5-RC1,3861f8769afa40e556c63ff7f39a41f9f89f68fa,868e9ce285262e5277c158ea3c2082c379e81943,1068,0,6.6-RC1
518,6.5-M4,4815ccb899b0cff352dd979024afd46db878b692,868e9ce285262e5277c158ea3c2082c379e81943,1052,0,6.6-RC1
519,6.5-M3,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,868e9ce285262e5277c158ea3c2082c379e81943,1067,0,6.6-RC1
520,6.5-M2,bcc8082815b493171a30ae32dfef9d9c278804a4,868e9ce285262e5277c158ea3c2082c379e81943,1134,0,6.6-RC1
521,6.5-M1,25592161f1698d5be10311cab517cd4824445945,868e9ce285262e5277c158ea3c2082c379e81943,1273,2,6.6-RC1
522,6.4,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,868e9ce285262e5277c158ea3c2082c379e81943,1459,0,6.6-RC1
523,6.4-RC3,1f978d91e82d8ddbe49806ee6d32bc93e8f6a42f,868e9ce285262e5277c158ea3c2082c379e81943,1470,0,6.6-RC1
524,6.4-RC2,8e826b1066ffea29958f8c5ac09244baa624dafd,868e9ce285262e5277c158ea3c2082c379e81943,1482,0,6.6-RC1
525,6.7.5,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,ef2ca5b33e5795b841d45e0b20fef3cb90391719,0,1545,6.5
526,6.7.4,b62b59da1adf991c41ed0730684f813d4116f6cc,ef2ca5b33e5795b841d45e0b20fef3cb90391719,0,1518,6.5
527,6.7.3,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,ef2ca5b33e5795b841d45e0b20fef3cb90391719,0,1498,6.5
528,6.7.2,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,ef2ca5b33e5795b841d45e0b20fef3cb90391719,0,1483,6.5
529,6.7.1,426519346f51f7b980a76f9050f983110550509d,ef2ca5b33e5795b841d45e0b20fef3cb90391719,0,1453,6.5
530,6.7,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,ef2ca5b33e5795b841d45e0b20fef3cb90391719,0,1428,6.5
531,6.7-RC1,3f72c27bf24dcecfad0e0901797e6d166532de72,ef2ca5b33e5795b841d45e0b20fef3cb90391719,0,1403,6.5
532,6.6,353296630a2d150f48c76183e82188dfcaa42df0,ef2ca5b33e5795b841d45e0b20fef3cb90391719,0,1055,6.5
533,6.6-RC1,868e9ce285262e5277c158ea3c2082c379e81943,ef2ca5b33e5795b841d45e0b20fef3cb90391719,0,1046,6.5
534,6.5-RC2,fa58d92ea7145838c8030fc4611a4bdefe94b5de,ef2ca5b33e5795b841d45e0b20fef3cb90391719,7,0,6.5
535,6.5-RC1,3861f8769afa40e556c63ff7f39a41f9f89f68fa,ef2ca5b33e5795b841d45e0b20fef3cb90391719,22,0,6.5
536,6.5-M4,4815ccb899b0cff352dd979024afd46db878b692,ef2ca5b33e5795b841d45e0b20fef3cb90391719,6,0,6.5
537,6.5-M3,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,ef2ca5b33e5795b841d45e0b20fef3cb90391719,21,0,6.5
538,6.5-M2,bcc8082815b493171a30ae32dfef9d9c278804a4,ef2ca5b33e5795b841d45e0b20fef3cb90391719,88,0,6.5
539,6.5-M1,25592161f1698d5be10311cab517cd4824445945,ef2ca5b33e5795b841d45e0b20fef3cb90391719,227,2,6.5
540,6.4,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,ef2ca5b33e5795b841d45e0b20fef3cb90391719,413,0,6.5
541,6.4-RC3,1f978d91e82d8ddbe49806ee6d32bc93e8f6a42f,ef2ca5b33e5795b841d45e0b20fef3cb90391719,424,0,6.5
542,6.4-RC2,8e826b1066ffea29958f8c5ac09244baa624dafd,ef2ca5b33e5795b841d45e0b20fef3cb90391719,436,0,6.5
543,6.4-RC1,04b7bf3ccc22daea116a67e6ba174237805e5ccf,ef2ca5b33e5795b841d45e0b20fef3cb90391719,448,0,6.5
544,6.7.4,b62b59da1adf991c41ed0730684f813d4116f6cc,4815ccb899b0cff352dd979024afd46db878b692,0,1524,6.5-M4
545,6.7.3,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,4815ccb899b0cff352dd979024afd46db878b692,0,1504,6.5-M4
546,6.7.2,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,4815ccb899b0cff352dd979024afd46db878b692,0,1489,6.5-M4
547,6.7.1,426519346f51f7b980a76f9050f983110550509d,4815ccb899b0cff352dd979024afd46db878b692,0,1459,6.5-M4
548,6.7,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,4815ccb899b0cff352dd979024afd46db878b692,0,1434,6.5-M4
549,6.7-RC1,3f72c27bf24dcecfad0e0901797e6d166532de72,4815ccb899b0cff352dd979024afd46db878b692,0,1409,6.5-M4
550,6.6,353296630a2d150f48c76183e82188dfcaa42df0,4815ccb899b0cff352dd979024afd46db878b692,0,1061,6.5-M4
551,6.6-RC1,868e9ce285262e5277c158ea3c2082c379e81943,4815ccb899b0cff352dd979024afd46db878b692,0,1052,6.5-M4
552,6.5,ef2ca5b33e5795b841d45e0b20fef3cb90391719,4815ccb899b0cff352dd979024afd46db878b692,0,6,6.5-M4
553,6.5-RC2,fa58d92ea7145838c8030fc4611a4bdefe94b5de,4815ccb899b0cff352dd979024afd46db878b692,1,0,6.5-M4
554,6.5-RC1,3861f8769afa40e556c63ff7f39a41f9f89f68fa,4815ccb899b0cff352dd979024afd46db878b692,16,0,6.5-M4
555,6.5-M3,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,4815ccb899b0cff352dd979024afd46db878b692,15,0,6.5-M4
556,6.5-M2,bcc8082815b493171a30ae32dfef9d9c278804a4,4815ccb899b0cff352dd979024afd46db878b692,82,0,6.5-M4
557,6.5-M1,25592161f1698d5be10311cab517cd4824445945,4815ccb899b0cff352dd979024afd46db878b692,221,2,6.5-M4
558,6.4,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,4815ccb899b0cff352dd979024afd46db878b692,407,0,6.5-M4
559,6.4-RC3,1f978d91e82d8ddbe49806ee6d32bc93e8f6a42f,4815ccb899b0cff352dd979024afd46db878b692,418,0,6.5-M4
560,6.4-RC2,8e826b1066ffea29958f8c5ac09244baa624dafd,4815ccb899b0cff352dd979024afd46db878b692,430,0,6.5-M4
561,6.4-RC1,04b7bf3ccc22daea116a67e6ba174237805e5ccf,4815ccb899b0cff352dd979024afd46db878b692,442,0,6.5-M4
562,6.3.2,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,4815ccb899b0cff352dd979024afd46db878b692,1443,0,6.5-M4
563,6.7.3,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,fa58d92ea7145838c8030fc4611a4bdefe94b5de,0,1505,6.5-RC2
564,6.7.2,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,fa58d92ea7145838c8030fc4611a4bdefe94b5de,0,1490,6.5-RC2
565,6.7.1,426519346f51f7b980a76f9050f983110550509d,fa58d92ea7145838c8030fc4611a4bdefe94b5de,0,1460,6.5-RC2
566,6.7,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,fa58d92ea7145838c8030fc4611a4bdefe94b5de,0,1435,6.5-RC2
567,6.7-RC1,3f72c27bf24dcecfad0e0901797e6d166532de72,fa58d92ea7145838c8030fc4611a4bdefe94b5de,0,1410,6.5-RC2
568,6.6,353296630a2d150f48c76183e82188dfcaa42df0,fa58d92ea7145838c8030fc4611a4bdefe94b5de,0,1062,6.5-RC2
569,6.6-RC1,868e9ce285262e5277c158ea3c2082c379e81943,fa58d92ea7145838c8030fc4611a4bdefe94b5de,0,1053,6.5-RC2
570,6.5,ef2ca5b33e5795b841d45e0b20fef3cb90391719,fa58d92ea7145838c8030fc4611a4bdefe94b5de,0,7,6.5-RC2
571,6.5-RC1,3861f8769afa40e556c63ff7f39a41f9f89f68fa,fa58d92ea7145838c8030fc4611a4bdefe94b5de,15,0,6.5-RC2
572,6.5-M4,4815ccb899b0cff352dd979024afd46db878b692,fa58d92ea7145838c8030fc4611a4bdefe94b5de,0,1,6.5-RC2
573,6.5-M3,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,fa58d92ea7145838c8030fc4611a4bdefe94b5de,14,0,6.5-RC2
574,6.5-M2,bcc8082815b493171a30ae32dfef9d9c278804a4,fa58d92ea7145838c8030fc4611a4bdefe94b5de,81,0,6.5-RC2
575,6.5-M1,25592161f1698d5be10311cab517cd4824445945,fa58d92ea7145838c8030fc4611a4bdefe94b5de,220,2,6.5-RC2
576,6.4,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,fa58d92ea7145838c8030fc4611a4bdefe94b5de,406,0,6.5-RC2
577,6.4-RC3,1f978d91e82d8ddbe49806ee6d32bc93e8f6a42f,fa58d92ea7145838c8030fc4611a4bdefe94b5de,417,0,6.5-RC2
578,6.4-RC2,8e826b1066ffea29958f8c5ac09244baa624dafd,fa58d92ea7145838c8030fc4611a4bdefe94b5de,429,0,6.5-RC2
579,6.4-RC1,04b7bf3ccc22daea116a67e6ba174237805e5ccf,fa58d92ea7145838c8030fc4611a4bdefe94b5de,441,0,6.5-RC2
580,6.3.2,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,fa58d92ea7145838c8030fc4611a4bdefe94b5de,1442,0,6.5-RC2
581,6.3.1,54be39f47d188340b14d4d9236bbf3d43b1db2ae,fa58d92ea7145838c8030fc4611a4bdefe94b5de,1449,0,6.5-RC2
582,6.7.2,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,0,1504,6.5-M3
583,6.7.1,426519346f51f7b980a76f9050f983110550509d,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,0,1474,6.5-M3
584,6.7,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,0,1449,6.5-M3
585,6.7-RC1,3f72c27bf24dcecfad0e0901797e6d166532de72,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,0,1424,6.5-M3
586,6.6,353296630a2d150f48c76183e82188dfcaa42df0,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,0,1076,6.5-M3
587,6.6-RC1,868e9ce285262e5277c158ea3c2082c379e81943,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,0,1067,6.5-M3
588,6.5,ef2ca5b33e5795b841d45e0b20fef3cb90391719,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,0,21,6.5-M3
589,6.5-RC2,fa58d92ea7145838c8030fc4611a4bdefe94b5de,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,0,14,6.5-M3
590,6.5-RC1,3861f8769afa40e556c63ff7f39a41f9f89f68fa,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,1,0,6.5-M3
591,6.5-M4,4815ccb899b0cff352dd979024afd46db878b692,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,0,15,6.5-M3
592,6.5-M2,bcc8082815b493171a30ae32dfef9d9c278804a4,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,67,0,6.5-M3
593,6.5-M1,25592161f1698d5be10311cab517cd4824445945,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,206,2,6.5-M3
594,6.4,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,392,0,6.5-M3
595,6.4-RC3,1f978d91e82d8ddbe49806ee6d32bc93e8f6a42f,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,403,0,6.5-M3
596,6.4-RC2,8e826b1066ffea29958f8c5ac09244baa624dafd,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,415,0,6.5-M3
597,6.4-RC1,04b7bf3ccc22daea116a67e6ba174237805e5ccf,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,427,0,6.5-M3
598,6.3.2,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,1428,0,6.5-M3
599,6.3.1,54be39f47d188340b14d4d9236bbf3d43b1db2ae,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,1435,0,6.5-M3
600,6.3.0.18800,7a8f38e05f2264d550c232cd89518abd1155870a,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,1478,0,6.5-M3
601,6.7.1,426519346f51f7b980a76f9050f983110550509d,3861f8769afa40e556c63ff7f39a41f9f89f68fa,0,1475,6.5-RC1
602,6.7,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,3861f8769afa40e556c63ff7f39a41f9f89f68fa,0,1450,6.5-RC1
603,6.7-RC1,3f72c27bf24dcecfad0e0901797e6d166532de72,3861f8769afa40e556c63ff7f39a41f9f89f68fa,0,1425,6.5-RC1
604,6.6,353296630a2d150f48c76183e82188dfcaa42df0,3861f8769afa40e556c63ff7f39a41f9f89f68fa,0,1077,6.5-RC1
605,6.6-RC1,868e9ce285262e5277c158ea3c2082c379e81943,3861f8769afa40e556c63ff7f39a41f9f89f68fa,0,1068,6.5-RC1
606,6.5,ef2ca5b33e5795b841d45e0b20fef3cb90391719,3861f8769afa40e556c63ff7f39a41f9f89f68fa,0,22,6.5-RC1
607,6.5-RC2,fa58d92ea7145838c8030fc4611a4bdefe94b5de,3861f8769afa40e556c63ff7f39a41f9f89f68fa,0,15,6.5-RC1
608,6.5-M4,4815ccb899b0cff352dd979024afd46db878b692,3861f8769afa40e556c63ff7f39a41f9f89f68fa,0,16,6.5-RC1
609,6.5-M3,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,3861f8769afa40e556c63ff7f39a41f9f89f68fa,0,1,6.5-RC1
610,6.5-M2,bcc8082815b493171a30ae32dfef9d9c278804a4,3861f8769afa40e556c63ff7f39a41f9f89f68fa,66,0,6.5-RC1
611,6.5-M1,25592161f1698d5be10311cab517cd4824445945,3861f8769afa40e556c63ff7f39a41f9f89f68fa,205,2,6.5-RC1
612,6.4,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,3861f8769afa40e556c63ff7f39a41f9f89f68fa,391,0,6.5-RC1
613,6.4-RC3,1f978d91e82d8ddbe49806ee6d32bc93e8f6a42f,3861f8769afa40e556c63ff7f39a41f9f89f68fa,402,0,6.5-RC1
614,6.4-RC2,8e826b1066ffea29958f8c5ac09244baa624dafd,3861f8769afa40e556c63ff7f39a41f9f89f68fa,414,0,6.5-RC1
615,6.4-RC1,04b7bf3ccc22daea116a67e6ba174237805e5ccf,3861f8769afa40e556c63ff7f39a41f9f89f68fa,426,0,6.5-RC1
616,6.3.2,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,3861f8769afa40e556c63ff7f39a41f9f89f68fa,1427,0,6.5-RC1
617,6.3.1,54be39f47d188340b14d4d9236bbf3d43b1db2ae,3861f8769afa40e556c63ff7f39a41f9f89f68fa,1434,0,6.5-RC1
618,6.3.0.18800,7a8f38e05f2264d550c232cd89518abd1155870a,3861f8769afa40e556c63ff7f39a41f9f89f68fa,1477,0,6.5-RC1
619,6.3.0.18587,3b673b37f88fc38b84244bd541d20ee9ac510486,3861f8769afa40e556c63ff7f39a41f9f89f68fa,1493,0,6.5-RC1
620,6.7,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,bcc8082815b493171a30ae32dfef9d9c278804a4,0,1516,6.5-M2
621,6.7-RC1,3f72c27bf24dcecfad0e0901797e6d166532de72,bcc8082815b493171a30ae32dfef9d9c278804a4,0,1491,6.5-M2
622,6.6,353296630a2d150f48c76183e82188dfcaa42df0,bcc8082815b493171a30ae32dfef9d9c278804a4,0,1143,6.5-M2
623,6.6-RC1,868e9ce285262e5277c158ea3c2082c379e81943,bcc8082815b493171a30ae32dfef9d9c278804a4,0,1134,6.5-M2
624,6.5,ef2ca5b33e5795b841d45e0b20fef3cb90391719,bcc8082815b493171a30ae32dfef9d9c278804a4,0,88,6.5-M2
625,6.5-RC2,fa58d92ea7145838c8030fc4611a4bdefe94b5de,bcc8082815b493171a30ae32dfef9d9c278804a4,0,81,6.5-M2
626,6.5-RC1,3861f8769afa40e556c63ff7f39a41f9f89f68fa,bcc8082815b493171a30ae32dfef9d9c278804a4,0,66,6.5-M2
627,6.5-M4,4815ccb899b0cff352dd979024afd46db878b692,bcc8082815b493171a30ae32dfef9d9c278804a4,0,82,6.5-M2
628,6.5-M3,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,bcc8082815b493171a30ae32dfef9d9c278804a4,0,67,6.5-M2
629,6.5-M1,25592161f1698d5be10311cab517cd4824445945,bcc8082815b493171a30ae32dfef9d9c278804a4,139,2,6.5-M2
630,6.4,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,bcc8082815b493171a30ae32dfef9d9c278804a4,325,0,6.5-M2
631,6.4-RC3,1f978d91e82d8ddbe49806ee6d32bc93e8f6a42f,bcc8082815b493171a30ae32dfef9d9c278804a4,336,0,6.5-M2
632,6.4-RC2,8e826b1066ffea29958f8c5ac09244baa624dafd,bcc8082815b493171a30ae32dfef9d9c278804a4,348,0,6.5-M2
633,6.4-RC1,04b7bf3ccc22daea116a67e6ba174237805e5ccf,bcc8082815b493171a30ae32dfef9d9c278804a4,360,0,6.5-M2
634,6.3.2,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,bcc8082815b493171a30ae32dfef9d9c278804a4,1361,0,6.5-M2
635,6.3.1,54be39f47d188340b14d4d9236bbf3d43b1db2ae,bcc8082815b493171a30ae32dfef9d9c278804a4,1368,0,6.5-M2
636,6.3.0.18800,7a8f38e05f2264d550c232cd89518abd1155870a,bcc8082815b493171a30ae32dfef9d9c278804a4,1411,0,6.5-M2
637,6.3.0.18587,3b673b37f88fc38b84244bd541d20ee9ac510486,bcc8082815b493171a30ae32dfef9d9c278804a4,1427,0,6.5-M2
638,6.3.0.18401,534fc279a64c7b836f39d476d15192999944b9eb,bcc8082815b493171a30ae32dfef9d9c278804a4,1437,0,6.5-M2
639,6.3-RC1,534fc279a64c7b836f39d476d15192999944b9eb,bcc8082815b493171a30ae32dfef9d9c278804a4,1437,0,6.5-M2
640,6.7-RC1,3f72c27bf24dcecfad0e0901797e6d166532de72,25592161f1698d5be10311cab517cd4824445945,2,1630,6.5-M1
641,6.6,353296630a2d150f48c76183e82188dfcaa42df0,25592161f1698d5be10311cab517cd4824445945,2,1282,6.5-M1
642,6.6-RC1,868e9ce285262e5277c158ea3c2082c379e81943,25592161f1698d5be10311cab517cd4824445945,2,1273,6.5-M1
643,6.5,ef2ca5b33e5795b841d45e0b20fef3cb90391719,25592161f1698d5be10311cab517cd4824445945,2,227,6.5-M1
644,6.5-RC2,fa58d92ea7145838c8030fc4611a4bdefe94b5de,25592161f1698d5be10311cab517cd4824445945,2,220,6.5-M1
645,6.5-RC1,3861f8769afa40e556c63ff7f39a41f9f89f68fa,25592161f1698d5be10311cab517cd4824445945,2,205,6.5-M1
646,6.5-M4,4815ccb899b0cff352dd979024afd46db878b692,25592161f1698d5be10311cab517cd4824445945,2,221,6.5-M1
647,6.5-M3,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,25592161f1698d5be10311cab517cd4824445945,2,206,6.5-M1
648,6.5-M2,bcc8082815b493171a30ae32dfef9d9c278804a4,25592161f1698d5be10311cab517cd4824445945,2,139,6.5-M1
649,6.4,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,25592161f1698d5be10311cab517cd4824445945,188,0,6.5-M1
650,6.4-RC3,1f978d91e82d8ddbe49806ee6d32bc93e8f6a42f,25592161f1698d5be10311cab517cd4824445945,199,0,6.5-M1
651,6.4-RC2,8e826b1066ffea29958f8c5ac09244baa624dafd,25592161f1698d5be10311cab517cd4824445945,211,0,6.5-M1
652,6.4-RC1,04b7bf3ccc22daea116a67e6ba174237805e5ccf,25592161f1698d5be10311cab517cd4824445945,223,0,6.5-M1
653,6.3.2,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,25592161f1698d5be10311cab517cd4824445945,1224,0,6.5-M1
654,6.3.1,54be39f47d188340b14d4d9236bbf3d43b1db2ae,25592161f1698d5be10311cab517cd4824445945,1231,0,6.5-M1
655,6.3.0.18800,7a8f38e05f2264d550c232cd89518abd1155870a,25592161f1698d5be10311cab517cd4824445945,1274,0,6.5-M1
656,6.3.0.18587,3b673b37f88fc38b84244bd541d20ee9ac510486,25592161f1698d5be10311cab517cd4824445945,1290,0,6.5-M1
657,6.3.0.18401,534fc279a64c7b836f39d476d15192999944b9eb,25592161f1698d5be10311cab517cd4824445945,1300,0,6.5-M1
658,6.3-RC1,534fc279a64c7b836f39d476d15192999944b9eb,25592161f1698d5be10311cab517cd4824445945,1300,0,6.5-M1
659,6.3,43ea4f4c43aa89d4c435017f86d0da254e115e6b,25592161f1698d5be10311cab517cd4824445945,1242,0,6.5-M1
660,6.6,353296630a2d150f48c76183e82188dfcaa42df0,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,0,1468,6.4
661,6.6-RC1,868e9ce285262e5277c158ea3c2082c379e81943,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,0,1459,6.4
662,6.5,ef2ca5b33e5795b841d45e0b20fef3cb90391719,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,0,413,6.4
663,6.5-RC2,fa58d92ea7145838c8030fc4611a4bdefe94b5de,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,0,406,6.4
664,6.5-RC1,3861f8769afa40e556c63ff7f39a41f9f89f68fa,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,0,391,6.4
665,6.5-M4,4815ccb899b0cff352dd979024afd46db878b692,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,0,407,6.4
666,6.5-M3,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,0,392,6.4
667,6.5-M2,bcc8082815b493171a30ae32dfef9d9c278804a4,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,0,325,6.4
668,6.5-M1,25592161f1698d5be10311cab517cd4824445945,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,0,188,6.4
669,6.4-RC3,1f978d91e82d8ddbe49806ee6d32bc93e8f6a42f,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,11,0,6.4
670,6.4-RC2,8e826b1066ffea29958f8c5ac09244baa624dafd,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,23,0,6.4
671,6.4-RC1,04b7bf3ccc22daea116a67e6ba174237805e5ccf,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,35,0,6.4
672,6.3.2,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,1036,0,6.4
673,6.3.1,54be39f47d188340b14d4d9236bbf3d43b1db2ae,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,1043,0,6.4
