,from_tag,from_sha,to_sha,ahead_by,behind_by,to_tag
1170,5.6.1,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,f6e1edf894578320cfad5ef62e9820a10026238a,468,2,6.0-RC2
1171,5.6,074f3d1169f9688d15af4aff67e7e672cbeed782,f6e1edf894578320cfad5ef62e9820a10026238a,498,0,6.0-RC2
1172,5.6-RC2,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,f6e1edf894578320cfad5ef62e9820a10026238a,505,0,6.0-RC2
1173,6.2-RC3,e52bc616764bb8cdcd53803f77119f19c6dbb2ce,41affbb82c5e897eea64f77538ce4b20322ba61c,0,1311,6.0-RC1
1174,6.2-RC2,b7608b6a0818d0b4372681d3cd224a930eb80410,41affbb82c5e897eea64f77538ce4b20322ba61c,0,1299,6.0-RC1
1175,6.2-RC1,e50f57556a830a9d0d527f68e6c106192acaa4b9,41affbb82c5e897eea64f77538ce4b20322ba61c,0,1250,6.0-RC1
1176,6.1.1,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4,41affbb82c5e897eea64f77538ce4b20322ba61c,0,623,6.0-RC1
1177,6.1,442f1a11b2365618f58f3f456a756995a6318225,41affbb82c5e897eea64f77538ce4b20322ba61c,0,619,6.0-RC1
1178,6.1-RC2,879e50736fb84d12259e23bd8ea0d2293dc43046,41affbb82c5e897eea64f77538ce4b20322ba61c,0,615,6.0-RC1
1179,6.1-RC1,12e24a98549f51fc560d782a9d93164021feaccc,41affbb82c5e897eea64f77538ce4b20322ba61c,0,591,6.0-RC1
1180,6.0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,41affbb82c5e897eea64f77538ce4b20322ba61c,0,27,6.0-RC1
1181,6.0-RC2,f6e1edf894578320cfad5ef62e9820a10026238a,41affbb82c5e897eea64f77538ce4b20322ba61c,0,18,6.0-RC1
1182,5.6.7,3de1bdeb3255fedc75885313205143f28aa89e9c,41affbb82c5e897eea64f77538ce4b20322ba61c,450,81,6.0-RC1
1183,5.6.6,05221592672b903c703c0424dc77458e615c106d,41affbb82c5e897eea64f77538ce4b20322ba61c,450,71,6.0-RC1
1184,5.6.5,29a8d73d1b3fb39fd35c777bf07be40873391517,41affbb82c5e897eea64f77538ce4b20322ba61c,450,68,6.0-RC1
1185,5.6.4,52298794f1a34a4fd713ff8d441a0c13432e40a9,41affbb82c5e897eea64f77538ce4b20322ba61c,450,57,6.0-RC1
1186,5.6.3,a68d912046cfbbe3f9d1493ab53414face1adae2,41affbb82c5e897eea64f77538ce4b20322ba61c,450,40,6.0-RC1
1187,5.6.2,9c1c190107023ffca5f67d6d0184ff5371c5347f,41affbb82c5e897eea64f77538ce4b20322ba61c,450,27,6.0-RC1
1188,5.6.1,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,41affbb82c5e897eea64f77538ce4b20322ba61c,450,2,6.0-RC1
1189,5.6,074f3d1169f9688d15af4aff67e7e672cbeed782,41affbb82c5e897eea64f77538ce4b20322ba61c,480,0,6.0-RC1
1190,5.6-RC2,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,41affbb82c5e897eea64f77538ce4b20322ba61c,487,0,6.0-RC1
1191,5.6-RC1,a28bb3e5d6988747f1bcd7896be07a6afe56914f,41affbb82c5e897eea64f77538ce4b20322ba61c,511,0,6.0-RC1
1192,6.2-RC2,b7608b6a0818d0b4372681d3cd224a930eb80410,3de1bdeb3255fedc75885313205143f28aa89e9c,31,1699,5.6.7
1193,6.2-RC1,e50f57556a830a9d0d527f68e6c106192acaa4b9,3de1bdeb3255fedc75885313205143f28aa89e9c,42,1661,5.6.7
1194,6.1.1,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4,3de1bdeb3255fedc75885313205143f28aa89e9c,46,1038,5.6.7
1195,6.1,442f1a11b2365618f58f3f456a756995a6318225,3de1bdeb3255fedc75885313205143f28aa89e9c,46,1034,5.6.7
1196,6.1-RC2,879e50736fb84d12259e23bd8ea0d2293dc43046,3de1bdeb3255fedc75885313205143f28aa89e9c,46,1030,5.6.7
1197,6.1-RC1,12e24a98549f51fc560d782a9d93164021feaccc,3de1bdeb3255fedc75885313205143f28aa89e9c,56,1016,5.6.7
1198,6.0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,3de1bdeb3255fedc75885313205143f28aa89e9c,76,472,5.6.7
1199,6.0-RC2,f6e1edf894578320cfad5ef62e9820a10026238a,3de1bdeb3255fedc75885313205143f28aa89e9c,81,468,5.6.7
1200,6.0-RC1,41affbb82c5e897eea64f77538ce4b20322ba61c,3de1bdeb3255fedc75885313205143f28aa89e9c,81,450,5.6.7
1201,5.6.6,05221592672b903c703c0424dc77458e615c106d,3de1bdeb3255fedc75885313205143f28aa89e9c,10,0,5.6.7
1202,5.6.5,29a8d73d1b3fb39fd35c777bf07be40873391517,3de1bdeb3255fedc75885313205143f28aa89e9c,13,0,5.6.7
1203,5.6.4,52298794f1a34a4fd713ff8d441a0c13432e40a9,3de1bdeb3255fedc75885313205143f28aa89e9c,24,0,5.6.7
1204,5.6.3,a68d912046cfbbe3f9d1493ab53414face1adae2,3de1bdeb3255fedc75885313205143f28aa89e9c,41,0,5.6.7
1205,5.6.2,9c1c190107023ffca5f67d6d0184ff5371c5347f,3de1bdeb3255fedc75885313205143f28aa89e9c,54,0,5.6.7
1206,5.6.1,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,3de1bdeb3255fedc75885313205143f28aa89e9c,79,0,5.6.7
1207,5.6,074f3d1169f9688d15af4aff67e7e672cbeed782,3de1bdeb3255fedc75885313205143f28aa89e9c,111,0,5.6.7
1208,5.6-RC2,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,3de1bdeb3255fedc75885313205143f28aa89e9c,118,0,5.6.7
1209,5.6-RC1,a28bb3e5d6988747f1bcd7896be07a6afe56914f,3de1bdeb3255fedc75885313205143f28aa89e9c,142,0,5.6.7
1210,5.5,5773a4aab0ef6c0de79d3038e82f8a051049d6d0,3de1bdeb3255fedc75885313205143f28aa89e9c,460,0,5.6.7
1211,6.2-RC1,e50f57556a830a9d0d527f68e6c106192acaa4b9,05221592672b903c703c0424dc77458e615c106d,32,1661,5.6.6
1212,6.1.1,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4,05221592672b903c703c0424dc77458e615c106d,36,1038,5.6.6
1213,6.1,442f1a11b2365618f58f3f456a756995a6318225,05221592672b903c703c0424dc77458e615c106d,36,1034,5.6.6
1214,6.1-RC2,879e50736fb84d12259e23bd8ea0d2293dc43046,05221592672b903c703c0424dc77458e615c106d,36,1030,5.6.6
1215,6.1-RC1,12e24a98549f51fc560d782a9d93164021feaccc,05221592672b903c703c0424dc77458e615c106d,46,1016,5.6.6
1216,6.0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,05221592672b903c703c0424dc77458e615c106d,66,472,5.6.6
1217,6.0-RC2,f6e1edf894578320cfad5ef62e9820a10026238a,05221592672b903c703c0424dc77458e615c106d,71,468,5.6.6
1218,6.0-RC1,41affbb82c5e897eea64f77538ce4b20322ba61c,05221592672b903c703c0424dc77458e615c106d,71,450,5.6.6
1219,5.6.7,3de1bdeb3255fedc75885313205143f28aa89e9c,05221592672b903c703c0424dc77458e615c106d,0,10,5.6.6
1220,5.6.5,29a8d73d1b3fb39fd35c777bf07be40873391517,05221592672b903c703c0424dc77458e615c106d,3,0,5.6.6
1221,5.6.4,52298794f1a34a4fd713ff8d441a0c13432e40a9,05221592672b903c703c0424dc77458e615c106d,14,0,5.6.6
1222,5.6.3,a68d912046cfbbe3f9d1493ab53414face1adae2,05221592672b903c703c0424dc77458e615c106d,31,0,5.6.6
1223,5.6.2,9c1c190107023ffca5f67d6d0184ff5371c5347f,05221592672b903c703c0424dc77458e615c106d,44,0,5.6.6
1224,5.6.1,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,05221592672b903c703c0424dc77458e615c106d,69,0,5.6.6
1225,5.6,074f3d1169f9688d15af4aff67e7e672cbeed782,05221592672b903c703c0424dc77458e615c106d,101,0,5.6.6
1226,5.6-RC2,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,05221592672b903c703c0424dc77458e615c106d,108,0,5.6.6
1227,5.6-RC1,a28bb3e5d6988747f1bcd7896be07a6afe56914f,05221592672b903c703c0424dc77458e615c106d,132,0,5.6.6
1228,5.5,5773a4aab0ef6c0de79d3038e82f8a051049d6d0,05221592672b903c703c0424dc77458e615c106d,450,0,5.6.6
1229,5.5-RC2,23454578ad135cd6d2280d04198a4d5eacf20979,05221592672b903c703c0424dc77458e615c106d,453,0,5.6.6
1230,6.1.1,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4,29a8d73d1b3fb39fd35c777bf07be40873391517,33,1038,5.6.5
1231,6.1,442f1a11b2365618f58f3f456a756995a6318225,29a8d73d1b3fb39fd35c777bf07be40873391517,33,1034,5.6.5
1232,6.1-RC2,879e50736fb84d12259e23bd8ea0d2293dc43046,29a8d73d1b3fb39fd35c777bf07be40873391517,33,1030,5.6.5
1233,6.1-RC1,12e24a98549f51fc560d782a9d93164021feaccc,29a8d73d1b3fb39fd35c777bf07be40873391517,43,1016,5.6.5
1234,6.0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,29a8d73d1b3fb39fd35c777bf07be40873391517,63,472,5.6.5
1235,6.0-RC2,f6e1edf894578320cfad5ef62e9820a10026238a,29a8d73d1b3fb39fd35c777bf07be40873391517,68,468,5.6.5
1236,6.0-RC1,41affbb82c5e897eea64f77538ce4b20322ba61c,29a8d73d1b3fb39fd35c777bf07be40873391517,68,450,5.6.5
1237,5.6.7,3de1bdeb3255fedc75885313205143f28aa89e9c,29a8d73d1b3fb39fd35c777bf07be40873391517,0,13,5.6.5
1238,5.6.6,05221592672b903c703c0424dc77458e615c106d,29a8d73d1b3fb39fd35c777bf07be40873391517,0,3,5.6.5
1239,5.6.4,52298794f1a34a4fd713ff8d441a0c13432e40a9,29a8d73d1b3fb39fd35c777bf07be40873391517,11,0,5.6.5
1240,5.6.3,a68d912046cfbbe3f9d1493ab53414face1adae2,29a8d73d1b3fb39fd35c777bf07be40873391517,28,0,5.6.5
1241,5.6.2,9c1c190107023ffca5f67d6d0184ff5371c5347f,29a8d73d1b3fb39fd35c777bf07be40873391517,41,0,5.6.5
1242,5.6.1,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,29a8d73d1b3fb39fd35c777bf07be40873391517,66,0,5.6.5
1243,5.6,074f3d1169f9688d15af4aff67e7e672cbeed782,29a8d73d1b3fb39fd35c777bf07be40873391517,98,0,5.6.5
1244,5.6-RC2,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,29a8d73d1b3fb39fd35c777bf07be40873391517,105,0,5.6.5
1245,5.6-RC1,a28bb3e5d6988747f1bcd7896be07a6afe56914f,29a8d73d1b3fb39fd35c777bf07be40873391517,129,0,5.6.5
1246,5.5,5773a4aab0ef6c0de79d3038e82f8a051049d6d0,29a8d73d1b3fb39fd35c777bf07be40873391517,447,0,5.6.5
1247,5.5-RC2,23454578ad135cd6d2280d04198a4d5eacf20979,29a8d73d1b3fb39fd35c777bf07be40873391517,450,0,5.6.5
1248,5.5-RC1,4c34f8c245f13967643c7ec5cd24d0d06903c44f,29a8d73d1b3fb39fd35c777bf07be40873391517,514,0,5.6.5
1249,6.1,442f1a11b2365618f58f3f456a756995a6318225,52298794f1a34a4fd713ff8d441a0c13432e40a9,22,1034,5.6.4
1250,6.1-RC2,879e50736fb84d12259e23bd8ea0d2293dc43046,52298794f1a34a4fd713ff8d441a0c13432e40a9,22,1030,5.6.4
1251,6.1-RC1,12e24a98549f51fc560d782a9d93164021feaccc,52298794f1a34a4fd713ff8d441a0c13432e40a9,32,1016,5.6.4
1252,6.0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,52298794f1a34a4fd713ff8d441a0c13432e40a9,52,472,5.6.4
1253,6.0-RC2,f6e1edf894578320cfad5ef62e9820a10026238a,52298794f1a34a4fd713ff8d441a0c13432e40a9,57,468,5.6.4
1254,6.0-RC1,41affbb82c5e897eea64f77538ce4b20322ba61c,52298794f1a34a4fd713ff8d441a0c13432e40a9,57,450,5.6.4
1255,5.6.7,3de1bdeb3255fedc75885313205143f28aa89e9c,52298794f1a34a4fd713ff8d441a0c13432e40a9,0,24,5.6.4
1256,5.6.6,05221592672b903c703c0424dc77458e615c106d,52298794f1a34a4fd713ff8d441a0c13432e40a9,0,14,5.6.4
1257,5.6.5,29a8d73d1b3fb39fd35c777bf07be40873391517,52298794f1a34a4fd713ff8d441a0c13432e40a9,0,11,5.6.4
1258,5.6.3,a68d912046cfbbe3f9d1493ab53414face1adae2,52298794f1a34a4fd713ff8d441a0c13432e40a9,17,0,5.6.4
1259,5.6.2,9c1c190107023ffca5f67d6d0184ff5371c5347f,52298794f1a34a4fd713ff8d441a0c13432e40a9,30,0,5.6.4
1260,5.6.1,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,52298794f1a34a4fd713ff8d441a0c13432e40a9,55,0,5.6.4
1261,5.6,074f3d1169f9688d15af4aff67e7e672cbeed782,52298794f1a34a4fd713ff8d441a0c13432e40a9,87,0,5.6.4
1262,5.6-RC2,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,52298794f1a34a4fd713ff8d441a0c13432e40a9,94,0,5.6.4
1263,5.6-RC1,a28bb3e5d6988747f1bcd7896be07a6afe56914f,52298794f1a34a4fd713ff8d441a0c13432e40a9,118,0,5.6.4
1264,5.5,5773a4aab0ef6c0de79d3038e82f8a051049d6d0,52298794f1a34a4fd713ff8d441a0c13432e40a9,436,0,5.6.4
1265,5.5-RC2,23454578ad135cd6d2280d04198a4d5eacf20979,52298794f1a34a4fd713ff8d441a0c13432e40a9,439,0,5.6.4
1266,5.5-RC1,4c34f8c245f13967643c7ec5cd24d0d06903c44f,52298794f1a34a4fd713ff8d441a0c13432e40a9,503,0,5.6.4
1267,5.5-M14,0bac18d71ccd2504254cd82c89ea208320a5fb30,52298794f1a34a4fd713ff8d441a0c13432e40a9,540,0,5.6.4
1268,6.1-RC2,879e50736fb84d12259e23bd8ea0d2293dc43046,a68d912046cfbbe3f9d1493ab53414face1adae2,5,1030,5.6.3
1269,6.1-RC1,12e24a98549f51fc560d782a9d93164021feaccc,a68d912046cfbbe3f9d1493ab53414face1adae2,15,1016,5.6.3
1270,6.0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,a68d912046cfbbe3f9d1493ab53414face1adae2,35,472,5.6.3
1271,6.0-RC2,f6e1edf894578320cfad5ef62e9820a10026238a,a68d912046cfbbe3f9d1493ab53414face1adae2,40,468,5.6.3
1272,6.0-RC1,41affbb82c5e897eea64f77538ce4b20322ba61c,a68d912046cfbbe3f9d1493ab53414face1adae2,40,450,5.6.3
1273,5.6.7,3de1bdeb3255fedc75885313205143f28aa89e9c,a68d912046cfbbe3f9d1493ab53414face1adae2,0,41,5.6.3
1274,5.6.6,05221592672b903c703c0424dc77458e615c106d,a68d912046cfbbe3f9d1493ab53414face1adae2,0,31,5.6.3
1275,5.6.5,29a8d73d1b3fb39fd35c777bf07be40873391517,a68d912046cfbbe3f9d1493ab53414face1adae2,0,28,5.6.3
1276,5.6.4,52298794f1a34a4fd713ff8d441a0c13432e40a9,a68d912046cfbbe3f9d1493ab53414face1adae2,0,17,5.6.3
1277,5.6.2,9c1c190107023ffca5f67d6d0184ff5371c5347f,a68d912046cfbbe3f9d1493ab53414face1adae2,13,0,5.6.3
1278,5.6.1,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,a68d912046cfbbe3f9d1493ab53414face1adae2,38,0,5.6.3
1279,5.6,074f3d1169f9688d15af4aff67e7e672cbeed782,a68d912046cfbbe3f9d1493ab53414face1adae2,70,0,5.6.3
1280,5.6-RC2,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,a68d912046cfbbe3f9d1493ab53414face1adae2,77,0,5.6.3
1281,5.6-RC1,a28bb3e5d6988747f1bcd7896be07a6afe56914f,a68d912046cfbbe3f9d1493ab53414face1adae2,101,0,5.6.3
1282,5.5,5773a4aab0ef6c0de79d3038e82f8a051049d6d0,a68d912046cfbbe3f9d1493ab53414face1adae2,419,0,5.6.3
1283,5.5-RC2,23454578ad135cd6d2280d04198a4d5eacf20979,a68d912046cfbbe3f9d1493ab53414face1adae2,422,0,5.6.3
1284,5.5-RC1,4c34f8c245f13967643c7ec5cd24d0d06903c44f,a68d912046cfbbe3f9d1493ab53414face1adae2,486,0,5.6.3
1285,5.5-M14,0bac18d71ccd2504254cd82c89ea208320a5fb30,a68d912046cfbbe3f9d1493ab53414face1adae2,523,0,5.6.3
1286,5.5-M13,c6c159847040bd5183c9ceb1df80553c6b2f3396,a68d912046cfbbe3f9d1493ab53414face1adae2,536,0,5.6.3
1287,6.1-RC1,12e24a98549f51fc560d782a9d93164021feaccc,9c1c190107023ffca5f67d6d0184ff5371c5347f,2,1016,5.6.2
1288,6.0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,9c1c190107023ffca5f67d6d0184ff5371c5347f,22,472,5.6.2
1289,6.0-RC2,f6e1edf894578320cfad5ef62e9820a10026238a,9c1c190107023ffca5f67d6d0184ff5371c5347f,27,468,5.6.2
1290,6.0-RC1,41affbb82c5e897eea64f77538ce4b20322ba61c,9c1c190107023ffca5f67d6d0184ff5371c5347f,27,450,5.6.2
1291,5.6.7,3de1bdeb3255fedc75885313205143f28aa89e9c,9c1c190107023ffca5f67d6d0184ff5371c5347f,0,54,5.6.2
1292,5.6.6,05221592672b903c703c0424dc77458e615c106d,9c1c190107023ffca5f67d6d0184ff5371c5347f,0,44,5.6.2
1293,5.6.5,29a8d73d1b3fb39fd35c777bf07be40873391517,9c1c190107023ffca5f67d6d0184ff5371c5347f,0,41,5.6.2
1294,5.6.4,52298794f1a34a4fd713ff8d441a0c13432e40a9,9c1c190107023ffca5f67d6d0184ff5371c5347f,0,30,5.6.2
1295,5.6.3,a68d912046cfbbe3f9d1493ab53414face1adae2,9c1c190107023ffca5f67d6d0184ff5371c5347f,0,13,5.6.2
1296,5.6.1,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,9c1c190107023ffca5f67d6d0184ff5371c5347f,25,0,5.6.2
1297,5.6,074f3d1169f9688d15af4aff67e7e672cbeed782,9c1c190107023ffca5f67d6d0184ff5371c5347f,57,0,5.6.2
1298,5.6-RC2,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,9c1c190107023ffca5f67d6d0184ff5371c5347f,64,0,5.6.2
1299,5.6-RC1,a28bb3e5d6988747f1bcd7896be07a6afe56914f,9c1c190107023ffca5f67d6d0184ff5371c5347f,88,0,5.6.2
1300,5.5,5773a4aab0ef6c0de79d3038e82f8a051049d6d0,9c1c190107023ffca5f67d6d0184ff5371c5347f,406,0,5.6.2
1301,5.5-RC2,23454578ad135cd6d2280d04198a4d5eacf20979,9c1c190107023ffca5f67d6d0184ff5371c5347f,409,0,5.6.2
1302,5.5-RC1,4c34f8c245f13967643c7ec5cd24d0d06903c44f,9c1c190107023ffca5f67d6d0184ff5371c5347f,473,0,5.6.2
1303,5.5-M14,0bac18d71ccd2504254cd82c89ea208320a5fb30,9c1c190107023ffca5f67d6d0184ff5371c5347f,510,0,5.6.2
1304,5.5-M13,c6c159847040bd5183c9ceb1df80553c6b2f3396,9c1c190107023ffca5f67d6d0184ff5371c5347f,523,0,5.6.2
1305,5.5-M12,4aa44f864269fb77e1e57c54e15ba913359d383d,9c1c190107023ffca5f67d6d0184ff5371c5347f,530,0,5.6.2
1306,6.0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,0,475,5.6.1
1307,6.0-RC2,f6e1edf894578320cfad5ef62e9820a10026238a,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,2,468,5.6.1
1308,6.0-RC1,41affbb82c5e897eea64f77538ce4b20322ba61c,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,2,450,5.6.1
1309,5.6.7,3de1bdeb3255fedc75885313205143f28aa89e9c,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,0,79,5.6.1
1310,5.6.6,05221592672b903c703c0424dc77458e615c106d,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,0,69,5.6.1
1311,5.6.5,29a8d73d1b3fb39fd35c777bf07be40873391517,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,0,66,5.6.1
1312,5.6.4,52298794f1a34a4fd713ff8d441a0c13432e40a9,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,0,55,5.6.1
1313,5.6.3,a68d912046cfbbe3f9d1493ab53414face1adae2,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,0,38,5.6.1
1314,5.6.2,9c1c190107023ffca5f67d6d0184ff5371c5347f,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,0,25,5.6.1
1315,5.6,074f3d1169f9688d15af4aff67e7e672cbeed782,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,32,0,5.6.1
1316,5.6-RC2,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,39,0,5.6.1
1317,5.6-RC1,a28bb3e5d6988747f1bcd7896be07a6afe56914f,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,63,0,5.6.1
1318,5.5,5773a4aab0ef6c0de79d3038e82f8a051049d6d0,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,381,0,5.6.1
1319,5.5-RC2,23454578ad135cd6d2280d04198a4d5eacf20979,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,384,0,5.6.1
1320,5.5-RC1,4c34f8c245f13967643c7ec5cd24d0d06903c44f,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,448,0,5.6.1
1321,5.5-M14,0bac18d71ccd2504254cd82c89ea208320a5fb30,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,485,0,5.6.1
1322,5.5-M13,c6c159847040bd5183c9ceb1df80553c6b2f3396,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,498,0,5.6.1
1323,5.5-M12,4aa44f864269fb77e1e57c54e15ba913359d383d,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,505,0,5.6.1
1324,5.5-M11,c5be77384198f6dd7de51a6d275dd1b5ae036daa,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,580,0,5.6.1
1325,6.0-RC2,f6e1edf894578320cfad5ef62e9820a10026238a,074f3d1169f9688d15af4aff67e7e672cbeed782,0,498,5.6
1326,6.0-RC1,41affbb82c5e897eea64f77538ce4b20322ba61c,074f3d1169f9688d15af4aff67e7e672cbeed782,0,480,5.6
1327,5.6.7,3de1bdeb3255fedc75885313205143f28aa89e9c,074f3d1169f9688d15af4aff67e7e672cbeed782,0,111,5.6
1328,5.6.6,05221592672b903c703c0424dc77458e615c106d,074f3d1169f9688d15af4aff67e7e672cbeed782,0,101,5.6
1329,5.6.5,29a8d73d1b3fb39fd35c777bf07be40873391517,074f3d1169f9688d15af4aff67e7e672cbeed782,0,98,5.6
1330,5.6.4,52298794f1a34a4fd713ff8d441a0c13432e40a9,074f3d1169f9688d15af4aff67e7e672cbeed782,0,87,5.6
1331,5.6.3,a68d912046cfbbe3f9d1493ab53414face1adae2,074f3d1169f9688d15af4aff67e7e672cbeed782,0,70,5.6
1332,5.6.2,9c1c190107023ffca5f67d6d0184ff5371c5347f,074f3d1169f9688d15af4aff67e7e672cbeed782,0,57,5.6
1333,5.6.1,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,074f3d1169f9688d15af4aff67e7e672cbeed782,0,32,5.6
1334,5.6-RC2,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,074f3d1169f9688d15af4aff67e7e672cbeed782,7,0,5.6
1335,5.6-RC1,a28bb3e5d6988747f1bcd7896be07a6afe56914f,074f3d1169f9688d15af4aff67e7e672cbeed782,31,0,5.6
1336,5.5,5773a4aab0ef6c0de79d3038e82f8a051049d6d0,074f3d1169f9688d15af4aff67e7e672cbeed782,349,0,5.6
1337,5.5-RC2,23454578ad135cd6d2280d04198a4d5eacf20979,074f3d1169f9688d15af4aff67e7e672cbeed782,352,0,5.6
1338,5.5-RC1,4c34f8c245f13967643c7ec5cd24d0d06903c44f,074f3d1169f9688d15af4aff67e7e672cbeed782,416,0,5.6
1339,5.5-M14,0bac18d71ccd2504254cd82c89ea208320a5fb30,074f3d1169f9688d15af4aff67e7e672cbeed782,453,0,5.6
1340,5.5-M13,c6c159847040bd5183c9ceb1df80553c6b2f3396,074f3d1169f9688d15af4aff67e7e672cbeed782,466,0,5.6
1341,5.5-M12,4aa44f864269fb77e1e57c54e15ba913359d383d,074f3d1169f9688d15af4aff67e7e672cbeed782,473,0,5.6
1342,5.5-M11,c5be77384198f6dd7de51a6d275dd1b5ae036daa,074f3d1169f9688d15af4aff67e7e672cbeed782,548,0,5.6
1343,5.5-M10,63e3178d2c454d17a7c507a0efca93770be40d41,074f3d1169f9688d15af4aff67e7e672cbeed782,707,0,5.6
1344,6.0-RC1,41affbb82c5e897eea64f77538ce4b20322ba61c,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,0,487,5.6-RC2
1345,5.6.7,3de1bdeb3255fedc75885313205143f28aa89e9c,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,0,118,5.6-RC2
1346,5.6.6,05221592672b903c703c0424dc77458e615c106d,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,0,108,5.6-RC2
1347,5.6.5,29a8d73d1b3fb39fd35c777bf07be40873391517,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,0,105,5.6-RC2
1348,5.6.4,52298794f1a34a4fd713ff8d441a0c13432e40a9,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,0,94,5.6-RC2
1349,5.6.3,a68d912046cfbbe3f9d1493ab53414face1adae2,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,0,77,5.6-RC2
1350,5.6.2,9c1c190107023ffca5f67d6d0184ff5371c5347f,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,0,64,5.6-RC2
1351,5.6.1,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,0,39,5.6-RC2
1352,5.6,074f3d1169f9688d15af4aff67e7e672cbeed782,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,0,7,5.6-RC2
1353,5.6-RC1,a28bb3e5d6988747f1bcd7896be07a6afe56914f,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,24,0,5.6-RC2
1354,5.5,5773a4aab0ef6c0de79d3038e82f8a051049d6d0,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,342,0,5.6-RC2
1355,5.5-RC2,23454578ad135cd6d2280d04198a4d5eacf20979,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,345,0,5.6-RC2
1356,5.5-RC1,4c34f8c245f13967643c7ec5cd24d0d06903c44f,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,409,0,5.6-RC2
1357,5.5-M14,0bac18d71ccd2504254cd82c89ea208320a5fb30,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,446,0,5.6-RC2
1358,5.5-M13,c6c159847040bd5183c9ceb1df80553c6b2f3396,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,459,0,5.6-RC2
1359,5.5-M12,4aa44f864269fb77e1e57c54e15ba913359d383d,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,466,0,5.6-RC2
1360,5.5-M11,c5be77384198f6dd7de51a6d275dd1b5ae036daa,ad239bd651c1ccd555c4f84111416bb0b2aefe0b,541,0,5.6-RC2
