tr_build_id,tr_job_id,tr_build_number,tr_original_commit,tr_log_lan,tr_log_status,tr_log_setup_time,tr_log_analyzer,tr_log_frameworks,tr_log_bool_tests_ran,tr_log_bool_tests_failed,tr_log_num_tests_ok,tr_log_num_tests_failed,tr_log_num_tests_run,tr_log_num_tests_skipped,tr_log_num_test_suites_run,tr_log_num_test_suites_ok,tr_log_num_test_suites_failed,tr_log_tests_failed,tr_log_testduration,tr_log_buildduration
,,69918792,,java,ok,3,java-ant,"",false,,,,,,,,,"",,723
,,69918793,,java,ok,3,java-ant,"",false,,,,,,,,,"",,32.9
,,69918794,,java,ok,3,java-ant,"",false,,,,,,,,,"",,40.65
,,69918795,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,69918796,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,69918798,,java,ok,3,java-ant,"",false,,,,,,,,,"",,378
,,69918800,,java,ok,3,java-ant,"",false,,,,,,,,,"",,303
,,69918802,,java,ok,3,java-ant,"",false,,,,,,,,,"",,320
,,69920912,,java,ok,3,java-ant,"",false,,,,,,,,,"",,570
,,69920913,,java,ok,3,java-ant,"",false,,,,,,,,,"",,40.17
,,69920914,,java,ok,3,java-ant,"",false,,,,,,,,,"",,46.73
,,69920915,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,69920916,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,69920917,,java,ok,4,java-ant,"",false,,,,,,,,,"",,343
,,69920918,,java,ok,3,java-ant,"",false,,,,,,,,,"",,224
,,69920919,,java,ok,3,java-ant,"",false,,,,,,,,,"",,306
,,69923013,,java,ok,3,java-ant,"",false,,,,,,,,,"",,681
,,69923015,,java,ok,3,java-ant,"",false,,,,,,,,,"",,44.32
,,69923016,,java,ok,3,java-ant,"",false,,,,,,,,,"",,34.05
,,69923018,,java,broken,3,java-ant,"",false,,,,,,,,,"",,
,,69923020,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,69923022,,java,ok,3,java-ant,"",false,,,,,,,,,"",,462
,,69923023,,java,ok,3,java-ant,"",false,,,,,,,,,"",,274
,,69923024,,java,ok,3,java-ant,"",false,,,,,,,,,"",,268
,,69925080,,java,ok,3,java-ant,"",false,,,,,,,,,"",,636
,,69925081,,java,ok,3,java-ant,"",false,,,,,,,,,"",,35.88
,,69925082,,java,ok,4,java-ant,"",false,,,,,,,,,"",,37.88
,,69925083,,java,broken,3,java-ant,"",false,,,,,,,,,"",,
,,69925084,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,69925085,,java,ok,3,java-ant,"",false,,,,,,,,,"",,376
,,69925086,,java,ok,3,java-ant,"",false,,,,,,,,,"",,262
,,69925087,,java,ok,3,java-ant,"",false,,,,,,,,,"",,299
,,69927542,,java,ok,3,java-ant,"",false,,,,,,,,,"",,634
,,69927543,,java,ok,3,java-ant,"",false,,,,,,,,,"",,36.48
,,69927544,,java,ok,3,java-ant,"",false,,,,,,,,,"",,33.06
,,69927545,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,69927546,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,69927547,,java,ok,3,java-ant,"",false,,,,,,,,,"",,377
,,69927548,,java,ok,3,java-ant,"",false,,,,,,,,,"",,292
,,69927549,,java,broken,3,java-ant,"",false,,,,,,,,,"",,311
,,69934080,,java,ok,5,java-ant,"",false,,,,,,,,,"",,998
,,69934081,,java,ok,3,java-ant,"",false,,,,,,,,,"",,38.02
,,69934082,,java,ok,3,java-ant,"",false,,,,,,,,,"",,31.82
,,69934084,,java,broken,3,java-ant,"",false,,,,,,,,,"",,
,,69934085,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,69934086,,java,ok,3,java-ant,"",false,,,,,,,,,"",,399
,,69934087,,java,ok,4,java-ant,"",false,,,,,,,,,"",,295
,,69934089,,java,ok,3,java-ant,"",false,,,,,,,,,"",,310
,,69934597,,java,unknown,4,java-ant,"",false,,,,,,,,,"",,
,,69934598,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,69934599,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,69934600,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,69934601,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,69934602,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,69934603,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,69934604,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,69934635,,java,ok,3,java-ant,"",false,,,,,,,,,"",,582
,,69934636,,java,ok,3,java-ant,"",false,,,,,,,,,"",,30.74
,,69934637,,java,ok,3,java-ant,"",false,,,,,,,,,"",,31.47
,,69934638,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,69934639,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,69934640,,java,ok,3,java-ant,"",false,,,,,,,,,"",,395
,,69934641,,java,ok,3,java-ant,"",false,,,,,,,,,"",,303
,,69934642,,java,ok,3,java-ant,"",false,,,,,,,,,"",,276
,,69941500,,java,ok,3,java-ant,"",false,,,,,,,,,"",,779
,,69941501,,java,ok,3,java-ant,"",false,,,,,,,,,"",,30.61
,,69941502,,java,ok,3,java-ant,"",false,,,,,,,,,"",,48.72
,,69941503,,java,broken,3,java-ant,"",false,,,,,,,,,"",,
,,69941504,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,69941505,,java,ok,3,java-ant,"",false,,,,,,,,,"",,408
,,69941506,,java,ok,3,java-ant,"",false,,,,,,,,,"",,290
,,69941507,,java,ok,3,java-ant,"",false,,,,,,,,,"",,321
,,69972023,,java,ok,3,java-ant,"",false,,,,,,,,,"",,641
,,69972024,,java,ok,3,java-ant,"",false,,,,,,,,,"",,30.63
,,69972025,,java,ok,3,java-ant,"",false,,,,,,,,,"",,31.03
,,69972026,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,69972027,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,69972028,,java,ok,3,java-ant,"",false,,,,,,,,,"",,349
,,69972029,,java,ok,3,java-ant,"",false,,,,,,,,,"",,271
,,69972030,,java,ok,3,java-ant,"",false,,,,,,,,,"",,288
,,69972828,,java,ok,3,java-ant,"",false,,,,,,,,,"",,684
,,69972829,,java,broken,3,java-ant,"",false,,,,,,,,,"",,100
,,69972833,,java,broken,3,java-ant,"",false,,,,,,,,,"",,139
,,69972835,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,69972839,,java,ok,4,java-ant,"",false,,,,,,,,,"",,
,,69972841,,java,ok,3,java-ant,"",false,,,,,,,,,"",,346
,,69972844,,java,ok,3,java-ant,"",false,,,,,,,,,"",,239
,,69972847,,java,ok,3,java-ant,"",false,,,,,,,,,"",,269
,,70017417,,java,broken,3,java-ant,"",false,,,,,,,,,"",,397
,,70017418,,java,ok,3,java-ant,"",false,,,,,,,,,"",,33.14
,,70017419,,java,ok,3,java-ant,"",false,,,,,,,,,"",,29.95
,,70017420,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70017421,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70017422,,java,ok,3,java-ant,"",false,,,,,,,,,"",,320
,,70017423,,java,ok,3,java-ant,"",false,,,,,,,,,"",,273
,,70017424,,java,ok,3,java-ant,"",false,,,,,,,,,"",,268
,,70019146,,java,ok,3,java-ant,"",false,,,,,,,,,"",,560
,,70019147,,java,broken,3,java-ant,"",false,,,,,,,,,"",,91
,,70019148,,java,broken,3,java-ant,"",false,,,,,,,,,"",,135
,,70019149,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70019150,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70019151,,java,ok,3,java-ant,"",false,,,,,,,,,"",,373
,,70019152,,java,ok,3,java-ant,"",false,,,,,,,,,"",,217
,,70019153,,java,ok,3,java-ant,"",false,,,,,,,,,"",,389
,,70019831,,java,ok,3,java-ant,"",false,,,,,,,,,"",,601
,,70019832,,java,broken,3,java-ant,"",false,,,,,,,,,"",,110
,,70019833,,java,broken,3,java-ant,"",false,,,,,,,,,"",,108
,,70019834,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70019835,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70019836,,java,ok,3,java-ant,"",false,,,,,,,,,"",,347
,,70019837,,java,ok,3,java-ant,"",false,,,,,,,,,"",,242
,,70019838,,java,ok,3,java-ant,"",false,,,,,,,,,"",,288
,,70019932,,java,ok,3,java-ant,"",false,,,,,,,,,"",,506
,,70019933,,java,ok,3,java-ant,"",false,,,,,,,,,"",,33.37
,,70019934,,java,ok,3,java-ant,"",false,,,,,,,,,"",,45.56
,,70019935,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70019936,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70019937,,java,ok,3,java-ant,"",false,,,,,,,,,"",,348
,,70019938,,java,ok,3,java-ant,"",false,,,,,,,,,"",,234
,,70019939,,java,ok,3,java-ant,"",false,,,,,,,,,"",,295
,,70021804,,java,ok,0,java-ant,"",false,,,,,,,,,"",,547
,,70021805,,java,ok,0,java-ant,"",false,,,,,,,,,"",,32.28
,,70021806,,java,ok,0,java-ant,"",false,,,,,,,,,"",,31.1
,,70021807,,java,ok,0,java-ant,"",false,,,,,,,,,"",,
,,70021808,,java,broken,0,java-ant,"",false,,,,,,,,,"",,598
,,70021809,,java,ok,0,java-ant,"",false,,,,,,,,,"",,416
,,70021810,,java,ok,0,java-ant,"",false,,,,,,,,,"",,236
,,70021811,,java,ok,1,java-ant,"",false,,,,,,,,,"",,356
,,70022854,,java,ok,4,java-ant,"",false,,,,,,,,,"",,562
,,70022855,,java,ok,4,java-ant,"",false,,,,,,,,,"",,40.6
,,70022856,,java,ok,3,java-ant,"",false,,,,,,,,,"",,31.98
,,70022857,,java,ok,4,java-ant,"",false,,,,,,,,,"",,
,,70022858,,java,ok,4,java-ant,"",false,,,,,,,,,"",,
,,70022859,,java,ok,3,java-ant,"",false,,,,,,,,,"",,346
,,70022860,,java,ok,3,java-ant,"",false,,,,,,,,,"",,291
,,70022861,,java,ok,3,java-ant,"",false,,,,,,,,,"",,283
,,70023608,,java,ok,3,java-ant,"",false,,,,,,,,,"",,623
,,70023609,,java,broken,3,java-ant,"",false,,,,,,,,,"",,90
,,70023610,,java,broken,3,java-ant,"",false,,,,,,,,,"",,91
,,70023611,,java,broken,3,java-ant,"",false,,,,,,,,,"",,
,,70023612,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70023613,,java,ok,3,java-ant,"",false,,,,,,,,,"",,380
,,70023614,,java,ok,3,java-ant,"",false,,,,,,,,,"",,258
,,70023615,,java,ok,3,java-ant,"",false,,,,,,,,,"",,259
,,70027524,,java,ok,3,java-ant,"",false,,,,,,,,,"",,644
,,70027525,,java,ok,3,java-ant,"",false,,,,,,,,,"",,39.91
,,70027526,,java,ok,3,java-ant,"",false,,,,,,,,,"",,35.81
,,70027527,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70027528,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70027529,,java,ok,3,java-ant,"",false,,,,,,,,,"",,342
,,70027530,,java,ok,3,java-ant,"",false,,,,,,,,,"",,267
,,70027531,,java,ok,3,java-ant,"",false,,,,,,,,,"",,280
,,70027533,,java,ok,0,java-ant,"",false,,,,,,,,,"",,603
,,70027534,,java,ok,0,java-ant,"",false,,,,,,,,,"",,39.95
,,70027535,,java,ok,0,java-ant,"",false,,,,,,,,,"",,32.13
,,70027536,,java,ok,2,java-ant,"",false,,,,,,,,,"",,
,,70027537,,java,broken,0,java-ant,"",false,,,,,,,,,"",,687
,,70027538,,java,ok,0,java-ant,"",false,,,,,,,,,"",,373
,,70027539,,java,ok,0,java-ant,"",false,,,,,,,,,"",,282
,,70027540,,java,ok,0,java-ant,"",false,,,,,,,,,"",,312
,,70028270,,java,ok,3,java-ant,"",false,,,,,,,,,"",,701
,,70028271,,java,broken,3,java-maven,junit,true,true,375,1,376,5,,,,"IssueChangeDaoTest.selectChangelogOfNonClosedIssuesByComponent#Actual and expected have the same elements but not in the same order, at index 0 actual element was#<103L>#whereas expected element was#<100L>#",32.07999999999999,68
,,70028272,,java,broken,3,java-maven,junit,true,true,371,5,376,5,,,,SemaphoreDaoTest.acquire_locked_semaphore_when_timeout_is_zero#SemaphoreDaoTest.create_and_acquire_and_update_semaphore#Expecting#<1436346331455L>#to be less than#<1436346331455L>#SemaphoreDaoTest.create_and_acquire_semaphore#SemaphoreDaoTest.create_and_acquire_semaphore_when_maxage_is_zeo#SemaphoreDaoTest.create_and_acquire_semaphore_when_no_timeout#,20.389999999999997,64
,,70028273,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70028274,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70028275,,java,ok,3,java-ant,"",false,,,,,,,,,"",,368
,,70028276,,java,ok,3,java-ant,"",false,,,,,,,,,"",,292
,,70028277,,java,ok,3,java-ant,"",false,,,,,,,,,"",,287
,,70029948,,java,ok,3,java-ant,"",false,,,,,,,,,"",,643
,,70029949,,java,ok,4,java-ant,"",false,,,,,,,,,"",,38.21
,,70029950,,java,ok,3,java-ant,"",false,,,,,,,,,"",,45.77
,,70029951,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70029952,,java,ok,3,java-ant,"",false,,,,,,,,,"",,333
,,70029953,,java,ok,3,java-ant,"",false,,,,,,,,,"",,248
,,70029954,,java,ok,3,java-ant,"",false,,,,,,,,,"",,284
,,70038111,,java,broken,3,java-ant,"",false,,,,,,,,,"",,494
,,70038112,,java,ok,3,java-ant,"",false,,,,,,,,,"",,40.25
,,70038113,,java,ok,4,java-ant,"",false,,,,,,,,,"",,38.93
,,70038114,,java,ok,4,java-ant,"",false,,,,,,,,,"",,
,,70038115,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70038116,,java,ok,3,java-ant,"",false,,,,,,,,,"",,369
,,70038117,,java,ok,3,java-ant,"",false,,,,,,,,,"",,269
,,70038118,,java,ok,3,java-ant,"",false,,,,,,,,,"",,286
,,70039862,,java,ok,3,java-ant,"",false,,,,,,,,,"",,715
,,70039863,,java,ok,3,java-ant,"",false,,,,,,,,,"",,30.14
,,70039864,,java,ok,3,java-ant,"",false,,,,,,,,,"",,29.41
,,70039865,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70039866,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70039867,,java,ok,3,java-ant,"",false,,,,,,,,,"",,340
,,70039868,,java,ok,3,java-ant,"",false,,,,,,,,,"",,247
,,70039869,,java,ok,3,java-ant,"",false,,,,,,,,,"",,265
,,70045857,,java,ok,3,java-ant,"",false,,,,,,,,,"",,639
,,70045858,,java,ok,3,java-ant,"",false,,,,,,,,,"",,37.91
,,70045859,,java,ok,3,java-ant,"",false,,,,,,,,,"",,32.06
,,70045860,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70045861,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70045862,,java,ok,3,java-ant,"",false,,,,,,,,,"",,335
,,70045863,,java,ok,3,java-ant,"",false,,,,,,,,,"",,245
,,70045864,,java,ok,3,java-ant,"",false,,,,,,,,,"",,341
,,70050430,,java,ok,3,java-ant,"",false,,,,,,,,,"",,641
,,70050431,,java,ok,4,java-ant,"",false,,,,,,,,,"",,45.23
,,70050432,,java,ok,3,java-ant,"",false,,,,,,,,,"",,29.9
,,70050434,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70050435,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70050436,,java,ok,3,java-ant,"",false,,,,,,,,,"",,361
,,70050437,,java,ok,3,java-ant,"",false,,,,,,,,,"",,289
,,70050438,,java,ok,3,java-ant,"",false,,,,,,,,,"",,266
,,70050493,,java,ok,3,java-ant,"",false,,,,,,,,,"",,613
,,70050494,,java,broken,3,java-ant,"",false,,,,,,,,,"",,111
,,70050495,,java,broken,3,java-ant,"",false,,,,,,,,,"",,122
,,70050496,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70050497,,java,ok,5,java-ant,"",false,,,,,,,,,"",,324
,,70050498,,java,ok,3,java-ant,"",false,,,,,,,,,"",,235
,,70050499,,java,ok,3,java-ant,"",false,,,,,,,,,"",,304
,,70050528,,java,ok,0,java-ant,"",false,,,,,,,,,"",,608
,,70050529,,java,broken,0,java-ant,"",false,,,,,,,,,"",,115
,,70050531,,java,broken,0,java-ant,"",false,,,,,,,,,"",,104
,,70050532,,java,ok,0,java-ant,"",false,,,,,,,,,"",,
,,70050533,,java,ok,0,java-ant,"",false,,,,,,,,,"",,382
,,70050534,,java,ok,0,java-ant,"",false,,,,,,,,,"",,264
,,70050535,,java,ok,0,java-ant,"",false,,,,,,,,,"",,268
,,70051394,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70051395,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70051396,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70051397,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70051398,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70051399,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70051401,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70051402,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70051474,,java,ok,3,java-ant,"",false,,,,,,,,,"",,561
,,70051475,,java,ok,3,java-ant,"",false,,,,,,,,,"",,30.65
,,70051476,,java,ok,3,java-ant,"",false,,,,,,,,,"",,29.72
,,70051477,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70051478,,java,ok,3,java-ant,"",false,,,,,,,,,"",,389
,,70051479,,java,ok,3,java-ant,"",false,,,,,,,,,"",,281
,,70051480,,java,ok,3,java-ant,"",false,,,,,,,,,"",,282
,,70053662,,java,ok,3,java-ant,"",false,,,,,,,,,"",,614
,,70053663,,java,broken,3,java-ant,"",false,,,,,,,,,"",,111
,,70053664,,java,broken,3,java-ant,"",false,,,,,,,,,"",,97
,,70053665,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70053666,,java,ok,3,java-ant,"",false,,,,,,,,,"",,397
,,70053667,,java,ok,3,java-ant,"",false,,,,,,,,,"",,267
,,70053668,,java,ok,3,java-ant,"",false,,,,,,,,,"",,279
,,70053670,,java,ok,0,java-ant,"",false,,,,,,,,,"",,783
,,70053671,,java,broken,0,java-ant,"",false,,,,,,,,,"",,96
,,70053672,,java,broken,0,java-ant,"",false,,,,,,,,,"",,95
,,70053673,,java,ok,0,java-ant,"",false,,,,,,,,,"",,
,,70053674,,java,ok,0,java-ant,"",false,,,,,,,,,"",,357
,,70053675,,java,ok,0,java-ant,"",false,,,,,,,,,"",,266
,,70053676,,java,ok,0,java-ant,"",false,,,,,,,,,"",,303
,,70053957,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70053958,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70053959,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70053960,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70053961,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70053962,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70053963,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70053964,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70054000,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,70054001,,java,ok,3,java-ant,"",false,,,,,,,,,"",,36.5
,,70054002,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70054003,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70054004,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70054005,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70054006,,unknown,terminated,,plain,"",false,,,,,,,,,"",,
,,70055439,,java,ok,3,java-ant,"",false,,,,,,,,,"",,588
,,70055440,,java,ok,3,java-ant,"",false,,,,,,,,,"",,32.02
,,70055441,,java,ok,3,java-ant,"",false,,,,,,,,,"",,36.79
,,70055442,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70055443,,java,ok,3,java-ant,"",false,,,,,,,,,"",,316
,,70055444,,java,ok,3,java-ant,"",false,,,,,,,,,"",,255
,,70055445,,java,ok,3,java-ant,"",false,,,,,,,,,"",,317
,,70057070,,java,broken,3,java-ant,"",false,,,,,,,,,"",,388
,,70057071,,java,ok,3,java-ant,"",false,,,,,,,,,"",,31.67
,,70057072,,java,ok,3,java-ant,"",false,,,,,,,,,"",,46.08
,,70057073,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70057074,,java,ok,3,java-ant,"",false,,,,,,,,,"",,306
,,70057075,,java,ok,3,java-ant,"",false,,,,,,,,,"",,308
,,70057076,,java,ok,3,java-ant,"",false,,,,,,,,,"",,252
,,70058953,,java,broken,8,java-ant,"",false,,,,,,,,,"",,375
,,70058954,,java,broken,3,java-ant,"",false,,,,,,,,,"",,138
,,70058955,,java,broken,3,java-ant,"",false,,,,,,,,,"",,106
,,70058956,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70058957,,java,broken,3,java-ant,"",false,,,,,,,,,"",,265
,,70058958,,java,broken,3,java-ant,"",false,,,,,,,,,"",,235
,,70058959,,java,broken,3,java-ant,"",false,,,,,,,,,"",,233
,,70060812,,java,broken,3,java-ant,"",false,,,,,,,,,"",,435
,,70060813,,java,ok,3,java-ant,"",false,,,,,,,,,"",,37.27
,,70060814,,java,ok,3,java-ant,"",false,,,,,,,,,"",,41.49
,,70060815,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70060816,,java,ok,3,java-ant,"",false,,,,,,,,,"",,375
,,70060817,,java,ok,3,java-ant,"",false,,,,,,,,,"",,262
,,70060818,,java,ok,3,java-ant,"",false,,,,,,,,,"",,307
,,70061842,,java,ok,3,java-ant,"",false,,,,,,,,,"",,582
,,70061843,,java,broken,3,java-ant,"",false,,,,,,,,,"",,94
,,70061844,,java,broken,3,java-ant,"",false,,,,,,,,,"",,99
,,70061845,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70061846,,java,ok,3,java-ant,"",false,,,,,,,,,"",,352
,,70061847,,java,ok,5,java-ant,"",false,,,,,,,,,"",,255
,,70061848,,java,ok,3,java-ant,"",false,,,,,,,,,"",,275
,,70061850,,java,ok,0,java-ant,"",false,,,,,,,,,"",,636
,,70061851,,java,ok,0,java-ant,"",false,,,,,,,,,"",,32.25
,,70061852,,java,ok,0,java-ant,"",false,,,,,,,,,"",,49.53
,,70061853,,java,ok,0,java-ant,"",false,,,,,,,,,"",,
,,70061854,,java,ok,0,java-ant,"",false,,,,,,,,,"",,386
,,70061855,,java,ok,0,java-ant,"",false,,,,,,,,,"",,239
,,70061856,,java,ok,0,java-ant,"",false,,,,,,,,,"",,286
,,70062455,,java,ok,3,java-ant,"",false,,,,,,,,,"",,589
,,70062456,,java,ok,3,java-maven,junit,true,false,376,0,376,5,,,,"",33.10000000000001,75
,,70062457,,java,broken,3,java-maven,junit,true,true,371,5,376,5,,,,SemaphoreDaoTest.acquire_locked_semaphore_when_timeout_is_zero#SemaphoreDaoTest.create_and_acquire_and_update_semaphore#Expecting#<1436363447806L>#to be less than#<1436363447806L>#SemaphoreDaoTest.create_and_acquire_semaphore#SemaphoreDaoTest.create_and_acquire_semaphore_when_maxage_is_zeo#SemaphoreDaoTest.create_and_acquire_semaphore_when_no_timeout#,19.610000000000003,60
,,70062459,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70062460,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70062461,,java,ok,3,java-ant,"",false,,,,,,,,,"",,405
,,70062462,,java,ok,3,java-ant,"",false,,,,,,,,,"",,248
,,70062464,,java,ok,3,java-ant,"",false,,,,,,,,,"",,337
,,70062982,,java,ok,3,java-ant,"",false,,,,,,,,,"",,605
,,70062983,,java,ok,3,java-ant,"",false,,,,,,,,,"",,36.25
,,70062984,,java,ok,3,java-ant,"",false,,,,,,,,,"",,36.84
,,70062985,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70062986,,java,ok,3,java-ant,"",false,,,,,,,,,"",,330
,,70062987,,java,ok,3,java-ant,"",false,,,,,,,,,"",,308
,,70062988,,java,ok,3,java-ant,"",false,,,,,,,,,"",,299
,,70062993,,java,ok,0,java-ant,"",false,,,,,,,,,"",,610
,,70062994,,java,ok,0,java-ant,"",false,,,,,,,,,"",,31.24
,,70062996,,java,ok,0,java-ant,"",false,,,,,,,,,"",,36.86
,,70062997,,java,ok,0,java-ant,"",false,,,,,,,,,"",,
,,70062998,,java,ok,0,java-ant,"",false,,,,,,,,,"",,362
,,70062999,,java,ok,0,java-ant,"",false,,,,,,,,,"",,252
,,70063001,,java,ok,0,java-ant,"",false,,,,,,,,,"",,334
,,70063215,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,70063216,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,70063217,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,70063218,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,70063220,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,70063221,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,70063222,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,70064807,,java,unknown,4,java-ant,"",false,,,,,,,,,"",,
,,70064808,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,70064809,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,70064810,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,70064811,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,70064812,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,70064813,,java,unknown,3,java-ant,"",false,,,,,,,,,"",,
,,70067383,,java,ok,3,java-ant,"",false,,,,,,,,,"",,552
,,70067384,,java,ok,3,java-ant,"",false,,,,,,,,,"",,37.67
,,70067385,,java,ok,3,java-ant,"",false,,,,,,,,,"",,32.58
,,70067386,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70067388,,java,ok,3,java-ant,"",false,,,,,,,,,"",,382
,,70067389,,java,ok,3,java-ant,"",false,,,,,,,,,"",,261
,,70067390,,java,ok,3,java-ant,"",false,,,,,,,,,"",,303
,,70067694,,java,ok,3,java-ant,"",false,,,,,,,,,"",,628
,,70067695,,java,ok,3,java-maven,junit,true,false,361,0,361,5,,,,"",21.329999999999995,79
,,70067696,,java,ok,3,java-maven,junit,true,false,361,0,361,5,,,,"",15.399999999999999,63
,,70067697,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70067698,,java,ok,3,java-ant,"",false,,,,,,,,,"",,385
,,70067699,,java,ok,3,java-ant,"",false,,,,,,,,,"",,306
,,70067700,,java,ok,3,java-ant,"",false,,,,,,,,,"",,346
,,70068450,,java,ok,3,java-ant,"",false,,,,,,,,,"",,567
,,70068451,,java,ok,3,java-ant,"",false,,,,,,,,,"",,40.89
,,70068452,,java,ok,3,java-ant,"",false,,,,,,,,,"",,46.28
,,70068453,,java,ok,3,java-ant,"",false,,,,,,,,,"",,
,,70068454,,java,ok,3,java-ant,"",false,,,,,,,,,"",,365
,,70068455,,java,ok,3,java-ant,"",false,,,,,,,,,"",,254
,,70068456,,java,ok,3,java-ant,"",false,,,,,,,,,"",,274
,,70069485,,java,ok,3,java-ant,"",false,,,,,,,,,"",,564
,,70069486,,java,ok,3,java-ant,"",false,,,,,,,,,"",,32.0
