,from_tag,to_tag,ahead_by,behind_by,from_sha,to_sha
934,5.6.6,6.7.2,5677,18,05221592672b903c703c0424dc77458e615c106d,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
935,5.6,6.7.2,5760,0,074f3d1169f9688d15af4aff67e7e672cbeed782,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
936,7.0,6.7.2,19,415,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
937,6.1,6.7.2,4661,0,442f1a11b2365618f58f3f456a756995a6318225,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
938,6.7.7,6.7.2,0,90,4aa6d928f960303eb990d50c275513a517c85e69,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
939,6.6,6.7.2,428,0,353296630a2d150f48c76183e82188dfcaa42df0,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
940,7.1,6.7.2,15,726,ecdde3879059a41f229782061bdad49677dd63f8,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
941,7.9,6.7.2,15,3341,6502ec4ffee7e5a57498baaf330b80eb490d01c2,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
942,6.3,6.7.2,2950,0,43ea4f4c43aa89d4c435017f86d0da254e115e6b,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
943,7.9.2,6.7.2,15,3377,5832fefc31f5ba25f15b3fa66ed816f7b87fd835,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
944,6.1.1,6.7.2,4657,0,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
945,5.6.5,6.7.2,5677,15,29a8d73d1b3fb39fd35c777bf07be40873391517,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
946,7.9.3,6.7.2,15,3388,898a79cc7df01a9603c17f92b93e46ec62bc77d2,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
947,5.6.4,6.7.2,5677,4,52298794f1a34a4fd713ff8d441a0c13432e40a9,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
948,6.7,6.7.2,55,0,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
949,6.0,6.7.2,5253,0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
950,7.9.4,6.7.2,15,3402,2f8d99a55899105cbf3e3170194c614c2a6ea4d7,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
951,6.7.6,6.7.2,0,78,302f75de1ec5df6e983970f3c76b86ee02b1cd26,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
952,6.7.4,6.7.2,0,35,b62b59da1adf991c41ed0730684f813d4116f6cc,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
953,7.3,6.7.2,15,1454,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
954,5.6.7,6.7.2,5677,28,3de1bdeb3255fedc75885313205143f28aa89e9c,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
955,5.6.1,6.7.2,5728,0,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
956,7.5,6.7.2,15,2212,cb851ba202973bd468e070572c1e3b0b0437d2f4,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
957,5.6.2,6.7.2,5703,0,9c1c190107023ffca5f67d6d0184ff5371c5347f,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
958,5.6.3,6.7.2,5690,0,a68d912046cfbbe3f9d1493ab53414face1adae2,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
959,6.7.5,6.7.2,0,62,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124
960,7.9,6.7.3,30,3341,6502ec4ffee7e5a57498baaf330b80eb490d01c2,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
961,6.7.4,6.7.3,0,20,b62b59da1adf991c41ed0730684f813d4116f6cc,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
962,5.6.3,6.7.3,5705,0,a68d912046cfbbe3f9d1493ab53414face1adae2,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
963,6.2,6.7.3,3980,0,4a28f29f95254b58f3cf0a0871bc632e998403f5,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
964,7.6,6.7.3,30,2455,c2edd480f08c8a692757df5ce6c89cddb566b666,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
965,7.4,6.7.3,30,1555,86937350807da2beb38dcd4216eafea0009fb99f,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
966,7.8,6.7.3,30,3200,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
967,6.4,6.7.3,1911,0,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
968,7.9.4,6.7.3,30,3402,2f8d99a55899105cbf3e3170194c614c2a6ea4d7,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
969,6.3.1,6.7.3,2954,0,54be39f47d188340b14d4d9236bbf3d43b1db2ae,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
970,6.7.1,6.7.3,45,0,426519346f51f7b980a76f9050f983110550509d,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
971,6.6,6.7.3,443,0,353296630a2d150f48c76183e82188dfcaa42df0,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
972,5.6.7,6.7.3,5692,28,3de1bdeb3255fedc75885313205143f28aa89e9c,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
973,5.6.1,6.7.3,5743,0,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
974,6.3,6.7.3,2965,0,43ea4f4c43aa89d4c435017f86d0da254e115e6b,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
975,6.1,6.7.3,4676,0,442f1a11b2365618f58f3f456a756995a6318225,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
976,6.7.5,6.7.3,0,47,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
977,7.1,6.7.3,30,726,ecdde3879059a41f229782061bdad49677dd63f8,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
978,7.5,6.7.3,30,2212,cb851ba202973bd468e070572c1e3b0b0437d2f4,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
979,7.3,6.7.3,30,1454,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
980,6.3.2,6.7.3,2947,0,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
981,8.0,6.7.3,30,3755,87ca68d63f4afd37d74b2f454430dfde9e862c6a,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
982,6.7.2,6.7.3,15,0,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
983,7.9.1,6.7.3,30,3358,6818fad17ba67e97d395a8488d5412e00892d5e1,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
984,7.2,6.7.3,30,1226,d7828ea4d821aaceedd431004c83a196cea8b38a,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
985,7.7,6.7.3,30,2691,69bc562d207053ef21afd12c8bc9c5217b50227a,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
986,6.7.6,6.7.3,0,63,302f75de1ec5df6e983970f3c76b86ee02b1cd26,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
987,6.1.1,6.7.3,4672,0,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
988,6.5,6.7.3,1498,0,ef2ca5b33e5795b841d45e0b20fef3cb90391719,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
989,5.6.6,6.7.3,5692,18,05221592672b903c703c0424dc77458e615c106d,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
990,6.0,6.7.3,5268,0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
991,5.6.4,6.7.3,5692,4,52298794f1a34a4fd713ff8d441a0c13432e40a9,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
992,7.0,6.7.3,34,415,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
993,6.7.7,6.7.3,0,75,4aa6d928f960303eb990d50c275513a517c85e69,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
994,7.9.3,6.7.3,30,3388,898a79cc7df01a9603c17f92b93e46ec62bc77d2,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
995,7.9.2,6.7.3,30,3377,5832fefc31f5ba25f15b3fa66ed816f7b87fd835,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
996,5.6.5,6.7.3,5692,15,29a8d73d1b3fb39fd35c777bf07be40873391517,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
997,6.7,6.7.3,70,0,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
998,5.6.2,6.7.3,5718,0,9c1c190107023ffca5f67d6d0184ff5371c5347f,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9
999,7.9,6.7.4,50,3341,6502ec4ffee7e5a57498baaf330b80eb490d01c2,b62b59da1adf991c41ed0730684f813d4116f6cc
1000,6.7.3,6.7.4,20,0,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,b62b59da1adf991c41ed0730684f813d4116f6cc
1001,6.7,6.7.4,90,0,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,b62b59da1adf991c41ed0730684f813d4116f6cc
1002,5.6.3,6.7.4,5725,0,a68d912046cfbbe3f9d1493ab53414face1adae2,b62b59da1adf991c41ed0730684f813d4116f6cc
1003,7.0,6.7.4,54,415,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,b62b59da1adf991c41ed0730684f813d4116f6cc
1004,7.7,6.7.4,50,2691,69bc562d207053ef21afd12c8bc9c5217b50227a,b62b59da1adf991c41ed0730684f813d4116f6cc
1005,8.0,6.7.4,50,3755,87ca68d63f4afd37d74b2f454430dfde9e862c6a,b62b59da1adf991c41ed0730684f813d4116f6cc
1006,7.8,6.7.4,50,3200,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89,b62b59da1adf991c41ed0730684f813d4116f6cc
1007,6.4,6.7.4,1931,0,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,b62b59da1adf991c41ed0730684f813d4116f6cc
1008,8.1.0.31237,6.7.4,50,3951,65a7a7c34de5bff9aed7c3e58eb6dcc87ae34b57,b62b59da1adf991c41ed0730684f813d4116f6cc
1009,7.4,6.7.4,50,1555,86937350807da2beb38dcd4216eafea0009fb99f,b62b59da1adf991c41ed0730684f813d4116f6cc
1010,6.7.5,6.7.4,0,27,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,b62b59da1adf991c41ed0730684f813d4116f6cc
1011,6.5,6.7.4,1518,0,ef2ca5b33e5795b841d45e0b20fef3cb90391719,b62b59da1adf991c41ed0730684f813d4116f6cc
1012,7.9.4,6.7.4,50,3402,2f8d99a55899105cbf3e3170194c614c2a6ea4d7,b62b59da1adf991c41ed0730684f813d4116f6cc
1013,7.2,6.7.4,50,1226,d7828ea4d821aaceedd431004c83a196cea8b38a,b62b59da1adf991c41ed0730684f813d4116f6cc
1014,5.6.6,6.7.4,5712,18,05221592672b903c703c0424dc77458e615c106d,b62b59da1adf991c41ed0730684f813d4116f6cc
1015,6.7.2,6.7.4,35,0,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,b62b59da1adf991c41ed0730684f813d4116f6cc
1016,7.1,6.7.4,50,726,ecdde3879059a41f229782061bdad49677dd63f8,b62b59da1adf991c41ed0730684f813d4116f6cc
1017,6.1.1,6.7.4,4692,0,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4,b62b59da1adf991c41ed0730684f813d4116f6cc
1018,5.6.2,6.7.4,5738,0,9c1c190107023ffca5f67d6d0184ff5371c5347f,b62b59da1adf991c41ed0730684f813d4116f6cc
1019,6.3,6.7.4,2985,0,43ea4f4c43aa89d4c435017f86d0da254e115e6b,b62b59da1adf991c41ed0730684f813d4116f6cc
1020,6.2,6.7.4,4000,0,4a28f29f95254b58f3cf0a0871bc632e998403f5,b62b59da1adf991c41ed0730684f813d4116f6cc
1021,6.6,6.7.4,463,0,353296630a2d150f48c76183e82188dfcaa42df0,b62b59da1adf991c41ed0730684f813d4116f6cc
1022,6.1,6.7.4,4696,0,442f1a11b2365618f58f3f456a756995a6318225,b62b59da1adf991c41ed0730684f813d4116f6cc
1023,5.6.7,6.7.4,5712,28,3de1bdeb3255fedc75885313205143f28aa89e9c,b62b59da1adf991c41ed0730684f813d4116f6cc
1024,5.6.4,6.7.4,5712,4,52298794f1a34a4fd713ff8d441a0c13432e40a9,b62b59da1adf991c41ed0730684f813d4116f6cc
1025,5.6.5,6.7.4,5712,15,29a8d73d1b3fb39fd35c777bf07be40873391517,b62b59da1adf991c41ed0730684f813d4116f6cc
1026,6.7.6,6.7.4,0,43,302f75de1ec5df6e983970f3c76b86ee02b1cd26,b62b59da1adf991c41ed0730684f813d4116f6cc
1027,6.7.1,6.7.4,65,0,426519346f51f7b980a76f9050f983110550509d,b62b59da1adf991c41ed0730684f813d4116f6cc
1028,7.9.1,6.7.4,50,3358,6818fad17ba67e97d395a8488d5412e00892d5e1,b62b59da1adf991c41ed0730684f813d4116f6cc
1029,7.9.3,6.7.4,50,3388,898a79cc7df01a9603c17f92b93e46ec62bc77d2,b62b59da1adf991c41ed0730684f813d4116f6cc
1030,6.7.7,6.7.4,0,55,4aa6d928f960303eb990d50c275513a517c85e69,b62b59da1adf991c41ed0730684f813d4116f6cc
1031,7.9.2,6.7.4,50,3377,5832fefc31f5ba25f15b3fa66ed816f7b87fd835,b62b59da1adf991c41ed0730684f813d4116f6cc
1032,6.3.2,6.7.4,2967,0,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,b62b59da1adf991c41ed0730684f813d4116f6cc
1033,6.3.1,6.7.4,2974,0,54be39f47d188340b14d4d9236bbf3d43b1db2ae,b62b59da1adf991c41ed0730684f813d4116f6cc
1034,7.3,6.7.4,50,1454,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,b62b59da1adf991c41ed0730684f813d4116f6cc
1035,7.5,6.7.4,50,2212,cb851ba202973bd468e070572c1e3b0b0437d2f4,b62b59da1adf991c41ed0730684f813d4116f6cc
1036,7.6,6.7.4,50,2455,c2edd480f08c8a692757df5ce6c89cddb566b666,b62b59da1adf991c41ed0730684f813d4116f6cc
1037,6.0,6.7.4,5288,0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,b62b59da1adf991c41ed0730684f813d4116f6cc
1038,6.7.6,6.7.5,0,16,302f75de1ec5df6e983970f3c76b86ee02b1cd26,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1039,7.2,6.7.5,77,1226,d7828ea4d821aaceedd431004c83a196cea8b38a,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1040,7.7,6.7.5,77,2691,69bc562d207053ef21afd12c8bc9c5217b50227a,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1041,8.2.0.32929,6.7.5,77,4212,749367809478e5b7f60c6ef952436db9789b5882,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1042,7.4,6.7.5,77,1555,86937350807da2beb38dcd4216eafea0009fb99f,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1043,7.9,6.7.5,77,3341,6502ec4ffee7e5a57498baaf330b80eb490d01c2,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1044,6.3.2,6.7.5,2994,0,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1045,7.0,6.7.5,81,415,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1046,7.9.1,6.7.5,77,3358,6818fad17ba67e97d395a8488d5412e00892d5e1,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1047,7.1,6.7.5,77,726,ecdde3879059a41f229782061bdad49677dd63f8,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1048,6.6,6.7.5,490,0,353296630a2d150f48c76183e82188dfcaa42df0,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1049,6.7.3,6.7.5,47,0,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1050,7.9.4,6.7.5,77,3402,2f8d99a55899105cbf3e3170194c614c2a6ea4d7,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1051,5.6.3,6.7.5,5752,0,a68d912046cfbbe3f9d1493ab53414face1adae2,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1052,6.5,6.7.5,1545,0,ef2ca5b33e5795b841d45e0b20fef3cb90391719,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1053,8.0,6.7.5,77,3755,87ca68d63f4afd37d74b2f454430dfde9e862c6a,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1054,6.2,6.7.5,4027,0,4a28f29f95254b58f3cf0a0871bc632e998403f5,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1055,7.8,6.7.5,77,3200,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1056,6.3.1,6.7.5,3001,0,54be39f47d188340b14d4d9236bbf3d43b1db2ae,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1057,5.6.6,6.7.5,5739,18,05221592672b903c703c0424dc77458e615c106d,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1058,7.3,6.7.5,77,1454,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1059,5.6.5,6.7.5,5739,15,29a8d73d1b3fb39fd35c777bf07be40873391517,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1060,6.7.7,6.7.5,0,28,4aa6d928f960303eb990d50c275513a517c85e69,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1061,7.9.2,6.7.5,77,3377,5832fefc31f5ba25f15b3fa66ed816f7b87fd835,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1062,7.6,6.7.5,77,2455,c2edd480f08c8a692757df5ce6c89cddb566b666,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1063,5.6.4,6.7.5,5739,4,52298794f1a34a4fd713ff8d441a0c13432e40a9,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1064,6.7.2,6.7.5,62,0,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1065,6.7.4,6.7.5,27,0,b62b59da1adf991c41ed0730684f813d4116f6cc,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1066,6.7,6.7.5,117,0,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1067,7.5,6.7.5,77,2212,cb851ba202973bd468e070572c1e3b0b0437d2f4,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1068,6.4,6.7.5,1958,0,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1069,6.3,6.7.5,3012,0,43ea4f4c43aa89d4c435017f86d0da254e115e6b,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1070,7.9.3,6.7.5,77,3388,898a79cc7df01a9603c17f92b93e46ec62bc77d2,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1071,6.0,6.7.5,5315,0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1072,6.1,6.7.5,4723,0,442f1a11b2365618f58f3f456a756995a6318225,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1073,8.1.0.31237,6.7.5,77,3951,65a7a7c34de5bff9aed7c3e58eb6dcc87ae34b57,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1074,5.6.7,6.7.5,5739,28,3de1bdeb3255fedc75885313205143f28aa89e9c,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1075,6.1.1,6.7.5,4719,0,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1076,6.7.1,6.7.5,92,0,426519346f51f7b980a76f9050f983110550509d,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1
1077,8.0,6.7.6,93,3755,87ca68d63f4afd37d74b2f454430dfde9e862c6a,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1078,6.4,6.7.6,1974,0,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1079,7.9.2,6.7.6,93,3377,5832fefc31f5ba25f15b3fa66ed816f7b87fd835,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1080,5.6.7,6.7.6,5755,28,3de1bdeb3255fedc75885313205143f28aa89e9c,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1081,7.9,6.7.6,93,3341,6502ec4ffee7e5a57498baaf330b80eb490d01c2,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1082,6.7,6.7.6,133,0,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1083,7.7,6.7.6,93,2691,69bc562d207053ef21afd12c8bc9c5217b50227a,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1084,5.6.6,6.7.6,5755,18,05221592672b903c703c0424dc77458e615c106d,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1085,6.7.7,6.7.6,0,12,4aa6d928f960303eb990d50c275513a517c85e69,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1086,7.5,6.7.6,93,2212,cb851ba202973bd468e070572c1e3b0b0437d2f4,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1087,6.3.1,6.7.6,3017,0,54be39f47d188340b14d4d9236bbf3d43b1db2ae,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1088,6.0,6.7.6,5331,0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1089,5.6.4,6.7.6,5755,4,52298794f1a34a4fd713ff8d441a0c13432e40a9,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1090,6.7.5,6.7.6,16,0,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1091,7.2,6.7.6,93,1226,d7828ea4d821aaceedd431004c83a196cea8b38a,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1092,7.9.3,6.7.6,93,3388,898a79cc7df01a9603c17f92b93e46ec62bc77d2,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1093,6.7.4,6.7.6,43,0,b62b59da1adf991c41ed0730684f813d4116f6cc,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1094,7.8,6.7.6,93,3200,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1095,8.1.0.31237,6.7.6,93,3951,65a7a7c34de5bff9aed7c3e58eb6dcc87ae34b57,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1096,5.6.5,6.7.6,5755,15,29a8d73d1b3fb39fd35c777bf07be40873391517,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1097,6.3,6.7.6,3028,0,43ea4f4c43aa89d4c435017f86d0da254e115e6b,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1098,6.1,6.7.6,4739,0,442f1a11b2365618f58f3f456a756995a6318225,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1099,7.0,6.7.6,97,415,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1100,7.4,6.7.6,93,1555,86937350807da2beb38dcd4216eafea0009fb99f,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1101,7.9.4,6.7.6,93,3402,2f8d99a55899105cbf3e3170194c614c2a6ea4d7,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1102,8.2.0.32929,6.7.6,93,4212,749367809478e5b7f60c6ef952436db9789b5882,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1103,7.6,6.7.6,93,2455,c2edd480f08c8a692757df5ce6c89cddb566b666,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1104,6.7.1,6.7.6,108,0,426519346f51f7b980a76f9050f983110550509d,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1105,7.3,6.7.6,93,1454,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1106,8.3.0.34182,6.7.6,93,4392,9c58e36328ae79ad3c36c13aa253879351ce3613,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1107,6.5,6.7.6,1561,0,ef2ca5b33e5795b841d45e0b20fef3cb90391719,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1108,6.7.3,6.7.6,63,0,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1109,6.6,6.7.6,506,0,353296630a2d150f48c76183e82188dfcaa42df0,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1110,6.7.2,6.7.6,78,0,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1111,6.2,6.7.6,4043,0,4a28f29f95254b58f3cf0a0871bc632e998403f5,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1112,7.9.1,6.7.6,93,3358,6818fad17ba67e97d395a8488d5412e00892d5e1,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1113,6.1.1,6.7.6,4735,0,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1114,6.3.2,6.7.6,3010,0,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1115,7.1,6.7.6,93,726,ecdde3879059a41f229782061bdad49677dd63f8,302f75de1ec5df6e983970f3c76b86ee02b1cd26
1116,7.9.1,6.7.7,105,3358,6818fad17ba67e97d395a8488d5412e00892d5e1,4aa6d928f960303eb990d50c275513a517c85e69
1117,7.0,6.7.7,109,415,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,4aa6d928f960303eb990d50c275513a517c85e69
1118,7.4,6.7.7,105,1555,86937350807da2beb38dcd4216eafea0009fb99f,4aa6d928f960303eb990d50c275513a517c85e69
