,issue_id,component_name,component_id
3285,65416,Authentication & Authorization,11086
3286,65416,Quality Gate,11101
3287,65416,Web,11366
3288,65416,Web API,11100
3289,65415,Webhook,11912
3290,65413,Web,11366
3291,65402,Branch & PR,11094
3292,65402,Notifications,11064
3293,65389,Web,11366
3294,65381,Branch & PR,11094
3295,65381,Web API,11100
3296,65380,Compute Engine,11118
3297,65376,Web,11366
3298,65372,Compute Engine,11118
3299,65361,Web API,11100
3300,65357,Issues,11096
3301,65357,Web,11366
3302,65353,Compute Engine,11118
3303,65346,Compute Engine,11118
3304,65346,Issues,11096
3305,65337,Scm,11117
3306,65337,Web API,11100
3307,65296,Web API,11100
3308,65275,Branch & PR,11094
3309,65271,Plugin API,11065
3310,65220,Branch & PR,11094
3311,65220,Web,11366
3312,65220,Web API,11100
3313,65205,Webhook,11912
3314,65204,Compute Engine,11118
3315,65204,Web,11366
3316,65197,Compute Engine,11118
3317,65190,Web,11366
3318,65183,Plugin API,11065
3319,65171,ElasticSearch,11119
3320,65170,Issues,11096
3321,65170,Web,11366
3322,65144,Issues,11096
3323,65144,Web API,11100
3324,65128,Compute Engine,11118
3325,65127,Compute Engine,11118
3326,65124,UX/UI,11968
3327,65124,Web,11366
3328,65122,Compute Engine,11118
3329,65119,Compute Engine,11118
3330,65116,Settings,11891
3331,65109,Settings,11891
3332,65109,Web API,11100
3333,65107,Notifications,11064
3334,65103,Measures,11112
3335,65103,Web API,11100
3336,65102,Issues,11096
3337,65102,Measures,11112
3338,65102,Web,11366
3339,65100,Branch & PR,11094
3340,65099,Web,11366
3341,65093,Organizations,11974
3342,65093,Web,11366
3343,65084,Issues,11096
3344,65084,Webhook,11912
3345,65083,Issues,11096
3346,65083,Webhook,11912
3347,65082,Branch & PR,11094
3348,65082,Webhook,11912
3349,65081,Webhook,11912
3350,65063,Compute Engine,11118
3351,65063,Web,11366
3352,65056,Measures,11112
3353,65056,Web API,11100
3354,65049,Quality Profile,11074
3355,65049,Web API,11100
3356,65028,Markdown,11090
3357,65012,Database,11077
3358,65001,Issues,11096
3359,65001,Web,11366
3360,64994,Web,11366
3361,63911,Web,11366
3362,64984,Branch & PR,11094
3363,64984,Web,11366
3364,64981,ElasticSearch,11119
3365,64980,ElasticSearch,11119
3366,64974,Web,11366
3367,64972,Measures,11112
3368,64972,Web,11366
3369,63919,Web,11366
3370,55400,Web,11366
3371,64967,Measures,11112
3372,60811,Web,11366
3373,64943,Branch & PR,11094
3374,64943,Scanner,11105
3375,64922,Plugin API,11065
3376,64922,Scanner,11105
3377,64912,Scanner,11105
3378,64911,Web,11366
3379,54793,Web,11366
3380,64881,UX/UI,11968
3381,64880,Plugin API,11065
3382,64875,UX/UI,11968
3383,64875,Web,11366
3384,64867,ElasticSearch,11119
3385,64848,Web API,11100
3386,64827,Issues,11096
3387,64827,Web API,11100
3388,64826,Quality Gate,11101
3389,64826,Web,11366
3390,64824,Branch & PR,11094
3391,64824,Scanner,11105
3392,64818,Telemetry,12092
3393,64818,Web API,11100
3394,64811,ElasticSearch,11119
3395,64805,Activity,11062
3396,64805,Web,11366
3397,64796,Branch & PR,11094
3398,64796,Scanner,11105
3399,64790,Web,11366
3400,64789,Web API,11100
3401,64770,Web API,11100
3402,64768,Web API,11100
3403,64743,ElasticSearch,11119
3404,64731,Cluster,12088
3405,64730,ElasticSearch,11119
3406,64727,Cluster,12088
3407,64726,Cluster,12088
3408,64724,Cluster,12088
3409,64723,Cluster,12088
3410,64720,Cluster,12088
3411,64694,Database,11077
3412,64667,Branch & PR,11094
3413,64667,Telemetry,12092
3414,64666,Scanner,11105
3415,64658,UX/UI,11968
3416,64658,Web,11366
3417,64621,Compute Engine,11118
3418,64621,Coverage & Tests,11091
3419,64621,ElasticSearch,11119
3420,64617,UX/UI,11968
3421,64617,Web,11366
3422,64606,Compute Engine,11118
3423,64606,Rules,11073
3424,64602,UX/UI,11968
3425,64585,UX/UI,11968
3426,64585,Web,11366
3427,64571,ElasticSearch,11119
3428,64563,Web,11366
3429,64561,Issues,11096
3430,64561,Web,11366
3431,64560,Issues,11096
3432,64560,Web,11366
3433,64559,Web,11366
3434,64551,Web,11366
3435,64551,Web API,11100
3436,64533,Rules,11073
3437,64533,Web,11366
3438,64532,Component Viewer,11113
3439,64532,Web,11366
3440,64527,Compute Engine,11118
3441,64527,Web API,11100
3442,64511,Rules,11073
3443,64511,Web,11366
3444,64510,Scanner,11105
3445,64509,Web,11366
3446,64508,Issues,11096
3447,64508,Web,11366
3448,64480,Notifications,11064
3449,64472,Scanner,11105
3450,64443,UX/UI,11968
3451,64443,Web,11366
3452,64442,Branch & PR,11094
3453,64442,Scanner,11105
3454,64430,ElasticSearch,11119
3455,64417,Database,11077
3456,64380,Database,11077
3457,64369,Branch & PR,11094
3458,64369,Scanner,11105
3459,64364,Branch & PR,11094
3460,64364,Web,11366
3461,64303,Issues,11096
3462,64303,Web,11366
3463,64302,Issues,11096
3464,64302,Web,11366
3465,64296,Settings,11891
3466,64296,Web,11366
3467,64281,Database,11077
3468,64278,Web API,11100
3469,64274,Web API,11100
3470,64273,Web API,11100
3471,64271,Web API,11100
3472,64252,Cluster,12088
3473,64231,UX/UI,11968
3474,64231,Web,11366
3475,64223,Branch & PR,11094
3476,64223,Web,11366
3477,64193,Web,11366
3478,64192,Compute Engine,11118
3479,64173,Web,11366
3480,64167,Cluster,12088
3481,64136,Notifications,11064
3482,64136,Quality Profile,11074
3483,64133,Telemetry,12092
3484,64133,Web API,11100
3485,64116,Compute Engine,11118
3486,64105,Web,11366
3487,64093,Scanner,11105
3488,64085,UX/UI,11968
3489,64071,Compute Engine,11118
3490,64070,ElasticSearch,11119
3491,64069,Cluster,12088
3492,64068,Cluster,12088
3493,64056,Scanner,11105
3494,64046,Web,11366
3495,64046,Web API,11100
3496,64045,UX/UI,11968
3497,64045,Web,11366
3498,64039,Measures,11112
3499,64039,Web API,11100
3500,64018,UX/UI,11968
3501,64018,Web,11366
3502,64015,Compute Engine,11118
3503,63996,Documentation,11067
3504,63996,UX/UI,11968
3505,63995,Branch & PR,11094
3506,63995,Web,11366
3507,63993,Scanner,11105
3508,63985,Web,11366
3509,63979,Issues,11096
3510,63979,Web,11366
3511,63977,Web,11366
3512,63975,Issues,11096
3513,63975,Web,11366
3514,63967,UX/UI,11968
3515,63967,Web,11366
3516,63961,Compute Engine,11118
3517,63961,Issues,11096
3518,63959,Issues,11096
3519,63959,Measures,11112
3520,63959,Web,11366
3521,63955,Compute Engine,11118
3522,63947,UX/UI,11968
3523,63947,Web,11366
3524,63944,UX/UI,11968
3525,63944,Web,11366
3526,63937,Web,11366
3527,63930,Web,11366
3528,63929,Web,11366
3529,63926,Issues,11096
3530,63926,Web,11366
3531,63882,Plugin API,11065
3532,63880,Scanner,11105
3533,63866,ElasticSearch,11119
3534,63866,Rules,11073
3535,63833,Web API,11100
3536,63825,Scanner,11105
3537,63814,Measures,11112
3538,63814,UX/UI,11968
3539,63814,Web,11366
3540,63810,ElasticSearch,11119
3541,63801,Web API,11100
3542,63798,Scanner,11105
3543,63795,Compute Engine,11118
3544,63791,Web,11366
3545,63790,Rules,11073
3546,63764,Branch & PR,11094
3547,63754,Web,11366
3548,63753,Scanner,11105
3549,63749,Issues,11096
3550,63749,Rules,11073
3551,63749,Web,11366
3552,63748,Rules,11073
3553,63746,Compute Engine,11118
3554,63745,Database,11077
3555,63745,Rules,11073
3556,63744,Compute Engine,11118
3557,63744,Rules,11073
3558,63710,Plugin API,11065
3559,63710,Scanner,11105
3560,63671,UX/UI,11968
3561,63671,Web,11366
3562,63658,Issues,11096
3563,63658,Web,11366
3564,63657,Scanner,11105
3565,63647,Activity,11062
3566,63647,Web,11366
3567,63643,Activity,11062
3568,63643,UX/UI,11968
3569,63643,Web,11366
3570,63639,Plugin API,11065
3571,63639,Scanner,11105
3572,63633,Activity,11062
3573,63633,UX/UI,11968
3574,63633,Web,11366
3575,63617,Compute Engine,11118
3576,63599,Activity,11062
3577,63599,UX/UI,11968
3578,63599,Web,11366
3579,63588,Web,11366
3580,63587,Web,11366
3581,63586,Web,11366
3582,63585,Web,11366
3583,63530,Branch & PR,11094
3584,63503,Compute Engine,11118
3585,63502,Compute Engine,11118
3586,63501,Compute Engine,11118
3587,63492,Quality Profile,11074
3588,63492,Web API,11100
3589,63482,ElasticSearch,11119
3590,63442,Branch & PR,11094
3591,63438,Web,11366
3592,63437,Web,11366
3593,63436,Web,11366
3594,63435,Web,11366
3595,63434,Web,11366
3596,63432,Web,11366
3597,63429,Web,11366
3598,63428,Scanner,11105
3599,63426,Scanner,11105
3600,63425,Web,11366
3601,63423,Scanner,11105
3602,63420,UX/UI,11968
3603,63420,Web,11366
3604,63402,Compute Engine,11118
3605,63401,Compute Engine,11118
3606,63398,Scanner,11105
3607,63389,Web,11366
3608,63355,ElasticSearch,11119
3609,63352,ElasticSearch,11119
3610,63351,ElasticSearch,11119
3611,63341,Scanner,11105
3612,63321,Web API,11100
3613,63315,Web,11366
3614,63314,Web,11366
3615,63313,Web,11366
3616,63312,Web,11366
3617,63308,Issues,11096
3618,63308,Web,11366
3619,63307,Activity,11062
3620,63307,UX/UI,11968
3621,63307,Web,11366
3622,63289,Database,11077
3623,63280,Scanner,11105
3624,63277,Compute Engine,11118
3625,63277,Scanner,11105
3626,63275,Scanner,11105
3627,63264,Authentication & Authorization,11086
3628,63264,Web,11366
3629,63261,Web,11366
3630,63260,Web,11366
3631,63259,Web,11366
3632,63256,Web,11366
3633,63252,ElasticSearch,11119
3634,63234,Web,11366
3635,63233,Web,11366
3636,63223,Web API,11100
3637,63196,Scanner,11105
3638,63174,ElasticSearch,11119
3639,63169,Scanner,11105
3640,63154,Rules,11073
3641,63154,Web,11366
3642,63153,Issues,11096
3643,63153,Web,11366
3644,63152,Organizations,11974
3645,63152,Web,11366
3646,63151,Web,11366
3647,63085,Notifications,11064
3648,62999,Web,11366
3649,62983,Web API,11100
3650,62982,Web API,11100
3651,62981,Web API,11100
3652,62976,Web,11366
3653,62956,Web,11366
3654,62953,Issues,11096
3655,62953,Web,11366
3656,62951,Activity,11062
3657,62951,UX/UI,11968
3658,62951,Web,11366
3659,62950,UX/UI,11968
3660,62950,Web,11366
3661,62933,Web API,11100
3662,62932,Compute Engine,11118
3663,62931,Web API,11100
3664,62922,Database,11077
3665,62893,Database,11077
3666,62873,Web,11366
3667,62864,UX/UI,11968
3668,62864,Web,11366
3669,62830,Plugin API,11065
3670,62830,Scanner,11105
3671,62788,Measures,11112
3672,62788,UX/UI,11968
3673,62783,Compute Engine,11118
3674,62778,Web,11366
3675,62776,Web,11366
3676,62775,Web,11366
3677,62773,Web,11366
3678,62746,Database,11077
3679,62732,ElasticSearch,11119
3680,62731,ElasticSearch,11119
3681,62729,ElasticSearch,11119
3682,62726,Web,11366
3683,62704,Compute Engine,11118
3684,62704,Web,11366
3685,62702,Compute Engine,11118
3686,62693,UX/UI,11968
3687,62693,Web,11366
3688,62583,Web,11366
3689,62577,Web,11366
3690,62576,Web,11366
3691,62575,Web,11366
3692,62563,Authentication & Authorization,11086
3693,62563,Web,11366
3694,62541,UX/UI,11968
3695,62541,Web,11366
3696,62525,Quality Profile,11074
3697,62525,Web API,11100
3698,62519,Quality Profile,11074
3699,62519,Web API,11100
3700,62518,Quality Profile,11074
3701,62518,Web,11366
3702,62515,Quality Profile,11074
3703,62515,Web,11366
3704,62509,Web,11366
3705,62489,Web,11366
3706,62488,Web,11366
3707,62486,Web,11366
3708,62484,Quality Profile,11074
3709,62476,Web API,11100
3710,62474,Compute Engine,11118
3711,62474,Database,11077
3712,62456,Quality Profile,11074
3713,62456,Rules,11073
3714,62454,Quality Profile,11074
3715,62454,Web,11366
3716,62454,Web API,11100
3717,62416,Database,11077
3718,62416,ElasticSearch,11119
3719,62415,Database,11077
3720,62415,ElasticSearch,11119
3721,62414,Database,11077
3722,62414,ElasticSearch,11119
3723,62376,Scanner,11105
3724,62375,Scanner,11105
3725,62352,Web API,11100
3726,62308,Quality Profile,11074
3727,62282,Web,11366
3728,62266,Issues,11096
3729,62266,Web,11366
3730,62257,UX/UI,11968
3731,62257,Web,11366
3732,62233,Quality Profile,11074
3733,62233,Web API,11100
3734,62232,Web,11366
3735,62223,Web,11366
3736,62190,Authentication & Authorization,11086
3737,62190,Quality Gate,11101
3738,62190,Web API,11100
3739,62133,Notifications,11064
3740,62133,Quality Profile,11074
3741,62131,Web API,11100
3742,62114,Measures,11112
3743,62114,Web API,11100
3744,62104,Quality Profile,11074
3745,62104,Web API,11100
3746,62099,Web API,11100
3747,62090,Web,11366
3748,62088,Web,11366
3749,62075,Issues,11096
3750,62075,Web,11366
3751,62072,Settings,11891
3752,62072,Web,11366
3753,62069,Issues,11096
3754,62069,Web,11366
3755,62057,ElasticSearch,11119
3756,62057,Rules,11073
3757,62056,Web,11366
3758,62054,ElasticSearch,11119
3759,62054,Rules,11073
3760,62045,Quality Profile,11074
3761,62045,Web,11366
3762,62016,Authentication & Authorization,11086
3763,61981,Issues,11096
3764,61981,Web,11366
3765,61977,Web,11366
3766,61975,Web API,11100
3767,61969,Web API,11100
3768,61950,Web,11366
3769,61948,Web,11366
3770,61946,Web,11366
3771,61930,Measures,11112
3772,61930,UX/UI,11968
3773,61930,Web,11366
3774,61903,Web,11366
3775,61902,Web,11366
3776,61901,Web,11366
3777,61900,Web,11366
3778,61899,Web,11366
3779,61898,Web,11366
3780,61897,Web,11366
3781,61896,Web,11366
3782,61895,Web,11366
3783,61894,Web,11366
3784,61892,Web,11366
3785,61891,Web,11366
3786,61890,Web,11366
3787,61889,Web,11366
3788,61882,Authentication & Authorization,11086
3789,61882,Web,11366
3790,61873,UX/UI,11968
3791,61873,Web,11366
3792,61867,Scanner,11105
3793,61865,Web,11366
3794,61856,Quality Profile,11074
3795,61856,Web,11366
3796,61828,Web,11366
3797,61827,UX/UI,11968
3798,61827,Web,11366
3799,61825,Scanner,11105
3800,61820,Notifications,11064
3801,61800,Web,11366
3802,61798,Compute Engine,11118
3803,61765,Database,11077
3804,61764,Compute Engine,11118
3805,61762,Authentication & Authorization,11086
3806,61762,Web API,11100
3807,61750,Web,11366
3808,61745,Settings,11891
3809,61745,Web,11366
3810,61744,ElasticSearch,11119
3811,61744,Web API,11100
3812,61728,Web,11366
3813,61727,Web,11366
3814,61711,Web,11366
3815,61701,Web API,11100
3816,61698,Database,11077
3817,61697,Settings,11891
3818,61694,UX/UI,11968
3819,61694,Web,11366
3820,61690,Documentation,11067
3821,61690,Web,11366
3822,61689,Web,11366
3823,61685,Web API,11100
3824,61682,Web,11366
3825,61681,Web,11366
3826,61680,Web,11366
3827,61679,Web,11366
3828,61678,Web,11366
3829,61675,Web,11366
3830,61675,Web API,11100
3831,61674,Web,11366
3832,61674,Web API,11100
3833,61673,Web,11366
3834,61672,Web,11366
3835,61672,Web API,11100
3836,61671,Web,11366
3837,61649,Marketplace,12172
3838,61649,Web,11366
3839,61643,Duplications,11063
3840,61643,Quality Gate,11101
3841,61642,Quality Gate,11101
3842,61642,Web,11366
3843,61604,Plugin API,11065
3844,61599,Database,11077
3845,61578,ElasticSearch,11119
3846,61572,Database,11077
3847,61497,UX/UI,11968
3848,61497,Web,11366
3849,61483,Scanner,11105
3850,61477,Activity,11062
3851,61477,Database,11077
3852,61424,Marketplace,12172
3853,61424,Web API,11100
3854,61422,Issues,11096
3855,61422,Organizations,11974
3856,61422,Web API,11100
3857,61417,Issues,11096
3858,61414,Web,11366
3859,61409,Rules,11073
3860,61409,Web,11366
3861,61408,Database,11077
3862,61406,Authentication & Authorization,11086
3863,61406,Database,11077
3864,61405,Database,11077
3865,61405,Issues,11096
3866,61404,Settings,11891
3867,61404,Web,11366
3868,61403,Database,11077
3869,61402,Plugin API,11065
3870,61394,Plugin API,11065
3871,61394,Quality Profile,11074
3872,61379,Database,11077
3873,61313,UX/UI,11968
3874,61313,Web,11366
3875,61308,Web,11366
3876,61304,Web API,11100
3877,61298,Web API,11100
3878,61297,Web API,11100
3879,61296,Documentation,11067
3880,61296,UX/UI,11968
3881,61296,Web,11366
3882,61296,Web API,11100
3883,61269,Quality Profile,11074
3884,61268,Quality Profile,11074
3885,61267,Quality Profile,11074
3886,61267,Web API,11100
3887,61266,Quality Profile,11074
3888,61255,Scanner,11105
3889,61199,Web API,11100
3890,61197,Web API,11100
3891,61196,Web API,11100
3892,61173,Authentication & Authorization,11086
3893,61173,Web API,11100
3894,61164,UX/UI,11968
3895,61164,Web,11366
3896,61144,Web,11366
3897,61142,Settings,11891
3898,61135,Issues,11096
3899,61135,Web API,11100
3900,61134,Issues,11096
3901,61134,Web API,11100
3902,61132,Issues,11096
3903,61132,Web API,11100
3904,61129,Issues,11096
3905,61129,Web API,11100
3906,61127,Issues,11096
3907,61127,Web API,11100
3908,61125,Issues,11096
3909,61125,Web API,11100
3910,61123,Issues,11096
3911,61123,Web API,11100
3912,61118,Issues,11096
3913,61118,Web API,11100
3914,61112,Activity,11062
3915,61112,UX/UI,11968
3916,61112,Web,11366
3917,61078,Web,11366
3918,61077,Issues,11096
3919,61077,Web API,11100
3920,61069,Web API,11100
3921,61068,Web,11366
3922,61068,Web API,11100
3923,61067,Web API,11100
3924,61059,Web,11366
3925,61058,Web,11366
3926,61057,Web,11366
3927,61056,Web,11366
3928,61055,Web,11366
3929,61054,Web,11366
3930,61045,Compute Engine,11118
3931,61032,Web API,11100
3932,61031,Web API,11100
3933,61030,Web API,11100
3934,61029,Web API,11100
3935,61028,Web API,11100
3936,61027,Measures,11112
3937,61027,Web,11366
3938,61027,Web API,11100
3939,61002,ElasticSearch,11119
3940,61001,ElasticSearch,11119
3941,60995,ElasticSearch,11119
3942,60992,ElasticSearch,11119
3943,60989,ElasticSearch,11119
3944,60984,ElasticSearch,11119
3945,60983,ElasticSearch,11119
3946,60983,Web API,11100
3947,60971,ElasticSearch,11119
3948,60949,Authentication & Authorization,11086
3949,60949,Notifications,11064
3950,60949,Web API,11100
3951,60947,Issues,11096
3952,60941,UX/UI,11968
3953,60941,Web,11366
3954,60920,Scanner,11105
3955,60920,Web API,11100
3956,60916,Scanner,11105
3957,60914,Web,11366
3958,60908,Scanner,11105
3959,60902,Measures,11112
3960,60902,Web API,11100
3961,60889,Compute Engine,11118
3962,60889,Database,11077
3963,60887,ElasticSearch,11119
3964,60880,ElasticSearch,11119
3965,60872,Compute Engine,11118
3966,60872,Database,11077
3967,60864,Web,11366
3968,60861,Measures,11112
3969,60861,Web API,11100
3970,60860,ElasticSearch,11119
3971,60860,Web API,11100
3972,60785,Issues,11096
3973,60785,Organizations,11974
3974,60785,Web API,11100
3975,60784,Issues,11096
3976,60784,Organizations,11974
3977,60784,Web API,11100
3978,60780,Duplications,11063
3979,60780,Scanner,11105
3980,60772,Rules,11073
3981,60768,ElasticSearch,11119
3982,60768,Rules,11073
3983,60765,Plugin API,11065
3984,60765,Scanner,11105
3985,60759,Scanner,11105
3986,60752,Web API,11100
3987,60733,Web,11366
3988,60724,UX/UI,11968
3989,60724,Web,11366
3990,60721,Web API,11100
3991,60720,Web API,11100
3992,60709,Authentication & Authorization,11086
3993,60694,Quality Profile,11074
3994,60694,Rules,11073
3995,60680,Rules,11073
3996,60678,Web,11366
3997,60677,Web,11366
3998,60676,Web,11366
3999,60656,ElasticSearch,11119
4000,60656,Web API,11100
4001,60625,Settings,11891
4002,60625,Web,11366
4003,60595,Web API,11100
4004,60571,Web,11366
4005,60571,Web API,11100
4006,60568,Web,11366
4007,60560,Markdown,11090
4008,60560,Web API,11100
4009,60558,UX/UI,11968
4010,60558,Web,11366
4011,60528,Issues,11096
4012,60528,Web,11366
4013,60525,Organizations,11974
4014,60525,Web,11366
4015,60520,UX/UI,11968
4016,60520,Web,11366
4017,60518,Issues,11096
4018,60518,Web,11366
4019,60517,Web,11366
4020,60472,Rules,11073
4021,60472,Web API,11100
4022,60468,Authentication & Authorization,11086
4023,60468,Web API,11100
4024,60466,ElasticSearch,11119
4025,60461,Web,11366
4026,60460,Web,11366
4027,60459,Web,11366
4028,60458,Web,11366
4029,60420,UX/UI,11968
4030,60420,Web,11366
4031,60413,Web API,11100
4032,60389,Compute Engine,11118
4033,60387,Scanner,11105
4034,60377,Web API,11100
4035,60283,Web API,11100
4036,60280,Compute Engine,11118
4037,60278,Scanner,11105
4038,60276,Web API,11100
4039,60274,Organizations,11974
4040,60274,Web API,11100
4041,60258,Web API,11100
4042,60246,Organizations,11974
4043,60246,Web API,11100
4044,60235,Database,11077
4045,60232,Authentication & Authorization,11086
4046,60232,Web API,11100
4047,60222,Web,11366
4048,60210,Notifications,11064
4049,60170,Scanner,11105
4050,60106,Authentication & Authorization,11086
4051,60104,Authentication & Authorization,11086
4052,60104,Rules,11073
4053,60104,Web API,11100
4054,60089,Scanner,11105
4055,60086,Authentication & Authorization,11086
4056,60083,ElasticSearch,11119
4057,60082,ElasticSearch,11119
4058,60052,Rules,11073
4059,60043,UX/UI,11968
4060,60043,Web,11366
4061,60041,Organizations,11974
4062,60041,Web API,11100
4063,60033,Quality Profile,11074
4064,60033,Rules,11073
4065,60033,Web API,11100
4066,60025,Authentication & Authorization,11086
4067,60025,Web API,11100
4068,60024,Quality Gate,11101
4069,60024,Web API,11100
4070,60023,Compute Engine,11118
4071,60023,Organizations,11974
4072,60022,Organizations,11974
4073,60022,Web API,11100
4074,60021,Organizations,11974
4075,60021,Web API,11100
4076,60019,Authentication & Authorization,11086
4077,60019,Organizations,11974
4078,60019,Web,11366
4079,60016,Organizations,11974
4080,60016,Web API,11100
4081,60009,Issues,11096
4082,60009,Web API,11100
4083,60007,Organizations,11974
4084,60007,Web,11366
4085,60005,Organizations,11974
4086,60005,Web,11366
4087,59995,Plugin API,11065
4088,59990,Plugin API,11065
4089,59990,Scanner,11105
4090,59975,Plugin API,11065
4091,59975,Rules,11073
4092,59964,ElasticSearch,11119
4093,59964,Web API,11100
4094,59942,Quality Gate,11101
4095,59940,Quality Profile,11074
4096,59928,Plugin API,11065
4097,59919,Web,11366
4098,59898,ElasticSearch,11119
4099,59896,Authentication & Authorization,11086
4100,59895,Organizations,11974
4101,59895,Web API,11100
4102,59894,Web API,11100
4103,59893,Web API,11100
4104,59892,Web API,11100
4105,59891,Web API,11100
4106,59890,Web API,11100
4107,59885,Web API,11100
4108,59882,Web API,11100
4109,59872,Web API,11100
4110,59867,Database,11077
4111,59866,Authentication & Authorization,11086
4112,59866,Database,11077
4113,59865,Database,11077
4114,59865,Organizations,11974
4115,59860,Database,11077
4116,59859,Database,11077
4117,59859,Organizations,11974
4118,59856,Authentication & Authorization,11086
4119,59856,Web,11366
4120,59850,Issues,11096
4121,59834,Authentication & Authorization,11086
4122,59834,Web API,11100
4123,59833,Scanner,11105
4124,59813,ElasticSearch,11119
4125,59811,ElasticSearch,11119
4126,59810,ElasticSearch,11119
4127,59807,ElasticSearch,11119
4128,59806,ElasticSearch,11119
4129,59805,ElasticSearch,11119
4130,59804,ElasticSearch,11119
4131,59802,ElasticSearch,11119
4132,59801,ElasticSearch,11119
4133,59699,Scanner,11105
4134,59665,Organizations,11974
4135,59665,Web API,11100
4136,59655,Issues,11096
4137,59655,Web,11366
4138,59654,Issues,11096
4139,59654,Web,11366
4140,59653,Issues,11096
4141,59653,Web,11366
4142,59652,Issues,11096
4143,59652,Web,11366
4144,59651,Web,11366
4145,59591,Web,11366
4146,59575,Issues,11096
4147,59570,Web,11366
4148,59570,Web API,11100
4149,59570,Webhook,11912
4150,59546,Compute Engine,11118
4151,59541,ElasticSearch,11119
4152,59534,Plugin API,11065
4153,59520,Issues,11096
4154,59520,Organizations,11974
4155,59520,Web API,11100
4156,59499,Web API,11100
4157,59497,Measures,11112
4158,59497,Web API,11100
4159,59496,Measures,11112
4160,59496,Web API,11100
4161,59495,Measures,11112
4162,59495,Web API,11100
4163,59494,Web,11366
4164,59490,UX/UI,11968
4165,59490,Web,11366
4166,59478,UX/UI,11968
4167,59473,Database,11077
4168,59473,Measures,11112
4169,59458,Organizations,11974
4170,59458,Web API,11100
4171,59457,Compute Engine,11118
4172,59456,Compute Engine,11118
4173,59455,Compute Engine,11118
4174,59429,Organizations,11974
4175,59429,Web API,11100
4176,59415,Authentication & Authorization,11086
4177,59415,Organizations,11974
4178,59382,Issues,11096
4179,59382,Scalability,11114
4180,59382,Web API,11100
4181,59381,Issues,11096
4182,59381,Scalability,11114
4183,59381,Web API,11100
4184,59380,Web API,11100
4185,59379,Compute Engine,11118
4186,59378,Issues,11096
4187,59378,Web API,11100
4188,59377,Issues,11096
4189,59377,Scalability,11114
4190,59377,Web API,11100
4191,59376,Web API,11100
4192,59375,Scanner,11105
4193,59363,Measures,11112
4194,59363,Web,11366
4195,59346,Scanner,11105
4196,59342,Authentication & Authorization,11086
4197,59342,Organizations,11974
4198,59341,Authentication & Authorization,11086
4199,59341,Web API,11100
4200,59338,Authentication & Authorization,11086
4201,59338,Organizations,11974
4202,59338,Web API,11100
4203,59336,Authentication & Authorization,11086
4204,59336,Organizations,11974
4205,59336,Web API,11100
4206,59335,Authentication & Authorization,11086
4207,59335,Organizations,11974
4208,59335,Web API,11100
4209,59326,Authentication & Authorization,11086
4210,59326,Web API,11100
4211,59323,Authentication & Authorization,11086
4212,59323,Settings,11891
4213,59318,Rules,11073
4214,59318,Web API,11100
4215,59302,Web,11366
4216,59280,Rules,11073
4217,59277,Web,11366
4218,59274,Web,11366
4219,59261,Authentication & Authorization,11086
4220,59255,Web,11366
4221,59223,Measures,11112
4222,59223,Web API,11100
4223,59218,Organizations,11974
4224,59218,Web,11366
4225,59218,Web API,11100
4226,59213,Authentication & Authorization,11086
4227,59213,Web API,11100
4228,59212,Authentication & Authorization,11086
4229,59212,Web API,11100
4230,59211,Authentication & Authorization,11086
4231,59211,Web API,11100
4232,59190,Web,11366
4233,59186,Scanner,11105
4234,59182,Web,11366
4235,59181,Web,11366
4236,59180,Web,11366
4237,59179,Organizations,11974
4238,59179,Web,11366
4239,59175,Organizations,11974
4240,59175,Web,11366
4241,59165,Compute Engine,11118
4242,59165,Database,11077
4243,59164,Compute Engine,11118
4244,59163,Compute Engine,11118
4245,59163,Database,11077
4246,59159,Compute Engine,11118
4247,59159,Database,11077
4248,59138,Web API,11100
4249,59134,Database,11077
4250,59134,Quality Profile,11074
4251,59108,Issues,11096
4252,59108,Web,11366
4253,59107,Organizations,11974
4254,59107,Web API,11100
4255,59100,Settings,11891
4256,59084,Web,11366
4257,59083,Web,11366
4258,59073,Web,11366
4259,59067,Web,11366
4260,59040,Rules,11073
4261,59040,Web API,11100
4262,59038,Custom Measure[DEPRECATED],11083
4263,59038,Web,11366
4264,59037,Organizations,11974
4265,59037,Quality Profile,11074
4266,59016,Organizations,11974
4267,59011,Web API,11100
4268,58992,Web API,11100
4269,58988,Compute Engine,11118
4270,58987,Web,11366
4271,58980,Measures,11112
4272,58977,Notifications,11064
4273,58971,Web,11366
4274,58971,Web API,11100
4275,58942,Measures,11112
4276,58942,Web API,11100
4277,58049,Web,11366
4278,58907,Database,11077
4279,58907,Quality Gate,11101
4280,58905,Web,11366
4281,58900,Quality Gate,11101
4282,58895,Authentication & Authorization,11086
4283,58895,Web API,11100
4284,58894,Organizations,11974
4285,58894,Web API,11100
4286,58892,Settings,11891
4287,58892,Web API,11100
4288,58850,Web,11366
4289,58848,Organizations,11974
4290,58848,Web API,11100
4291,58847,Organizations,11974
4292,58847,Web API,11100
4293,58846,Organizations,11974
4294,58846,Web API,11100
4295,58845,Organizations,11974
4296,58845,Web API,11100
4297,58832,Organizations,11974
4298,58832,Quality Profile,11074
4299,58829,Organizations,11974
4300,58829,Web API,11100
4301,58828,Organizations,11974
4302,58828,Web API,11100
4303,58827,Organizations,11974
