,issue_id,component_name,component_id
5779,49513,Web,11366
5780,49511,Database,11077
5781,49510,Database,11077
5782,49509,Database,11077
5783,49508,Database,11077
5784,49507,Database,11077
5785,49506,Database,11077
5786,49505,Database,11077
5787,49504,Database,11077
5788,49502,Database,11077
5789,49501,Database,11077
5790,49500,Database,11077
5791,49499,Database,11077
5792,49498,Database,11077
5793,49497,Database,11077
5794,49496,Database,11077
5795,49495,Database,11077
5796,49494,Database,11077
5797,49493,Database,11077
5798,49492,Database,11077
5799,49486,Compute Engine,11118
5800,49477,Authentication & Authorization,11086
5801,49467,Plugin API,11065
5802,49467,Web API,11100
5803,49460,Authentication & Authorization,11086
5804,49460,Web API,11100
5805,49459,Web API,11100
5806,49457,Database,11077
5807,49448,Database,11077
5808,49412,Plugin API,11065
5809,49412,Scanner,11105
5810,49404,Database,11077
5811,49368,Scalability,11114
5812,49365,Database,11077
5813,49363,Database,11077
5814,49354,Compute Engine,11118
5815,49352,Measures,11112
5816,49324,Issues,11096
5817,49319,Rules,11073
5818,49319,Web,11366
5819,49258,Plugin API,11065
5820,49258,Scanner,11105
5821,49247,Plugin API,11065
5822,49247,Scanner,11105
5823,49192,Marketplace,12172
5824,49191,Compute Engine,11118
5825,49188,Plugin API,11065
5826,49185,Quality Gate,11101
5827,49185,Web API,11100
5828,49181,Web,11366
5829,49181,Web API,11100
5830,49180,Quality Gate,11101
5831,49179,Quality Gate,11101
5832,49178,Quality Gate,11101
5833,49177,Measures,11112
5834,49177,Web,11366
5835,49131,Compute Engine,11118
5836,49131,Plugin API,11065
5837,49131,Scanner,11105
5838,49128,ElasticSearch,11119
5839,49101,Database,11077
5840,49097,Plugin API,11065
5841,49097,Scanner,11105
5842,49081,Quality Profile,11074
5843,49081,Web API,11100
5844,49077,Database,11077
5845,49036,Web API,11100
5846,49032,Scanner,11105
5847,49015,Web API,11100
5848,49013,ElasticSearch,11119
5849,48974,Measures,11112
5850,48974,Web,11366
5851,48972,ElasticSearch,11119
5852,48970,Authentication & Authorization,11086
5853,48970,Web API,11100
5854,48963,Web API,11100
5855,48948,Database,11077
5856,48938,Issues,11096
5857,48938,Web API,11100
5858,48930,Plugin API,11065
5859,48930,Scanner,11105
5860,48927,l10n & i18n,11085
5861,48927,Web API,11100
5862,48923,l10n & i18n,11085
5863,48923,Web,11366
5864,48918,Quality Profile,11074
5865,48918,Web,11366
5866,48910,Plugin API,11065
5867,48910,Scanner,11105
5868,48909,Database,11077
5869,48892,Web API,11100
5870,48890,Database,11077
5871,48886,Scanner,11105
5872,48885,Plugin API,11065
5873,48885,Scanner,11105
5874,48884,Web API,11100
5875,48883,Coverage & Tests,11091
5876,48883,Plugin API,11065
5877,48880,Web,11366
5878,48879,Plugin API,11065
5879,48879,Scanner,11105
5880,48878,Web API,11100
5881,48877,Plugin API,11065
5882,48875,Compute Engine,11118
5883,48874,Compute Engine,11118
5884,48868,ElasticSearch,11119
5885,48867,Web API,11100
5886,48864,Scanner,11105
5887,48862,ElasticSearch,11119
5888,48860,Plugin API,11065
5889,48860,Scanner,11105
5890,48858,ElasticSearch,11119
5891,48857,ElasticSearch,11119
5892,48847,Web API,11100
5893,48846,ElasticSearch,11119
5894,48844,ElasticSearch,11119
5895,48840,ElasticSearch,11119
5896,48829,Database,11077
5897,48826,Scanner,11105
5898,48825,Web API,11100
5899,48812,Web API,11100
5900,48800,Issues,11096
5901,48765,Database,11077
5902,48764,Quality Gate,11101
5903,48764,Web API,11100
5904,48744,Marketplace,12172
5905,48744,Web API,11100
5906,48740,Authentication & Authorization,11086
5907,48732,Database,11077
5908,48722,ElasticSearch,11119
5909,48721,Scanner,11105
5910,48706,Web API,11100
5911,48696,Authentication & Authorization,11086
5912,48696,Scanner,11105
5913,48682,Web,11366
5914,48674,Compute Engine,11118
5915,48665,Database,11077
5916,48662,Quality Profile,11074
5917,48662,Web API,11100
5918,48661,Issues,11096
5919,48661,Web API,11100
5920,48647,Scanner,11105
5921,48646,Measures,11112
5922,48646,Web API,11100
5923,48645,Web API,11100
5924,48632,Plugin API,11065
5925,48603,Compute Engine,11118
5926,48603,Database,11077
5927,48556,Database,11077
5928,48552,Database,11077
5929,48543,Web API,11100
5930,48517,Web API,11100
5931,48511,Documentation,11067
5932,48511,Web API,11100
5933,48510,Web API,11100
5934,48507,Measures,11112
5935,48507,Web API,11100
5936,48485,Web,11366
5937,48313,Compute Engine,11118
5938,48313,Web API,11100
5939,48309,Web API,11100
5940,48299,Web API,11100
5941,48295,Authentication & Authorization,11086
5942,48293,Web,11366
5943,48260,Measures,11112
5944,48253,Compute Engine,11118
5945,48253,Web API,11100
5946,48251,Database,11077
5947,48251,Scalability,11114
5948,48207,Database,11077
5949,48204,Web,11366
5950,48169,Web API,11100
5951,48168,Measures,11112
5952,48168,Web,11366
5953,48129,Web,11366
5954,48129,Web API,11100
5955,48128,Component Viewer,11113
5956,48128,Web,11366
5957,48127,Measures,11112
5958,48124,Authentication & Authorization,11086
5959,48124,Web API,11100
5960,48097,Scanner,11105
5961,48094,Web API,11100
5962,48085,ElasticSearch,11119
5963,48082,Compute Engine,11118
5964,48082,Issues,11096
5965,48081,Compute Engine,11118
5966,48081,Issues,11096
5967,48080,Plugin API,11065
5968,48080,Web API,11100
5969,48033,Plugin API,11065
5970,48032,Scanner,11105
5971,48026,Compute Engine,11118
5972,48026,Web,11366
5973,48001,Web,11366
5974,47989,Web,11366
5975,47989,Web API,11100
5976,47980,Web,11366
5977,47967,Measures,11112
5978,47967,Web API,11100
5979,47953,Measures,11112
5980,47941,Authentication & Authorization,11086
5981,47941,Web API,11100
5982,47908,Database,11077
5983,47905,Scanner,11105
5984,47890,Quality Profile,11074
5985,47890,Web,11366
5986,47848,Measures,11112
5987,47848,Web,11366
5988,47846,Web API,11100
5989,47822,Markdown,11090
5990,47810,Plugin API,11065
5991,47810,Scanner,11105
5992,47809,Plugin API,11065
5993,47809,Scanner,11105
5994,47806,Compute Engine,11118
5995,47804,Compute Engine,11118
5996,47802,Plugin API,11065
5997,47802,Scanner,11105
5998,47796,Compute Engine,11118
5999,47796,Coverage & Tests,11091
6000,47796,Scanner,11105
6001,47780,Compute Engine,11118
6002,47752,Web API,11100
6003,47725,Component Viewer,11113
6004,47725,Web,11366
6005,47724,Issues,11096
6006,47724,Web,11366
6007,47695,Database,11077
6008,47670,Issues,11096
6009,47670,Web API,11100
6010,47665,Scanner,11105
6011,47660,Plugin API,11065
6012,47660,Scanner,11105
6013,47660,Web API,11100
6014,47654,Database,11077
6015,47654,Issues,11096
6016,47624,Quality Profile,11074
6017,47624,Web API,11100
6018,47623,Web,11366
6019,47605,Database,11077
6020,47604,Web,11366
6021,47592,Scanner,11105
6022,47591,Compute Engine,11118
6023,47591,Plugin API,11065
6024,47558,Plugin API,11065
6025,47558,Scanner,11105
6026,47505,Database,11077
6027,47492,Web,11366
6028,47490,Web,11366
6029,47474,Authentication & Authorization,11086
6030,47448,Quality Profile,11074
6031,47448,Web API,11100
6032,47444,Rules,11073
6033,47420,Authentication & Authorization,11086
6034,47420,Web API,11100
6035,47402,Quality Profile,11074
6036,47402,Rules,11073
6037,47402,Web,11366
6038,47384,Web,11366
6039,47380,Issues,11096
6040,47380,Web,11366
6041,47380,Web API,11100
6042,47379,Issues,11096
6043,47379,Web,11366
6044,47379,Web API,11100
6045,47378,Web,11366
6046,47377,Web,11366
6047,47377,Web API,11100
6048,47374,Issues,11096
6049,47374,Web,11366
6050,47368,ElasticSearch,11119
6051,47368,Issues,11096
6052,47367,Issues,11096
6053,47367,Plugin API,11065
6054,47366,Database,11077
6055,47357,Plugin API,11065
6056,47357,Scanner,11105
6057,47349,Database,11077
6058,47344,Database,11077
6059,47341,Web API,11100
6060,47339,Rules,11073
6061,47339,Web,11366
6062,47336,Plugin API,11065
6063,47334,Plugin API,11065
6064,47327,Web,11366
6065,47324,Compute Engine,11118
6066,47309,Web,11366
6067,47282,Web,11366
6068,47276,Rules,11073
6069,47276,Web API,11100
6070,47261,Authentication & Authorization,11086
6071,47261,Web,11366
6072,47257,Compute Engine,11118
6073,47257,Scanner,11105
6074,47257,Web,11366
6075,47256,Web,11366
6076,47255,Issues,11096
6077,47255,Web,11366
6078,47253,Authentication & Authorization,11086
6079,47253,Plugin API,11065
6080,47252,Component Viewer,11113
6081,47252,Web,11366
6082,47249,Issues,11096
6083,47249,Web,11366
6084,47243,Authentication & Authorization,11086
6085,47243,Plugin API,11065
6086,47231,Web,11366
6087,47228,Compute Engine,11118
6088,47228,Plugin API,11065
6089,47225,Web,11366
6090,47224,Compute Engine,11118
6091,47222,Compute Engine,11118
6092,47221,Compute Engine,11118
6093,47221,Database,11077
6094,47216,Compute Engine,11118
6095,47215,Compute Engine,11118
6096,47213,ElasticSearch,11119
6097,47213,Rules,11073
6098,47210,Web,11366
6099,47174,Web API,11100
6100,47171,Web,11366
6101,47096,Issues,11096
6102,47096,Measures,11112
6103,47094,Web,11366
6104,47080,Web,11366
6105,47058,Compute Engine,11118
6106,47057,Rules,11073
6107,47057,Web,11366
6108,47053,Compute Engine,11118
6109,47050,Duplications,11063
6110,47050,Plugin API,11065
6111,47050,Scanner,11105
6112,47048,Compute Engine,11118
6113,47048,Scalability,11114
6114,47039,Plugin API,11065
6115,47039,Scanner,11105
6116,47017,Plugin API,11065
6117,47017,Scanner,11105
6118,47016,Compute Engine,11118
6119,47009,Measures,11112
6120,47009,Web,11366
6121,47008,Measures,11112
6122,47008,Web,11366
6123,47007,Web,11366
6124,47006,Measures,11112
6125,47006,Web,11366
6126,47005,Measures,11112
6127,47005,Web,11366
6128,47004,Measures,11112
6129,47004,Web,11366
6130,47003,Measures,11112
6131,47003,Web,11366
6132,47002,Measures,11112
6133,47002,Web,11366
6134,47001,Measures,11112
6135,47001,Web,11366
6136,46999,Component Viewer,11113
6137,46990,ElasticSearch,11119
6138,46990,Rules,11073
6139,46985,Component Viewer,11113
6140,46959,Authentication & Authorization,11086
6141,46946,Authentication & Authorization,11086
6142,46946,Plugin API,11065
6143,46934,Web,11366
6144,46934,Web API,11100
6145,46927,Quality Profile,11074
6146,46876,Rules,11073
6147,46876,Web API,11100
6148,46841,Web,11366
6149,46841,Web API,11100
6150,46800,Database,11077
6151,46800,Duplications,11063
6152,46784,Duplications,11063
6153,46784,Plugin API,11065
6154,46784,Scanner,11105
6155,46783,Scanner,11105
6156,46739,Web API,11100
6157,46738,ElasticSearch,11119
6158,46738,Issues,11096
6159,46734,Marketplace,12172
6160,46726,Authentication & Authorization,11086
6161,46726,Web,11366
6162,46724,Authentication & Authorization,11086
6163,46720,Web API,11100
6164,46719,Web API,11100
6165,46717,Database,11077
6166,46716,Database,11077
6167,46715,Issues,11096
6168,46715,Rules,11073
6169,46715,Web,11366
6170,46697,Rules,11073
6171,46697,Web API,11100
6172,46696,Component Viewer,11113
6173,46696,Web,11366
6174,46694,Component Viewer,11113
6175,46694,Web,11366
6176,46689,Measures,11112
6177,46672,Scanner,11105
6178,46665,Web API,11100
6179,46656,Web,11366
6180,46651,Measures,11112
6181,46651,Quality Profile,11074
6182,46651,Scanner,11105
6183,46650,Scanner,11105
6184,46648,Plugin API,11065
6185,46648,Scanner,11105
6186,46646,Component Viewer,11113
6187,46646,Web,11366
6188,46617,Measures,11112
6189,46617,Web API,11100
6190,46613,Rules,11073
6191,46613,Web API,11100
6192,46609,Custom Measure[DEPRECATED],11083
6193,46602,Database,11077
6194,46600,Database,11077
6195,46599,Web,11366
6196,46599,Web API,11100
6197,46598,Database,11077
6198,46596,Database,11077
6199,46593,Scanner,11105
6200,46582,Rules,11073
6201,46578,Web API,11100
6202,46571,Web API,11100
6203,46566,Web,11366
6204,46565,Web,11366
6205,46564,Quality Gate,11101
6206,46563,Quality Profile,11074
6207,46563,Web,11366
6208,46562,Issues,11096
6209,46562,Plugin API,11065
6210,46562,Web API,11100
6211,46559,Measures,11112
6212,46552,Plugin API,11065
6213,46552,Scanner,11105
6214,46549,Plugin API,11065
6215,46549,Rules,11073
6216,46547,Database,11077
6217,46547,ElasticSearch,11119
6218,46547,Rules,11073
6219,46546,Database,11077
6220,46546,Rules,11073
6221,46538,Scanner,11105
6222,46520,Measures,11112
6223,46501,Web API,11100
6224,46465,Database,11077
6225,46461,Database,11077
6226,46458,Plugin API,11065
6227,46457,Database,11077
6228,46452,Database,11077
6229,46449,Component Viewer,11113
6230,46449,Web,11366
6231,46448,Web API,11100
6232,46423,Compute Engine,11118
6233,46419,Issues,11096
6234,46419,Web,11366
6235,46418,Web,11366
6236,46348,Documentation,11067
6237,46348,Web API,11100
6238,46345,Database,11077
6239,46336,Authentication & Authorization,11086
6240,46336,Web,11366
6241,46319,Compute Engine,11118
6242,46301,Web API,11100
6243,46300,Web API,11100
6244,46299,Web API,11100
6245,46298,Web API,11100
6246,46297,Web API,11100
6247,46296,Web API,11100
6248,46293,Web API,11100
6249,46292,Web API,11100
6250,46290,Web API,11100
6251,46289,Issues,11096
6252,46289,Web API,11100
6253,46288,Web API,11100
6254,46287,Issues,11096
6255,46287,Web API,11100
6256,46286,Issues,11096
6257,46286,Web API,11100
6258,46284,Web API,11100
6259,46283,Issues,11096
6260,46283,Web API,11100
6261,46282,Issues,11096
6262,46282,Web API,11100
6263,46281,Issues,11096
6264,46281,Web API,11100
6265,46280,Web API,11100
6266,46278,Web API,11100
6267,46277,Web API,11100
6268,46276,Web API,11100
6269,46270,Web API,11100
6270,46268,ElasticSearch,11119
6271,46268,Web API,11100
6272,46258,Web API,11100
6273,46237,Web API,11100
6274,46216,Compute Engine,11118
6275,46210,Compute Engine,11118
6276,46210,Web,11366
6277,46208,Quality Gate,11101
6278,46187,Scanner,11105
6279,46185,l10n & i18n,11085
6280,46185,Web,11366
6281,46172,Marketplace,12172
6282,46172,Web API,11100
6283,46120,Issues,11096
6284,46120,Notifications,11064
6285,46097,Plugin API,11065
6286,46097,Rules,11073
6287,46087,Quality Gate,11101
6288,46081,Rules,11073
6289,46035,Web API,11100
6290,45982,Database,11077
6291,45939,Scanner,11105
6292,45917,Compute Engine,11118
6293,45915,Compute Engine,11118
6294,45915,Scalability,11114
6295,45899,Authentication & Authorization,11086
6296,45876,Issues,11096
6297,45876,Web,11366
6298,45874,Database,11077
6299,45874,Scalability,11114
6300,45868,Web API,11100
6301,45867,Authentication & Authorization,11086
6302,45867,Plugin API,11065
6303,45856,Web API,11100
6304,45854,Issues,11096
6305,45854,Notifications,11064
6306,45849,Web API,11100
6307,45808,Authentication & Authorization,11086
6308,45803,Web API,11100
6309,45778,Authentication & Authorization,11086
6310,45778,Web,11366
6311,45772,Activity,11062
6312,45772,Measures,11112
6313,45763,Web,11366
6314,45745,Scanner,11105
6315,45740,Plugin API,11065
6316,45736,Authentication & Authorization,11086
6317,45726,ElasticSearch,11119
6318,45726,Web,11366
6319,45724,Web,11366
6320,45723,Notifications,11064
6321,45723,Web,11366
6322,45722,Web,11366
6323,45721,Issues,11096
6324,45721,Web,11366
6325,45720,Web,11366
6326,45717,l10n & i18n,11085
6327,45686,Web,11366
6328,45684,Measures,11112
6329,45684,Web,11366
6330,45671,Issues,11096
6331,45655,Authentication & Authorization,11086
6332,45655,Issues,11096
6333,45654,Authentication & Authorization,11086
6334,45653,Authentication & Authorization,11086
6335,45652,Authentication & Authorization,11086
6336,45652,Plugin API,11065
6337,45651,Authentication & Authorization,11086
6338,45650,Authentication & Authorization,11086
6339,45649,Authentication & Authorization,11086
6340,45649,Plugin API,11065
6341,45630,Web,11366
6342,45624,Issues,11096
6343,45621,Database,11077
6344,45621,Issues,11096
6345,45608,Markdown,11090
6346,45608,Web API,11100
6347,45592,Web API,11100
6348,45591,Web API,11100
6349,45589,Web API,11100
6350,45562,Web,11366
6351,45560,Issues,11096
6352,45560,Web,11366
6353,45559,Web,11366
6354,45556,Issues,11096
6355,45556,Web API,11100
6356,45542,Web,11366
6357,45527,Measures,11112
6358,45527,Web API,11100
6359,45526,Measures,11112
6360,45526,Web API,11100
6361,45525,Measures,11112
6362,45525,Web API,11100
6363,45520,Web,11366
6364,45517,Web,11366
6365,45510,Web,11366
6366,45509,Compute Engine,11118
6367,45509,Web API,11100
6368,45508,Compute Engine,11118
6369,45508,Web API,11100
6370,45506,Compute Engine,11118
6371,45506,Web API,11100
6372,45471,Web,11366
6373,45450,Authentication & Authorization,11086
6374,45450,Web,11366
6375,45446,Compute Engine,11118
6376,44657,Authentication & Authorization,11086
6377,44656,Plugin API,11065
6378,44656,Settings,11891
6379,44640,Database,11077
6380,44632,Component Viewer,11113
6381,44629,Web,11366
6382,44628,Web,11366
6383,44626,Compute Engine,11118
6384,44626,Database,11077
6385,44602,Database,11077
6386,44599,Authentication & Authorization,11086
6387,44599,Web API,11100
6388,44591,Authentication & Authorization,11086
6389,44583,Web,11366
6390,44555,Measures,11112
6391,44554,Compute Engine,11118
6392,44554,Measures,11112
6393,44541,Plugin API,11065
6394,44541,Web API,11100
6395,44523,Compute Engine,11118
6396,44495,Scanner,11105
6397,44476,Database,11077
6398,44472,Web API,11100
6399,44470,Scanner,11105
6400,44443,Web,11366
6401,44397,Duplications,11063
6402,44397,Scanner,11105
6403,44396,Compute Engine,11118
6404,44395,Compute Engine,11118
6405,44393,Compute Engine,11118
6406,44391,Scanner,11105
6407,44356,Web API,11100
6408,44336,Web,11366
6409,44313,Coverage & Tests,11091
6410,44313,Measures,11112
6411,44271,Web API,11100
6412,44269,Compute Engine,11118
6413,44269,Web,11366
6414,44251,Web API,11100
6415,44248,Web API,11100
6416,44244,Web API,11100
6417,44243,Web,11366
6418,44242,Web API,11100
6419,44240,Web API,11100
6420,44217,Compute Engine,11118
6421,44217,Database,11077
6422,44212,Web API,11100
6423,44210,Compute Engine,11118
6424,44210,Database,11077
6425,44210,Web API,11100
6426,44208,Web API,11100
6427,44174,Scanner,11105
6428,44154,Scanner,11105
6429,44112,Database,11077
6430,44109,Scanner,11105
6431,44108,Web,11366
6432,44093,Measures,11112
6433,44065,Quality Gate,11101
6434,44055,ElasticSearch,11119
6435,44055,Web,11366
6436,44054,Web API,11100
6437,44046,Compute Engine,11118
6438,44046,Scm,11117
6439,44032,Plugin API,11065
6440,44032,Rules,11073
6441,44028,Web API,11100
6442,44024,Quality Profile,11074
6443,44024,Web,11366
6444,44023,Quality Profile,11074
6445,44023,Web API,11100
6446,44017,Notifications,11064
6447,44017,Plugin API,11065
6448,44001,Database,11077
6449,44001,ElasticSearch,11119
6450,44001,Issues,11096
6451,43999,Quality Gate,11101
6452,43999,Web,11366
6453,43993,Authentication & Authorization,11086
6454,43993,Web,11366
6455,43993,Web API,11100
6456,43990,l10n & i18n,11085
6457,43990,Web,11366
6458,43961,Compute Engine,11118
6459,43955,Measures,11112
6460,43920,Rules,11073
6461,43914,Scanner,11105
6462,43900,Web,11366
6463,43880,Compute Engine,11118
6464,43880,Issues,11096
6465,43876,Marketplace,12172
6466,43857,Compute Engine,11118
6467,43848,Web,11366
6468,43844,Web API,11100
6469,43840,Compute Engine,11118
6470,43839,Authentication & Authorization,11086
6471,43834,Compute Engine,11118
6472,43826,Coverage & Tests,11091
6473,43826,Scm,11117
6474,43811,Compute Engine,11118
6475,43807,Web API,11100
6476,43779,Compute Engine,11118
6477,43779,Web API,11100
6478,43772,Issues,11096
6479,43772,Web,11366
6480,43771,Quality Gate,11101
6481,43771,Web,11366
6482,33772,Coverage & Tests,11091
6483,33772,Rules,11073
6484,43769,Web,11366
6485,43768,UX/UI,11968
6486,43768,Web,11366
6487,43761,Web,11366
6488,43761,Web API,11100
6489,43755,Database,11077
6490,43692,Settings,11891
6491,43681,Quality Gate,11101
6492,43679,Web,11366
6493,43678,Web,11366
6494,43675,Web,11366
6495,43674,Web,11366
6496,43673,Web,11366
6497,43672,Activity,11062
6498,43672,Web,11366
6499,43671,Web,11366
6500,43670,Rules,11073
6501,43670,Web,11366
6502,43623,Plugin API,11065
6503,43623,Scanner,11105
6504,43617,Issues,11096
6505,43617,Web API,11100
6506,43616,Measures,11112
6507,43616,Web,11366
6508,43603,Authentication & Authorization,11086
6509,43597,Scanner,11105
6510,43578,Authentication & Authorization,11086
6511,43578,Web API,11100
6512,43577,Web,11366
6513,43576,Web,11366
6514,43575,Plugin API,11065
6515,43575,Rules,11073
6516,43573,Authentication & Authorization,11086
6517,43573,Web API,11100
6518,43566,Authentication & Authorization,11086
6519,43564,Authentication & Authorization,11086
6520,43564,Scanner,11105
6521,43563,Authentication & Authorization,11086
6522,43562,Authentication & Authorization,11086
6523,43561,Authentication & Authorization,11086
6524,43559,Authentication & Authorization,11086
6525,43559,Web API,11100
6526,43557,Web API,11100
6527,43556,Authentication & Authorization,11086
6528,43556,Web API,11100
6529,43555,Web API,11100
6530,43542,Scanner,11105
6531,43532,Authentication & Authorization,11086
6532,43531,Web,11366
6533,43530,Web API,11100
6534,43528,Web,11366
6535,43508,Authentication & Authorization,11086
6536,43508,Web,11366
6537,43502,Compute Engine,11118
6538,43499,Compute Engine,11118
6539,43491,Compute Engine,11118
6540,43488,Duplications,11063
6541,43468,Measures,11112
6542,43467,Compute Engine,11118
6543,43467,Notifications,11064
6544,43459,Plugin API,11065
6545,43459,Scanner,11105
6546,43455,Measures,11112
6547,43454,Web API,11100
6548,43447,Quality Profile,11074
6549,43447,Web,11366
6550,43446,Measures,11112
6551,43445,Component Viewer,11113
6552,43412,Plugin API,11065
6553,43412,Scanner,11105
6554,43383,Compute Engine,11118
6555,43378,Compute Engine,11118
6556,43372,Authentication & Authorization,11086
6557,43372,Web API,11100
6558,43361,Markdown,11090
6559,43360,Exclusions/Inclusions,11084
6560,43360,Issues,11096
6561,43346,Quality Profile,11074
6562,43346,Scanner,11105
6563,43318,Database,11077
6564,43315,Rules,11073
6565,43315,Web,11366
6566,43312,Scanner,11105
6567,43273,Compute Engine,11118
6568,43268,Database,11077
6569,43268,Web API,11100
6570,43260,Compute Engine,11118
6571,43260,Issues,11096
6572,43259,Web API,11100
6573,43256,Plugin API,11065
6574,43256,Scanner,11105
6575,43246,Compute Engine,11118
6576,43219,Issues,11096
6577,43219,Notifications,11064
6578,43209,Compute Engine,11118
6579,43209,Database,11077
6580,43209,Duplications,11063
6581,43208,Compute Engine,11118
6582,43208,Duplications,11063
6583,43195,Compute Engine,11118
6584,43195,Duplications,11063
6585,43180,Compute Engine,11118
6586,43179,Duplications,11063
6587,43179,Scanner,11105
6588,43177,Compute Engine,11118
6589,43177,Duplications,11063
6590,43177,Scanner,11105
6591,43175,Web API,11100
6592,43156,Plugin API,11065
6593,43156,Scanner,11105
6594,43155,Scanner,11105
6595,43150,Scanner,11105
6596,43146,Issues,11096
6597,43146,Web,11366
6598,43124,Scanner,11105
6599,43106,Web API,11100
6600,43097,Web,11366
6601,43095,Web,11366
6602,43093,Web,11366
6603,43091,Quality Gate,11101
6604,43091,Web API,11100
6605,43088,Web API,11100
6606,43076,Scanner,11105
6607,43069,Database,11077
6608,43069,Rules,11073
6609,43069,Web API,11100
6610,43049,Cluster,12088
6611,43049,ElasticSearch,11119
6612,43048,Authentication & Authorization,11086
6613,43047,Authentication & Authorization,11086
6614,43046,Authentication & Authorization,11086
6615,43038,ElasticSearch,11119
6616,43038,Issues,11096
6617,43038,Scalability,11114
6618,43026,Issues,11096
6619,43025,Web API,11100
6620,43021,Compute Engine,11118
6621,43021,Database,11077
6622,43009,Rules,11073
6623,43009,Web,11366
6624,43007,Compute Engine,11118
6625,43007,Web,11366
6626,43005,Compute Engine,11118
6627,42996,Web,11366
6628,42991,Web API,11100
6629,42989,Web API,11100
6630,42895,Authentication & Authorization,11086
6631,42890,Plugin API,11065
6632,42890,Web API,11100
6633,42889,Web API,11100
6634,42858,Compute Engine,11118
6635,42858,Scalability,11114
6636,42858,Scanner,11105
6637,42857,Compute Engine,11118
6638,42857,Scalability,11114
6639,42845,Database,11077
6640,42835,ElasticSearch,11119
6641,42835,Scalability,11114
6642,42834,Compute Engine,11118
6643,42834,Database,11077
6644,42799,Duplications,11063
6645,42799,Plugin API,11065
6646,42799,Scanner,11105
6647,42777,Quality Profile,11074
6648,42777,Web,11366
6649,42774,Scanner,11105
6650,42753,Issues,11096
6651,42753,Scalability,11114
6652,42753,Web API,11100
6653,42749,Issues,11096
6654,42749,Scalability,11114
6655,42749,Web,11366
6656,42748,Web,11366
6657,42747,Web,11366
6658,42711,Compute Engine,11118
6659,42694,Web API,11100
6660,42693,Scanner,11105
6661,42690,Duplications,11063
6662,42644,Web API,11100
6663,42643,Web API,11100
6664,42642,Web API,11100
6665,42630,Database,11077
6666,42608,Database,11077
6667,42572,Plugin API,11065
6668,42572,Scanner,11105
6669,42561,Authentication & Authorization,11086
6670,42559,Authentication & Authorization,11086
6671,42559,Web,11366
6672,42558,Compute Engine,11118
6673,42558,Quality Profile,11074
6674,42557,ElasticSearch,11119
6675,42557,Web,11366
6676,42556,Issues,11096
6677,42556,Web,11366
6678,42555,Quality Profile,11074
6679,42555,Web,11366
6680,42554,Quality Profile,11074
6681,42554,Web API,11100
6682,42552,Scanner,11105
6683,42493,Compute Engine,11118
6684,42487,Web API,11100
6685,42471,Compute Engine,11118
6686,42471,Scanner,11105
6687,42471,Scm,11117
6688,42456,Compute Engine,11118
6689,42456,Database,11077
6690,42445,Compute Engine,11118
6691,42445,Web,11366
6692,42445,Web API,11100
6693,42444,Issues,11096
6694,42426,Scanner,11105
6695,42425,Web API,11100
6696,42421,Notifications,11064
6697,42421,Web,11366
6698,42415,Quality Gate,11101
6699,42414,Quality Gate,11101
6700,42411,Scanner,11105
6701,42397,Plugin API,11065
6702,42397,Scanner,11105
6703,42397,Scm,11117
6704,42371,Database,11077
6705,42368,Activity,11062
6706,42367,Database,11077
6707,42349,Database,11077
6708,42337,Web,11366
6709,42333,Web,11366
6710,42332,Web,11366
6711,42326,Scanner,11105
6712,42322,Web,11366
6713,42321,Web,11366
6714,42320,Web,11366
6715,42319,Web,11366
6716,42318,Web,11366
6717,42291,Issues,11096
6718,42291,Web,11366
6719,42285,Issues,11096
6720,42285,Web,11366
6721,42255,Scanner,11105
6722,42240,Authentication & Authorization,11086
6723,42240,Plugin API,11065
6724,42188,Web API,11100
6725,42187,Web API,11100
6726,42186,Scanner,11105
6727,42186,Web API,11100
6728,42185,Database,11077
6729,42157,Scanner,11105
6730,42142,Web,11366
6731,42069,Web API,11100
6732,42065,Authentication & Authorization,11086
6733,42065,Plugin API,11065
6734,42064,Authentication & Authorization,11086
6735,42053,Web API,11100
6736,42052,Web API,11100
6737,42051,Web,11366
6738,42040,Compute Engine,11118
6739,42037,Web,11366
6740,42025,Web,11366
6741,42024,Web,11366
6742,42018,Scanner,11105
6743,42015,Database,11077
6744,42011,Database,11077
6745,41988,Issues,11096
6746,41988,Scanner,11105
6747,41977,Compute Engine,11118
6748,41977,Scanner,11105
6749,41917,Measures,11112
6750,41917,Plugin API,11065
6751,41917,Scanner,11105
6752,41916,Database,11077
6753,41877,Scanner,11105
6754,41791,Scanner,11105
6755,41757,Compute Engine,11118
6756,41757,Scanner,11105
6757,41756,Web,11366
6758,41756,Web API,11100
6759,41755,Compute Engine,11118
6760,41755,Web,11366
6761,41754,Scanner,11105
6762,41740,Compute Engine,11118
6763,41711,Compute Engine,11118
6764,41699,Quality Gate,11101
6765,41680,Compute Engine,11118
6766,41680,Measures,11112
6767,41663,Scanner,11105
6768,41663,Web API,11100
6769,41662,Web API,11100
6770,41661,Web API,11100
6771,41660,Web API,11100
6772,41657,Scanner,11105
6773,41657,Web API,11100
6774,41606,Scanner,11105
6775,41590,Custom Measure[DEPRECATED],11083
6776,41585,Web,11366
6777,41582,Web,11366
6778,41549,ElasticSearch,11119
6779,41549,Scalability,11114
6780,41548,ElasticSearch,11119
6781,41548,Issues,11096
