index,not_passed_gp1_bs1_n_bursts_mean,not_passed_gp1_bs1_n_bursts_median,not_passed_gp1_bs1_n_bursts_max,not_passed_gp1_bs1_n_bursts_min,not_passed_gp1_bs1_burst_size_mean,not_passed_gp1_bs1_burst_size_median,not_passed_gp1_bs1_burst_size_max,not_passed_gp1_bs1_burst_size_min,not_passed_gp1_bs2_n_bursts_mean,not_passed_gp1_bs2_n_bursts_median,not_passed_gp1_bs2_n_bursts_max,not_passed_gp1_bs2_n_bursts_min,not_passed_gp1_bs2_burst_size_mean,not_passed_gp1_bs2_burst_size_median,not_passed_gp1_bs2_burst_size_max,not_passed_gp1_bs2_burst_size_min,not_passed_gp1_bs3_n_bursts_mean,not_passed_gp1_bs3_n_bursts_median,not_passed_gp1_bs3_n_bursts_max,not_passed_gp1_bs3_n_bursts_min,not_passed_gp1_bs3_burst_size_mean,not_passed_gp1_bs3_burst_size_median,not_passed_gp1_bs3_burst_size_max,not_passed_gp1_bs3_burst_size_min,not_passed_gp2_bs1_n_bursts_mean,not_passed_gp2_bs1_n_bursts_median,not_passed_gp2_bs1_n_bursts_max,not_passed_gp2_bs1_n_bursts_min,not_passed_gp2_bs1_burst_size_mean,not_passed_gp2_bs1_burst_size_median,not_passed_gp2_bs1_burst_size_max,not_passed_gp2_bs1_burst_size_min,not_passed_gp2_bs2_n_bursts_mean,not_passed_gp2_bs2_n_bursts_median,not_passed_gp2_bs2_n_bursts_max,not_passed_gp2_bs2_n_bursts_min,not_passed_gp2_bs2_burst_size_mean,not_passed_gp2_bs2_burst_size_median,not_passed_gp2_bs2_burst_size_max,not_passed_gp2_bs2_burst_size_min,not_passed_gp2_bs3_n_bursts_mean,not_passed_gp2_bs3_n_bursts_median,not_passed_gp2_bs3_n_bursts_max,not_passed_gp2_bs3_n_bursts_min,not_passed_gp2_bs3_burst_size_mean,not_passed_gp2_bs3_burst_size_median,not_passed_gp2_bs3_burst_size_max,not_passed_gp2_bs3_burst_size_min,not_passed_gp3_bs1_n_bursts_mean,not_passed_gp3_bs1_n_bursts_median,not_passed_gp3_bs1_n_bursts_max,not_passed_gp3_bs1_n_bursts_min,not_passed_gp3_bs1_burst_size_mean,not_passed_gp3_bs1_burst_size_median,not_passed_gp3_bs1_burst_size_max,not_passed_gp3_bs1_burst_size_min,not_passed_gp3_bs2_n_bursts_mean,not_passed_gp3_bs2_n_bursts_median,not_passed_gp3_bs2_n_bursts_max,not_passed_gp3_bs2_n_bursts_min,not_passed_gp3_bs2_burst_size_mean,not_passed_gp3_bs2_burst_size_median,not_passed_gp3_bs2_burst_size_max,not_passed_gp3_bs2_burst_size_min,not_passed_gp3_bs3_n_bursts_mean,not_passed_gp3_bs3_n_bursts_median,not_passed_gp3_bs3_n_bursts_max,not_passed_gp3_bs3_n_bursts_min,not_passed_gp3_bs3_burst_size_mean,not_passed_gp3_bs3_burst_size_median,not_passed_gp3_bs3_burst_size_max,not_passed_gp3_bs3_burst_size_min
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.5123318385650224,0.0,110.0,0.0,0.5123318385650224,0.0,110.0,0.0,0.2219730941704036,0.0,40.0,0.0,0.2219730941704036,0.0,40.0,0.0,0.0952914798206278,0.0,18.0,0.0,0.0952914798206278,0.0,18.0,0.0,0.3621076233183856,0.0,102.0,0.0,0.3621076233183856,0.0,102.0,0.0,0.17937219730941706,0.0,43.0,0.0,0.17937219730941706,0.0,43.0,0.0,0.08295964125560537,0.0,21.0,0.0,0.08295964125560537,0.0,21.0,0.0,0.27914798206278024,0.0,97.0,0.0,0.27914798206278024,0.0,97.0,0.0,0.1412556053811659,0.0,44.0,0.0,0.1412556053811659,0.0,44.0,0.0,0.07847533632286996,0.0,23.0,0.0,0.07847533632286996,0.0,23.0,0.0
4,0.8388888888888889,0.0,30.0,0.0,0.8388888888888889,0.0,30.0,0.0,0.3,0.0,12.0,0.0,0.3,0.0,12.0,0.0,0.17222222222222222,0.0,4.0,0.0,0.17222222222222222,0.0,4.0,0.0,0.5888888888888889,0.0,28.0,0.0,0.5888888888888889,0.0,28.0,0.0,0.2722222222222222,0.0,13.0,0.0,0.2722222222222222,0.0,13.0,0.0,0.15,0.0,4.0,0.0,0.15,0.0,4.0,0.0,0.4166666666666667,0.0,28.0,0.0,0.4166666666666667,0.0,28.0,0.0,0.21666666666666667,0.0,12.0,0.0,0.21666666666666667,0.0,12.0,0.0,0.1,0.0,3.0,0.0,0.1,0.0,3.0,0.0
5,0.9444444444444444,0.0,33.0,0.0,0.9444444444444444,0.0,33.0,0.0,0.35714285714285715,0.0,13.0,0.0,0.35714285714285715,0.0,13.0,0.0,0.21428571428571427,0.0,8.0,0.0,0.21428571428571427,0.0,8.0,0.0,0.5873015873015873,0.0,25.0,0.0,0.5873015873015873,0.0,25.0,0.0,0.3015873015873016,0.0,12.0,0.0,0.3015873015873016,0.0,12.0,0.0,0.18253968253968253,0.0,8.0,0.0,0.18253968253968253,0.0,8.0,0.0,0.42063492063492064,0.0,27.0,0.0,0.42063492063492064,0.0,27.0,0.0,0.2619047619047619,0.0,14.0,0.0,0.2619047619047619,0.0,14.0,0.0,0.19047619047619047,0.0,8.0,0.0,0.19047619047619047,0.0,8.0,0.0
6,0.8713450292397661,0.0,28.0,0.0,0.8713450292397661,0.0,28.0,0.0,0.3625730994152047,0.0,8.0,0.0,0.3625730994152047,0.0,8.0,0.0,0.18128654970760236,0.0,3.0,0.0,0.18128654970760236,0.0,3.0,0.0,0.6257309941520468,0.0,26.0,0.0,0.6257309941520468,0.0,26.0,0.0,0.29239766081871343,0.0,8.0,0.0,0.29239766081871343,0.0,8.0,0.0,0.152046783625731,0.0,4.0,0.0,0.152046783625731,0.0,4.0,0.0,0.4736842105263158,0.0,26.0,0.0,0.4736842105263158,0.0,26.0,0.0,0.25146198830409355,0.0,7.0,0.0,0.25146198830409355,0.0,7.0,0.0,0.11695906432748535,0.0,2.0,0.0,0.11695906432748535,0.0,2.0,0.0
7,0.6217948717948718,0.0,11.0,0.0,0.6217948717948718,0.0,11.0,0.0,0.14102564102564102,0.0,2.0,0.0,0.14102564102564102,0.0,2.0,0.0,0.04487179487179487,0.0,1.0,0.0,0.04487179487179487,0.0,1.0,0.0,0.4230769230769231,0.0,10.0,0.0,0.4230769230769231,0.0,10.0,0.0,0.17307692307692307,0.0,2.0,0.0,0.17307692307692307,0.0,2.0,0.0,0.04487179487179487,0.0,1.0,0.0,0.04487179487179487,0.0,1.0,0.0,0.2371794871794872,0.0,10.0,0.0,0.2371794871794872,0.0,10.0,0.0,0.07051282051282051,0.0,2.0,0.0,0.07051282051282051,0.0,2.0,0.0,0.019230769230769232,0.0,1.0,0.0,0.019230769230769232,0.0,1.0,0.0
8,0.15384615384615385,0.0,2.0,0.0,0.15384615384615385,0.0,2.0,0.0,0.15384615384615385,0.0,2.0,0.0,0.15384615384615385,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,1.0,0.0,0.07692307692307693,0.0,1.0,0.0,0.07692307692307693,0.0,1.0,0.0,0.07692307692307693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,1.0,0.0,0.07692307692307693,0.0,1.0,0.0,0.07692307692307693,0.0,1.0,0.0,0.07692307692307693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.5555555555555556,0.0,2.0,0.0,0.5555555555555556,0.0,2.0,0.0,0.2777777777777778,0.0,1.0,0.0,0.2777777777777778,0.0,1.0,0.0,0.1111111111111111,0.0,1.0,0.0,0.1111111111111111,0.0,1.0,0.0,0.3333333333333333,0.0,2.0,0.0,0.3333333333333333,0.0,2.0,0.0,0.2222222222222222,0.0,1.0,0.0,0.2222222222222222,0.0,1.0,0.0,0.1111111111111111,0.0,1.0,0.0,0.1111111111111111,0.0,1.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.1111111111111111,0.0,1.0,0.0,0.1111111111111111,0.0,1.0,0.0,0.1111111111111111,0.0,1.0,0.0,0.1111111111111111,0.0,1.0,0.0
10,0.93006993006993,0.0,19.0,0.0,0.93006993006993,0.0,19.0,0.0,0.34265734265734266,0.0,5.0,0.0,0.34265734265734266,0.0,5.0,0.0,0.1958041958041958,0.0,4.0,0.0,0.1958041958041958,0.0,4.0,0.0,0.6713286713286714,0.0,17.0,0.0,0.6713286713286714,0.0,17.0,0.0,0.3006993006993007,0.0,5.0,0.0,0.3006993006993007,0.0,5.0,0.0,0.15384615384615385,0.0,5.0,0.0,0.15384615384615385,0.0,5.0,0.0,0.5384615384615384,0.0,16.0,0.0,0.5384615384615384,0.0,16.0,0.0,0.2727272727272727,0.0,4.0,0.0,0.2727272727272727,0.0,4.0,0.0,0.13986013986013987,0.0,4.0,0.0,0.13986013986013987,0.0,4.0,0.0
11,0.25,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
